0,1
216,曼城
52,曼聯
61,阿仙奴
66,熱刺
63,紐卡素
60,車路士
73,愛華頓
53,利物浦
275,富咸
278,西布朗
7145,史雲斯
291,諾域治
96,新特蘭
2297,史篤城
3265,韋根
70,阿士東維拉
296,昆士柏流浪
279,保頓
281,布力般流浪
290,狼隊
