0,1
52,曼聯
216,曼城
60,車路士
61,阿仙奴
66,熱刺
73,愛華頓
53,利物浦
278,西布朗
7145,史雲斯
98,韋斯咸
291,諾域治
275,富咸
2297,史篤城
94,修咸頓
70,阿士東維拉
63,紐卡素
96,新特蘭
3265,韋根
3154,雷丁
296,昆士柏流浪
