0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
Liverpool,Everton,Man City,H,Chelsea,H,Hull,H,Stoke,A,Aston Villa,D,Sunderland,A,Southampton,H,Stoke,D,Norwich,H,West Brom,D,16098.0,0,2,1,1,3,0,0,0,2,1,4,1,0,0,1,2,0,1,2,0,0,0,3,5,1,1,0,0,1,2,2,1,4,0,0,1,0,1,1,0,1,0,1,2,1,2,4,0,0,0,1,1,4,1,0,0,1,2,0,1,2,0,0,0,1,1,3,2,0,0,H
Man United,Cardiff,Hull,A,Norwich,A,Tottenham,A,Swansea,H,Chelsea,H,Southampton,A,Sunderland,D,Arsenal,H,West Ham,A,Man City,H,16098.0,0,2,3,2,2,0,1,0,0,1,4,3,0,0,1,1,2,2,1,0,0,1,2,0,0,2,0,0,0,3,1,1,3,0,1,1,0,3,1,2,0,0,1,2,2,3,2,0,0,0,2,0,1,2,0,0,1,0,2,1,3,0,1,0,4,2,2,0,0,0,H
Norwich,Newcastle,Fulham,A,Man United,A,Crystal Palace,D,Everton,H,Hull,H,Stoke,H,Arsenal,A,West Brom,H,Man City,A,West Ham,A,16098.0,1,1,2,3,0,0,0,1,0,1,4,3,0,0,0,1,1,2,1,0,1,0,2,0,1,2,0,0,1,1,0,1,2,0,1,1,5,1,1,1,0,2,1,0,1,0,3,0,0,0,1,0,0,0,0,1,1,0,2,4,2,0,0,0,1,3,0,0,0,0,D
Southampton,Arsenal,Cardiff,A,Everton,H,Chelsea,A,West Brom,H,Sunderland,D,West Ham,A,Newcastle,A,Cardiff,H,Aston Villa,A,Fulham,H,16098.0,0,0,3,1,2,0,0,0,2,1,2,4,0,0,1,0,3,4,1,0,0,1,1,0,1,2,0,0,0,2,2,2,0,0,0,0,1,3,1,1,0,0,0,0,1,0,3,0,0,1,2,0,1,2,0,0,0,1,2,2,2,0,0,1,2,0,0,0,0,0,D
Swansea,Fulham,Chelsea,H,Aston Villa,D,Man City,A,Man United,H,Tottenham,A,Norwich,A,Hull,H,West Ham,H,Sunderland,A,Arsenal,H,16098.0,0,1,0,1,0,0,0,0,1,1,3,2,0,0,1,2,3,2,5,0,0,0,2,0,0,2,0,0,1,1,3,2,1,0,0,0,1,2,3,0,0,0,0,6,0,0,0,0,0,1,2,1,2,1,0,1,1,1,4,3,3,0,0,0,2,0,0,0,0,0,H
Tottenham,Man City,West Brom,D,Stoke,H,Man United,A,Crystal Palace,H,Swansea,A,Liverpool,H,Crystal Palace,H,Swansea,A,Newcastle,A,Cardiff,H,16099.0,1,1,1,3,2,0,0,1,3,0,2,2,0,0,0,1,2,2,1,0,0,1,2,0,1,2,0,0,0,1,3,2,1,0,0,1,2,1,1,3,0,0,1,1,0,1,1,0,0,0,2,3,2,5,0,0,0,0,2,4,2,0,0,1,4,2,2,0,0,0,A
Chelsea,West Ham,Swansea,H,Liverpool,H,Southampton,A,Hull,A,Man United,H,Arsenal,A,West Brom,D,Fulham,H,Cardiff,A,Newcastle,A,16099.0,1,1,0,1,0,0,0,1,2,1,4,1,0,0,0,0,3,4,1,0,0,0,0,2,2,1,0,0,1,3,1,1,3,0,1,1,1,3,1,1,0,0,1,3,3,3,2,0,0,0,2,1,2,1,0,1,0,0,2,1,3,0,1,1,1,3,0,0,0,0,D
Aston Villa,West Brom,Crystal Palace,A,Swansea,D,Sunderland,A,Arsenal,A,Liverpool,D,Tottenham,D,West Ham,D,Newcastle,H,Southampton,H,Everton,D,16099.0,1,0,1,2,2,0,0,1,1,1,3,2,0,0,0,0,1,4,3,0,0,1,1,2,2,2,0,0,0,2,2,1,4,0,0,0,1,1,3,2,0,0,0,3,3,3,2,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,0,1,1,1,3,2,0,0,H
Sunderland,Stoke,Everton,A,Cardiff,D,Aston Villa,A,Fulham,A,Southampton,D,Newcastle,H,Tottenham,H,Everton,D,Liverpool,A,Crystal Palace,H,16099.0,0,0,1,1,0,1,0,0,2,2,3,2,0,0,1,0,1,4,3,0,0,0,1,4,3,3,0,0,1,2,2,2,0,0,0,0,5,1,1,1,0,2,0,3,0,2,2,0,0,1,1,1,4,1,0,0,1,3,5,1,1,0,0,0,1,0,0,2,0,0,H
Cardiff,Norwich,Sunderland,D,Arsenal,H,West Ham,A,Man City,H,Man United,H,Man United,A,Crystal Palace,D,Everton,H,Hull,H,Newcastle,D,16102.0,1,2,2,3,2,0,0,0,2,0,1,2,0,0,1,0,2,1,3,0,1,0,4,2,2,0,0,0,0,2,0,0,1,0,0,1,0,1,4,3,0,0,0,1,1,2,1,0,1,0,2,0,1,2,0,0,1,1,0,1,2,0,1,1,0,0,1,1,1,1,H
Everton,Aston Villa,Southampton,H,Stoke,D,Norwich,H,West Brom,D,Liverpool,H,Swansea,D,Sunderland,A,Arsenal,A,Liverpool,D,West Brom,H,16102.0,1,2,1,2,4,0,0,0,1,1,4,1,0,0,1,2,0,1,2,0,0,0,1,1,3,2,0,0,0,4,0,0,3,0,0,1,1,1,3,2,0,0,0,0,1,4,3,0,0,1,1,2,2,2,0,0,0,2,2,1,4,0,0,1,4,3,1,3,0,0,H
Fulham,Southampton,Hull,H,West Ham,H,Sunderland,A,Arsenal,H,Swansea,H,Everton,H,Chelsea,A,West Brom,H,Sunderland,D,Arsenal,D,16102.0,0,6,0,0,0,0,0,1,2,1,2,1,0,1,1,1,4,3,3,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,2,1,2,4,0,0,1,0,3,4,1,0,0,1,1,0,1,2,0,0,0,2,2,2,0,0,0,1,2,2,1,1,0,1,A
Hull,Tottenham,Fulham,H,Liverpool,H,Chelsea,A,Norwich,H,Crystal Palace,H,Stoke,H,Man United,A,Crystal Palace,H,Swansea,A,Man City,A,16102.0,1,6,0,0,0,0,0,0,2,0,1,2,0,0,1,0,2,2,1,0,0,0,1,0,1,2,0,1,0,1,0,4,0,0,1,1,3,0,2,2,0,0,0,1,2,2,1,0,0,1,2,0,1,2,0,0,0,1,3,2,1,0,0,1,1,5,1,4,1,0,D
Newcastle,Sunderland,Arsenal,A,West Brom,H,Man City,A,West Ham,A,Norwich,D,Cardiff,D,Aston Villa,A,Fulham,A,Southampton,D,Stoke,H,16102.0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,1,0,2,4,2,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0,2,2,3,2,0,0,1,0,1,4,3,0,0,0,1,4,3,3,0,0,1,2,2,2,0,0,0,1,1,0,2,2,0,1,A
Stoke,Man United,Tottenham,H,Everton,D,Liverpool,A,Crystal Palace,H,Sunderland,H,Norwich,A,Tottenham,A,Swansea,H,Chelsea,H,Cardiff,H,16102.0,0,3,0,2,2,0,0,1,1,1,4,1,0,0,1,3,5,1,1,0,0,0,1,0,0,2,0,0,0,1,0,2,2,0,1,0,0,1,4,3,0,0,1,1,2,2,1,0,0,1,2,0,0,2,0,0,0,3,1,1,3,0,1,1,2,0,0,1,0,0,H
West Ham,Swansea,West Brom,D,Fulham,H,Cardiff,A,Newcastle,A,Chelsea,D,Aston Villa,D,Man City,A,Man United,H,Tottenham,A,Fulham,H,16102.0,1,3,3,3,2,0,0,0,2,1,2,1,0,1,0,0,2,1,3,0,1,1,1,3,0,0,0,0,0,0,0,1,3,0,0,0,1,1,3,2,0,0,1,2,3,2,5,0,0,0,2,0,0,2,0,0,1,1,3,2,1,0,0,1,2,0,1,1,0,0,H
Arsenal,Crystal Palace,Newcastle,A,Cardiff,H,Aston Villa,A,Fulham,H,Southampton,D,Man City,H,Norwich,D,Tottenham,H,Stoke,H,Hull,H,16103.0,0,0,1,0,3,0,0,1,2,0,1,2,0,0,0,1,2,2,2,0,0,1,2,0,0,0,0,0,0,2,2,1,1,0,1,0,1,0,1,1,0,0,1,1,1,2,1,0,1,0,2,0,1,2,0,0,1,1,0,0,2,0,0,1,1,0,4,0,0,1,H
West Brom,Liverpool,West Ham,D,Newcastle,H,Southampton,H,Everton,D,Aston Villa,H,Chelsea,H,Hull,H,Stoke,A,Aston Villa,D,Everton,H,16103.0,0,3,3,3,2,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,0,1,1,1,3,2,0,0,0,4,3,1,3,0,0,0,2,1,4,1,0,0,1,2,0,1,2,0,0,0,3,5,1,1,0,0,1,2,2,1,4,0,0,1,4,0,0,3,0,0,D
Man City,Chelsea,Crystal Palace,H,Swansea,A,Newcastle,A,Cardiff,H,Tottenham,A,Liverpool,H,Southampton,A,Hull,A,Man United,H,West Ham,D,16104.0,1,1,0,1,1,0,0,0,2,3,2,5,0,0,0,0,2,4,2,0,0,1,4,2,2,0,0,0,0,1,5,1,4,1,0,1,2,1,4,1,0,0,0,0,3,4,1,0,0,0,0,2,2,1,0,0,1,3,1,1,3,0,1,1,0,0,1,3,0,0,A
Liverpool,Arsenal,Hull,H,Stoke,A,Aston Villa,D,Everton,H,West Brom,D,Cardiff,H,Aston Villa,A,Fulham,H,Southampton,D,Crystal Palace,H,16109.0,1,2,0,1,2,0,0,0,3,5,1,1,0,0,1,2,2,1,4,0,0,1,4,0,0,3,0,0,0,1,1,4,2,0,0,1,2,0,1,2,0,0,0,1,2,2,2,0,0,1,2,0,0,0,0,0,0,2,2,1,1,0,1,1,2,0,1,2,0,0,H
Swansea,Cardiff,Man City,A,Man United,H,Tottenham,A,Fulham,H,West Ham,H,Arsenal,H,West Ham,A,Man City,H,Man United,H,Norwich,H,16109.0,1,2,3,2,5,0,0,0,2,0,0,2,0,0,1,1,3,2,1,0,0,1,2,0,1,1,0,0,0,2,0,1,0,1,0,0,2,0,1,2,0,0,1,0,2,1,3,0,1,0,4,2,2,0,0,0,0,2,0,0,1,0,0,1,2,1,1,4,0,0,H
Sunderland,Hull,Aston Villa,A,Fulham,A,Southampton,D,Stoke,H,Newcastle,A,Liverpool,H,Chelsea,A,Norwich,H,Crystal Palace,H,Tottenham,D,16109.0,1,0,1,4,3,0,0,0,1,4,3,3,0,0,1,2,2,2,0,0,0,1,1,0,2,2,0,1,0,0,3,2,2,0,0,0,2,0,1,2,0,0,1,0,2,2,1,0,0,0,1,0,1,2,0,1,0,1,0,4,0,0,1,1,1,1,1,1,0,0,A
Southampton,Stoke,Chelsea,A,West Brom,H,Sunderland,D,Arsenal,D,Fulham,A,Everton,D,Liverpool,A,Crystal Palace,H,Sunderland,H,Man United,H,16109.0,1,0,3,4,1,0,0,1,1,0,1,2,0,0,0,2,2,2,0,0,0,1,2,2,1,1,0,1,0,0,3,0,3,0,0,1,1,1,4,1,0,0,1,3,5,1,1,0,0,0,1,0,0,2,0,0,0,1,0,2,2,0,1,1,2,1,2,2,0,0,D
Chelsea,Newcastle,Southampton,A,Hull,A,Man United,H,West Ham,D,Man City,A,West Brom,H,Man City,A,West Ham,A,Norwich,D,Sunderland,A,16109.0,0,0,3,4,1,0,0,0,0,2,2,1,0,0,1,3,1,1,3,0,1,1,0,0,1,3,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,1,1,0,2,4,2,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0,3,2,2,0,0,H
Crystal Palace,West Brom,Norwich,D,Tottenham,H,Stoke,H,Hull,H,Arsenal,H,Newcastle,H,Southampton,H,Everton,D,Aston Villa,H,Liverpool,D,16109.0,1,1,1,2,1,0,1,0,2,0,1,2,0,0,1,1,0,0,2,0,0,1,1,0,4,0,0,1,0,2,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,0,1,1,1,3,2,0,0,0,4,3,1,3,0,0,1,1,1,4,2,0,0,H
Aston Villa,West Ham,Sunderland,A,Arsenal,A,Liverpool,D,West Brom,H,Everton,H,Fulham,H,Cardiff,A,Newcastle,A,Chelsea,D,Swansea,H,16109.0,0,0,1,4,3,0,0,1,1,2,2,2,0,0,0,2,2,1,4,0,0,1,4,3,1,3,0,0,0,2,1,1,0,0,0,0,2,1,2,1,0,1,0,0,2,1,3,0,1,1,1,3,0,0,0,0,0,0,0,1,3,0,0,1,2,0,1,0,1,0,A
Norwich,Man City,Crystal Palace,D,Everton,H,Hull,H,Newcastle,D,Cardiff,H,Swansea,A,Newcastle,A,Cardiff,H,Tottenham,A,Chelsea,A,16109.0,0,1,1,2,1,0,1,0,2,0,1,2,0,0,1,1,0,1,2,0,1,1,0,0,1,1,1,1,0,2,1,1,4,0,0,0,2,3,2,5,0,0,0,0,2,4,2,0,0,1,4,2,2,0,0,0,0,1,5,1,4,1,0,1,0,1,3,3,0,0,D
Man United,Fulham,Tottenham,A,Swansea,H,Chelsea,H,Cardiff,H,Stoke,H,West Ham,H,Sunderland,A,Arsenal,H,Swansea,H,Southampton,A,16110.0,1,1,2,2,1,0,0,1,2,0,0,2,0,0,0,3,1,1,3,0,1,1,2,0,0,1,0,0,0,2,1,2,2,0,0,1,2,1,2,1,0,1,1,1,4,3,3,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,1,0,3,0,3,0,0,D
Tottenham,Everton,Man United,A,Crystal Palace,H,Swansea,A,Man City,A,Hull,D,Stoke,D,Norwich,H,West Brom,D,Liverpool,H,Aston Villa,H,16110.0,0,1,2,2,1,0,0,1,2,0,1,2,0,0,0,1,3,2,1,0,0,1,1,5,1,4,1,0,0,1,1,1,1,0,0,0,1,1,4,1,0,0,1,2,0,1,2,0,0,0,1,1,3,2,0,0,0,4,0,0,3,0,0,1,2,1,1,0,0,0,H
West Ham,Norwich,Cardiff,A,Newcastle,A,Chelsea,D,Swansea,H,Aston Villa,A,Everton,H,Hull,H,Newcastle,D,Cardiff,H,Man City,D,16112.0,0,0,2,1,3,0,1,1,1,3,0,0,0,0,0,0,0,1,3,0,0,1,2,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,1,2,0,0,1,1,0,1,2,0,1,1,0,0,1,1,1,1,0,2,1,1,4,0,0,1,0,0,2,1,0,0,H
Cardiff,Aston Villa,West Ham,A,Man City,H,Man United,H,Norwich,H,Swansea,H,Arsenal,A,Liverpool,D,West Brom,H,Everton,H,West Ham,A,16112.0,1,0,2,1,3,0,1,0,4,2,2,0,0,0,0,2,0,0,1,0,0,1,2,1,1,4,0,0,0,3,0,1,1,0,0,1,1,2,2,2,0,0,0,2,2,1,4,0,0,1,4,3,1,3,0,0,0,2,1,1,0,0,0,1,0,2,0,2,0,0,D
Hull,Southampton,Chelsea,A,Norwich,H,Crystal Palace,H,Tottenham,D,Sunderland,A,West Brom,H,Sunderland,D,Arsenal,D,Fulham,A,Stoke,D,16112.0,1,0,2,2,1,0,0,0,1,0,1,2,0,1,0,1,0,4,0,0,1,1,1,1,1,1,0,0,0,0,2,1,3,1,0,1,1,0,1,2,0,0,0,2,2,2,0,0,0,1,2,2,1,1,0,1,0,0,3,0,3,0,0,1,2,2,0,4,0,0,A
West Brom,Chelsea,Southampton,H,Everton,D,Aston Villa,H,Liverpool,D,Crystal Palace,H,Hull,A,Man United,H,West Ham,D,Man City,A,Newcastle,H,16112.0,0,1,0,1,2,0,0,1,1,1,3,2,0,0,0,4,3,1,3,0,0,1,1,1,4,2,0,0,0,3,1,0,3,0,0,0,0,2,2,1,0,0,1,3,1,1,3,0,1,1,0,0,1,3,0,0,0,0,1,3,3,0,0,1,3,0,0,3,0,0,D
Fulham,Liverpool,Sunderland,A,Arsenal,H,Swansea,H,Southampton,A,Man United,D,Stoke,A,Aston Villa,D,Everton,H,West Brom,D,Arsenal,H,16113.0,1,1,4,3,3,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,1,0,3,0,3,0,0,0,2,2,0,0,0,0,0,3,5,1,1,0,0,1,2,2,1,4,0,0,1,4,0,0,3,0,0,0,1,1,4,2,0,0,1,5,1,1,2,0,0,A
Newcastle,Tottenham,Man City,A,West Ham,A,Norwich,D,Sunderland,A,Chelsea,H,Crystal Palace,H,Swansea,A,Man City,A,Hull,D,Everton,H,16113.0,1,0,2,4,2,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0,3,2,2,0,0,0,3,0,0,3,0,0,1,2,0,1,2,0,0,0,1,3,2,1,0,0,1,1,5,1,4,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,A
Arsenal,Man United,Aston Villa,A,Fulham,H,Southampton,D,Crystal Palace,H,Liverpool,H,Swansea,H,Chelsea,H,Cardiff,H,Stoke,H,Fulham,D,16113.0,0,1,2,2,2,0,0,1,2,0,0,0,0,0,0,2,2,1,1,0,1,1,2,0,1,2,0,0,0,5,1,1,2,0,0,1,2,0,0,2,0,0,0,3,1,1,3,0,1,1,2,0,0,1,0,0,0,2,1,2,2,0,0,1,2,2,0,0,0,0,D
Stoke,Swansea,Liverpool,A,Crystal Palace,H,Sunderland,H,Man United,H,Southampton,D,Man United,H,Tottenham,A,Fulham,H,West Ham,H,Cardiff,H,16113.0,1,3,5,1,1,0,0,0,1,0,0,2,0,0,0,1,0,2,2,0,1,1,2,1,2,2,0,0,0,2,2,0,4,0,0,0,2,0,0,2,0,0,1,1,3,2,1,0,0,1,2,0,1,1,0,0,0,2,0,1,0,1,0,1,3,0,1,1,0,0,D
West Brom,Fulham,Everton,D,Aston Villa,H,Liverpool,D,Crystal Palace,H,Chelsea,D,Arsenal,H,Swansea,H,Southampton,A,Man United,D,Liverpool,A,16123.0,1,1,1,3,2,0,0,0,4,3,1,3,0,0,1,1,1,4,2,0,0,0,3,1,0,3,0,0,1,1,1,3,4,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,1,0,3,0,3,0,0,0,2,2,0,0,0,0,1,2,3,4,3,0,0,D
West Ham,Southampton,Newcastle,A,Chelsea,D,Swansea,H,Aston Villa,A,Norwich,H,Sunderland,D,Arsenal,D,Fulham,A,Stoke,D,Hull,A,16123.0,1,1,3,0,0,0,0,0,0,0,1,3,0,0,1,2,0,1,0,1,0,0,0,2,0,2,0,0,1,2,0,1,3,0,0,0,2,2,2,0,0,0,1,2,2,1,1,0,1,0,0,3,0,3,0,0,1,2,2,0,4,0,0,0,0,1,0,3,0,0,H
Man City,Stoke,Newcastle,A,Cardiff,H,Tottenham,A,Chelsea,A,Norwich,D,Crystal Palace,H,Sunderland,H,Man United,H,Southampton,D,Swansea,D,16123.0,0,0,2,4,2,0,0,1,4,2,2,0,0,0,0,1,5,1,4,1,0,1,0,1,3,3,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,1,0,2,2,0,1,1,2,1,2,2,0,0,0,2,2,0,4,0,0,1,1,1,2,2,0,0,H
Crystal Palace,Man United,Tottenham,H,Stoke,H,Hull,H,Arsenal,H,West Brom,H,Chelsea,H,Cardiff,H,Stoke,H,Fulham,D,Arsenal,D,16123.0,0,2,0,1,2,0,0,1,1,0,0,2,0,0,1,1,0,4,0,0,1,0,2,0,1,2,0,0,1,3,1,0,3,0,0,0,3,1,1,3,0,1,1,2,0,0,1,0,0,0,2,1,2,2,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,A
Chelsea,Everton,Man United,H,West Ham,D,Man City,A,Newcastle,H,West Brom,D,Norwich,H,West Brom,D,Liverpool,H,Aston Villa,H,Tottenham,H,16123.0,1,3,1,1,3,0,1,1,0,0,1,3,0,0,0,0,1,3,3,0,0,1,3,0,0,3,0,0,0,1,1,3,4,0,0,1,2,0,1,2,0,0,0,1,1,3,2,0,0,0,4,0,0,3,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,H
Cardiff,Hull,Man City,H,Man United,H,Norwich,H,Swansea,H,Aston Villa,D,Norwich,H,Crystal Palace,H,Tottenham,D,Sunderland,A,Southampton,A,16123.0,0,4,2,2,0,0,0,0,2,0,0,1,0,0,1,2,1,1,4,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,4,0,0,1,1,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,1,0,3,0,0,A
Arsenal,Sunderland,Fulham,H,Southampton,D,Crystal Palace,H,Liverpool,H,Man United,D,Fulham,A,Southampton,D,Stoke,H,Newcastle,A,Hull,A,16123.0,1,2,0,0,0,0,0,0,2,2,1,1,0,1,1,2,0,1,2,0,0,0,5,1,1,2,0,0,1,0,0,1,2,0,0,0,1,4,3,3,0,0,1,2,2,2,0,0,0,1,1,0,2,2,0,1,0,0,3,2,2,0,0,1,0,2,1,3,1,0,H
Liverpool,Swansea,Aston Villa,D,Everton,H,West Brom,D,Arsenal,H,Fulham,A,Tottenham,A,Fulham,H,West Ham,H,Cardiff,H,Stoke,D,16124.0,1,2,2,1,4,0,0,1,4,0,0,3,0,0,0,1,1,4,2,0,0,1,5,1,1,2,0,0,0,2,3,4,3,0,0,1,1,3,2,1,0,0,1,2,0,1,1,0,0,0,2,0,1,0,1,0,1,3,0,1,1,0,0,0,1,1,2,2,0,0,H
Newcastle,Aston Villa,West Ham,A,Norwich,D,Sunderland,A,Chelsea,H,Tottenham,A,Liverpool,D,West Brom,H,Everton,H,West Ham,A,Cardiff,D,16124.0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0,3,2,2,0,0,0,3,0,0,3,0,0,1,0,4,0,0,0,0,0,2,2,1,4,0,0,1,4,3,1,3,0,0,0,2,1,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,H
Norwich,Tottenham,Hull,H,Newcastle,D,Cardiff,H,Man City,D,West Ham,H,Swansea,A,Man City,A,Hull,D,Everton,H,Newcastle,A,16124.0,1,1,0,1,2,0,1,1,0,0,1,1,1,1,0,2,1,1,4,0,0,1,0,0,2,1,0,0,0,2,0,1,3,0,0,0,1,3,2,1,0,0,1,1,5,1,4,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,H
Everton,West Ham,West Brom,D,Liverpool,H,Aston Villa,H,Tottenham,H,Chelsea,H,Chelsea,D,Swansea,H,Aston Villa,A,Norwich,H,Southampton,H,16130.0,0,1,1,3,2,0,0,0,4,0,0,3,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,3,0,0,1,2,0,1,0,1,0,0,0,2,0,2,0,0,1,2,0,1,3,0,0,1,3,1,0,1,0,0,H
Fulham,Chelsea,Swansea,H,Southampton,A,Man United,D,Liverpool,A,West Brom,D,West Ham,D,Man City,A,Newcastle,H,West Brom,D,Everton,H,16130.0,0,2,0,1,1,0,0,1,0,3,0,3,0,0,0,2,2,0,0,0,0,1,2,3,4,3,0,0,0,1,1,3,3,0,0,1,0,0,1,3,0,0,0,0,1,3,3,0,0,1,3,0,0,3,0,0,0,1,1,3,4,0,0,1,1,0,1,2,0,0,A
Hull,Newcastle,Crystal Palace,H,Tottenham,D,Sunderland,A,Southampton,A,Cardiff,A,Norwich,D,Sunderland,A,Chelsea,H,Tottenham,A,Aston Villa,H,16130.0,0,1,0,4,0,0,1,1,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,1,0,3,0,0,0,0,4,1,1,0,0,0,0,0,1,1,1,1,1,0,3,2,2,0,0,0,3,0,0,3,0,0,1,0,4,0,0,0,0,1,1,0,2,2,0,0,A
Southampton,Liverpool,Arsenal,D,Fulham,A,Stoke,D,Hull,A,West Ham,H,Everton,H,West Brom,D,Arsenal,H,Fulham,A,Swansea,H,16130.0,1,2,2,1,1,0,1,0,0,3,0,3,0,0,1,2,2,0,4,0,0,0,0,1,0,3,0,0,0,3,1,0,1,0,0,1,4,0,0,3,0,0,0,1,1,4,2,0,0,1,5,1,1,2,0,0,0,2,3,4,3,0,0,1,4,3,1,0,0,0,A
Stoke,Arsenal,Sunderland,H,Man United,H,Southampton,D,Swansea,D,Man City,H,Southampton,D,Crystal Palace,H,Liverpool,H,Man United,D,Sunderland,H,16130.0,0,1,0,2,2,0,1,1,2,1,2,2,0,0,0,2,2,0,4,0,0,1,1,1,2,2,0,0,0,1,0,3,1,0,0,0,2,2,1,1,0,1,1,2,0,1,2,0,0,0,5,1,1,2,0,0,1,0,0,1,2,0,0,1,4,1,0,1,0,0,H
Aston Villa,Norwich,West Brom,H,Everton,H,West Ham,A,Cardiff,D,Newcastle,H,Newcastle,D,Cardiff,H,Man City,D,West Ham,H,Tottenham,H,16131.0,1,4,3,1,3,0,0,0,2,1,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,1,1,1,1,0,2,1,1,4,0,0,1,0,0,2,1,0,0,0,2,0,1,3,0,0,1,1,0,1,3,0,0,H
Swansea,Crystal Palace,Fulham,H,West Ham,H,Cardiff,H,Stoke,D,Liverpool,H,Stoke,H,Hull,H,Arsenal,H,West Brom,H,Man United,A,16131.0,1,2,0,1,1,0,0,0,2,0,1,0,1,0,1,3,0,1,1,0,0,0,1,1,2,2,0,0,0,4,3,1,0,0,0,1,1,0,0,2,0,0,1,1,0,4,0,0,1,0,2,0,1,2,0,0,1,3,1,0,3,0,0,1,0,2,0,2,0,0,D
Tottenham,Cardiff,Man City,A,Hull,D,Everton,H,Newcastle,A,Norwich,H,Man United,H,Norwich,H,Swansea,H,Aston Villa,D,Hull,A,16131.0,1,1,5,1,4,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,1,3,0,0,0,2,0,0,1,0,0,1,2,1,1,4,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,H
West Brom,Man United,Aston Villa,H,Liverpool,D,Crystal Palace,H,Chelsea,D,Fulham,D,Cardiff,H,Stoke,H,Fulham,D,Arsenal,D,Crystal Palace,A,16137.0,0,4,3,1,3,0,0,1,1,1,4,2,0,0,0,3,1,0,3,0,0,1,1,1,3,4,0,0,1,1,1,3,3,0,0,1,2,0,0,1,0,0,0,2,1,2,2,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,A
Norwich,Stoke,Cardiff,H,Man City,D,West Ham,H,Tottenham,H,Aston Villa,H,Man United,H,Southampton,D,Swansea,D,Man City,H,Arsenal,H,16137.0,0,2,1,1,4,0,0,1,0,0,2,1,0,0,0,2,0,1,3,0,0,1,1,0,1,3,0,0,0,4,1,0,3,0,0,1,2,1,2,2,0,0,0,2,2,0,4,0,0,1,1,1,2,2,0,0,0,1,0,3,1,0,0,1,1,0,3,1,0,0,D
Chelsea,Tottenham,Man City,A,Newcastle,H,West Brom,D,Everton,H,Fulham,A,Hull,D,Everton,H,Newcastle,A,Norwich,H,Cardiff,H,16137.0,0,0,1,3,3,0,0,1,3,0,0,3,0,0,0,1,1,3,4,0,0,1,1,0,1,2,0,0,0,1,3,2,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,1,3,0,0,1,1,0,1,3,0,0,H
Cardiff,Fulham,Norwich,H,Swansea,H,Aston Villa,D,Hull,A,Tottenham,H,Southampton,A,Man United,D,Liverpool,A,West Brom,D,Chelsea,A,16137.0,1,2,1,1,4,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,0,1,0,1,3,0,0,1,0,3,0,3,0,0,0,2,2,0,0,0,0,1,2,3,4,3,0,0,0,1,1,3,3,0,0,1,1,3,2,1,0,0,H
