0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
Leicester,Crystal Palace,Aston Villa,H,Stoke,D,Arsenal,A,Norwich,A,Southampton,D,Man City,A,Tottenham,H,Watford,A,West Brom,H,West Ham,A,16732.0,1,3,2,2,1,0,0,0,2,2,1,4,0,0,1,2,5,1,1,0,0,0,1,2,0,1,0,0,0,2,2,2,0,0,0,1,0,1,2,3,0,0,0,1,0,1,2,0,0,0,0,1,4,4,0,0,1,2,0,3,3,0,0,1,1,3,1,3,1,0,H
Aston Villa,Swansea,Leicester,H,West Brom,A,Liverpool,H,Stoke,A,Chelsea,H,Watford,H,Everton,D,Southampton,H,Tottenham,D,Stoke,A,16732.0,0,3,2,2,1,0,0,1,0,1,2,3,0,0,0,3,2,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,3,0,0,0,1,0,1,1,1,0,1,0,0,2,2,0,1,0,3,1,3,1,0,0,1,2,2,1,4,0,0,1,0,1,2,2,0,0,A
Arsenal,Everton,Stoke,H,Chelsea,H,Leicester,A,Man United,H,Watford,A,Chelsea,H,Swansea,D,West Brom,A,Liverpool,D,Man United,A,16732.0,1,2,0,1,1,0,0,0,2,0,3,1,0,2,0,2,5,1,1,0,0,1,3,0,1,3,0,0,0,0,3,2,1,0,0,1,3,1,2,2,0,0,0,0,0,2,2,0,1,0,2,3,0,3,0,0,1,1,1,3,3,0,0,1,0,3,2,2,0,0,H
Bournemouth,Tottenham,Norwich,H,Sunderland,H,Stoke,H,Watford,D,Man City,H,Sunderland,A,Crystal Palace,H,Man City,H,Swansea,D,Liverpool,D,16733.0,0,3,1,2,3,0,0,1,2,0,2,4,0,1,0,2,1,1,0,0,0,1,1,1,1,1,0,0,0,5,1,2,1,0,0,0,0,1,2,1,0,0,1,1,0,1,2,0,0,1,4,1,5,1,0,0,0,2,2,1,4,0,0,1,0,0,1,2,0,0,A
Liverpool,Southampton,Man United,H,Norwich,D,Aston Villa,H,Everton,D,Tottenham,D,West Brom,D,Man United,A,Swansea,H,Chelsea,A,Leicester,D,16733.0,0,3,1,1,2,0,0,1,1,1,1,2,0,0,1,3,2,0,0,0,0,0,1,1,3,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,2,3,2,0,0,0,1,3,1,3,1,0,0,0,1,3,2,5,0,0,1,2,2,2,0,0,0,D
Man United,Man City,Liverpool,H,Southampton,A,Sunderland,H,Arsenal,H,Everton,A,Crystal Palace,A,West Ham,A,Tottenham,H,Newcastle,H,Bournemouth,H,16733.0,1,3,1,1,2,0,0,0,2,3,2,0,0,0,1,3,0,0,3,0,0,0,3,0,1,3,0,0,0,0,3,2,2,0,0,0,0,1,2,3,0,0,1,1,2,1,2,0,0,0,4,1,5,1,0,0,1,6,1,3,1,0,0,1,5,1,2,1,0,0,D
Sunderland,Newcastle,Tottenham,A,Bournemouth,H,Man United,H,West Ham,D,West Brom,H,West Ham,H,Watford,A,Chelsea,D,Man City,H,Norwich,H,16733.0,1,0,1,2,1,0,0,0,2,0,2,4,0,1,0,3,0,0,3,0,0,1,2,2,2,4,1,0,0,1,0,2,2,0,0,0,2,0,0,2,0,0,1,1,2,1,2,0,0,1,2,2,1,2,0,0,0,6,1,3,1,0,0,1,6,2,1,1,0,0,H
Chelsea,Liverpool,Arsenal,H,Newcastle,D,Southampton,A,Aston Villa,H,West Ham,H,Norwich,D,Aston Villa,H,Everton,D,Tottenham,D,Southampton,D,16739.0,1,2,0,3,1,0,2,0,2,2,1,2,0,0,1,1,3,2,5,0,0,1,2,0,1,3,0,0,0,2,1,1,5,0,1,1,1,1,1,2,0,0,1,3,2,0,0,0,0,0,1,1,3,3,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0,1,A
Crystal Palace,Man United,Tottenham,H,Watford,A,West Brom,H,West Ham,A,Leicester,H,Southampton,A,Sunderland,H,Arsenal,H,Everton,A,Man City,D,16739.0,0,1,0,1,2,0,0,0,0,1,4,4,0,0,1,2,0,3,3,0,0,1,1,3,1,3,1,0,0,1,0,3,1,0,0,0,2,3,2,0,0,0,1,3,0,0,3,0,0,0,3,0,1,3,0,0,0,0,3,2,2,0,0,1,0,0,2,2,0,0,D
Man City,Norwich,West Ham,A,Tottenham,H,Newcastle,H,Bournemouth,H,Man United,D,Liverpool,D,West Ham,D,Leicester,A,Newcastle,H,West Brom,A,16739.0,1,1,2,1,2,0,0,0,4,1,5,1,0,0,1,6,1,3,1,0,0,1,5,1,2,1,0,0,0,0,0,2,2,0,0,0,1,1,1,2,0,0,0,2,2,0,0,0,0,1,1,2,0,1,0,0,0,6,2,1,1,0,0,1,0,1,1,2,0,0,H
Newcastle,Stoke,Watford,A,Chelsea,D,Man City,H,Norwich,H,Sunderland,H,Leicester,D,Bournemouth,H,Aston Villa,A,Swansea,A,Watford,A,16739.0,1,1,2,1,2,0,0,1,2,2,1,2,0,0,0,6,1,3,1,0,0,1,6,2,1,1,0,0,0,3,0,0,2,0,1,1,2,2,1,4,0,0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,1,0,2,3,1,0,0,D
Swansea,Arsenal,Everton,D,Southampton,H,Tottenham,D,Stoke,A,Aston Villa,A,Chelsea,H,Leicester,A,Man United,H,Watford,A,Everton,H,16739.0,1,0,0,2,2,0,1,0,3,1,3,1,0,0,1,2,2,1,4,0,0,1,0,1,2,2,0,0,0,1,2,2,3,0,0,0,2,0,3,1,0,2,0,2,5,1,1,0,0,1,3,0,1,3,0,0,0,0,3,2,1,0,0,1,2,1,2,0,0,1,A
Watford,West Ham,Newcastle,A,Crystal Palace,A,Bournemouth,D,Arsenal,A,Stoke,A,Man City,A,Norwich,D,Sunderland,D,Crystal Palace,A,Chelsea,H,16739.0,0,1,2,1,2,0,0,1,0,1,4,4,0,0,0,1,1,1,1,0,0,1,0,3,2,1,0,0,0,0,2,3,1,0,0,0,1,2,1,2,0,0,1,2,2,0,0,0,0,0,2,2,2,4,1,0,0,1,3,1,3,1,0,1,2,1,1,5,0,1,H
West Brom,Leicester,Aston Villa,A,Everton,A,Crystal Palace,H,Sunderland,H,Norwich,A,Stoke,D,Arsenal,A,Norwich,A,Southampton,D,Crystal Palace,H,16739.0,0,0,1,2,3,0,0,1,2,3,0,3,0,0,0,2,0,3,3,0,0,1,1,0,2,2,0,0,0,0,1,1,2,0,0,0,2,2,1,4,0,0,1,2,5,1,1,0,0,0,1,2,0,1,0,0,0,2,2,2,0,0,0,1,1,0,3,1,0,0,A
Southampton,Bournemouth,Man United,A,Swansea,H,Chelsea,A,Leicester,D,Liverpool,D,Sunderland,H,Stoke,H,Watford,D,Man City,H,Tottenham,A,16740.0,1,2,3,2,0,0,0,1,3,1,3,1,0,0,0,1,3,2,5,0,0,1,2,2,2,0,0,0,0,1,1,1,0,0,1,1,2,0,2,4,0,1,0,2,1,1,0,0,0,1,1,1,1,1,0,0,0,5,1,2,1,0,0,1,1,5,0,1,0,0,H
Everton,Sunderland,Swansea,D,West Brom,A,Liverpool,D,Man United,A,Arsenal,H,Bournemouth,H,Man United,H,West Ham,D,West Brom,H,Newcastle,H,16740.0,0,0,0,2,2,0,1,0,2,3,0,3,0,0,1,1,1,3,3,0,0,1,0,3,2,2,0,0,0,2,1,2,0,0,1,0,2,0,2,4,0,1,0,3,0,0,3,0,0,1,2,2,2,4,1,0,0,1,0,2,2,0,0,1,3,0,0,2,0,1,H
Tottenham,Aston Villa,Crystal Palace,H,Man City,H,Swansea,D,Liverpool,D,Bournemouth,A,West Brom,A,Liverpool,H,Stoke,A,Chelsea,H,Swansea,A,16741.0,1,1,0,1,2,0,0,1,4,1,5,1,0,0,0,2,2,1,4,0,0,1,0,0,1,2,0,0,0,1,5,0,1,0,0,1,0,1,2,3,0,0,0,3,2,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,3,0,0,1,1,2,2,3,0,0,H
Bournemouth,Newcastle,Stoke,H,Watford,D,Man City,H,Tottenham,A,Southampton,H,Chelsea,D,Man City,H,Norwich,H,Sunderland,H,Stoke,D,16746.0,0,2,1,1,0,0,0,1,1,1,1,1,0,0,0,5,1,2,1,0,0,1,1,5,0,1,0,0,0,2,0,0,2,1,0,1,2,2,1,2,0,0,0,6,1,3,1,0,0,1,6,2,1,1,0,0,0,3,0,0,2,0,1,1,0,0,1,3,0,0,A
Leicester,Watford,Arsenal,A,Norwich,A,Southampton,D,Crystal Palace,H,West Brom,A,Crystal Palace,A,Bournemouth,D,Arsenal,A,Stoke,A,West Ham,H,16746.0,1,2,5,1,1,0,0,0,1,2,0,1,0,0,0,2,2,2,0,0,0,1,1,0,3,1,0,0,0,2,3,0,2,0,0,1,0,1,4,4,0,0,0,1,1,1,1,0,0,1,0,3,2,1,0,0,0,0,2,3,1,0,0,1,2,0,3,0,0,1,H
Man United,West Brom,Sunderland,H,Arsenal,H,Everton,A,Man City,D,Crystal Palace,D,Everton,A,Crystal Palace,H,Sunderland,H,Norwich,A,Leicester,A,16746.0,1,3,0,0,3,0,0,0,3,0,1,3,0,0,0,0,3,2,2,0,0,1,0,0,2,2,0,0,0,0,0,3,3,0,0,1,2,3,0,3,0,0,0,2,0,3,3,0,0,1,1,0,2,2,0,0,0,0,1,1,2,0,0,1,2,3,0,2,0,0,H
Norwich,Swansea,West Ham,D,Leicester,A,Newcastle,H,West Brom,A,Man City,H,Southampton,H,Tottenham,D,Stoke,A,Aston Villa,A,Arsenal,A,16746.0,0,2,2,0,0,0,0,1,1,2,0,1,0,0,0,6,2,1,1,0,0,1,0,1,1,2,0,0,0,2,1,2,2,0,1,0,3,1,3,1,0,0,1,2,2,1,4,0,0,1,0,1,2,2,0,0,0,1,2,2,3,0,0,1,0,3,2,0,0,0,H
Stoke,Chelsea,Bournemouth,H,Aston Villa,A,Swansea,A,Watford,A,Newcastle,D,Newcastle,D,Southampton,A,Aston Villa,H,West Ham,H,Liverpool,A,16746.0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,1,0,2,3,1,0,0,0,0,0,1,3,0,0,0,2,2,1,2,0,0,1,1,3,2,5,0,0,1,2,0,1,3,0,0,0,2,1,1,5,0,1,1,1,3,1,4,0,0,H
Sunderland,Southampton,Man United,H,West Ham,D,West Brom,H,Newcastle,H,Everton,H,Swansea,H,Chelsea,A,Leicester,D,Liverpool,D,Bournemouth,H,16746.0,0,3,0,0,3,0,0,1,2,2,2,4,1,0,0,1,0,2,2,0,0,1,3,0,0,2,0,1,0,6,2,3,2,0,0,1,3,1,3,1,0,0,0,1,3,2,5,0,0,1,2,2,2,0,0,0,0,1,1,1,0,0,1,1,2,0,0,2,1,0,A
West Ham,Everton,Norwich,D,Sunderland,D,Crystal Palace,A,Chelsea,H,Watford,H,West Brom,A,Liverpool,D,Man United,A,Arsenal,H,Sunderland,H,16746.0,1,2,2,0,0,0,0,0,2,2,2,4,1,0,0,1,3,1,3,1,0,1,2,1,1,5,0,1,0,2,0,3,0,0,1,0,2,3,0,3,0,0,1,1,1,3,3,0,0,1,0,3,2,2,0,0,0,2,1,2,0,0,1,1,6,2,3,2,0,0,D
Arsenal,Tottenham,Leicester,A,Man United,H,Watford,A,Everton,H,Swansea,A,Man City,H,Swansea,D,Liverpool,D,Bournemouth,A,Aston Villa,H,16747.0,0,2,5,1,1,0,0,1,3,0,1,3,0,0,0,0,3,2,1,0,0,1,2,1,2,0,0,1,0,0,3,2,0,0,0,1,4,1,5,1,0,0,0,2,2,1,4,0,0,1,0,0,1,2,0,0,0,1,5,0,1,0,0,1,3,1,0,3,0,0,D
Aston Villa,Man City,Liverpool,H,Stoke,A,Chelsea,H,Swansea,A,Tottenham,H,Tottenham,H,Newcastle,H,Bournemouth,H,Man United,D,Norwich,H,16747.0,0,3,2,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,3,0,0,1,1,2,2,3,0,0,0,3,1,0,3,0,0,0,4,1,5,1,0,0,1,6,1,3,1,0,0,1,5,1,2,1,0,0,0,0,0,2,2,0,0,1,2,1,2,2,0,1,D
Liverpool,Crystal Palace,Aston Villa,H,Everton,D,Tottenham,D,Southampton,D,Chelsea,A,Watford,A,West Brom,H,West Ham,A,Leicester,H,Man United,D,16747.0,1,3,2,0,0,0,0,0,1,1,3,3,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0,1,0,1,3,1,4,0,0,0,0,1,4,4,0,0,1,2,0,3,3,0,0,1,1,3,1,3,1,0,0,1,0,3,1,0,0,1,0,0,3,3,0,0,A
West Brom,Arsenal,Crystal Palace,H,Sunderland,H,Norwich,A,Leicester,A,Man United,H,Man United,H,Watford,A,Everton,H,Swansea,A,Tottenham,D,16760.0,0,2,0,3,3,0,0,1,1,0,2,2,0,0,0,0,1,1,2,0,0,1,2,3,0,2,0,0,0,2,0,1,3,0,1,1,3,0,1,3,0,0,0,0,3,2,1,0,0,1,2,1,2,0,0,1,0,0,3,2,0,0,0,1,1,1,0,1,0,0,H
Watford,Man United,Bournemouth,D,Arsenal,A,Stoke,A,West Ham,H,Leicester,H,Arsenal,H,Everton,A,Man City,D,Crystal Palace,D,West Brom,H,16760.0,0,1,1,1,1,0,0,1,0,3,2,1,0,0,0,0,2,3,1,0,0,1,2,0,3,0,0,1,0,2,1,0,1,0,0,0,3,0,1,3,0,0,0,0,3,2,2,0,0,1,0,0,2,2,0,0,0,0,0,3,3,0,0,1,2,0,1,3,0,1,A
Swansea,Bournemouth,Tottenham,D,Stoke,A,Aston Villa,A,Arsenal,A,Norwich,H,Watford,D,Man City,H,Tottenham,A,Southampton,H,Newcastle,A,16760.0,1,2,2,1,4,0,0,1,0,1,2,2,0,0,0,1,2,2,3,0,0,1,0,3,2,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,5,1,2,1,0,0,1,1,5,0,1,0,0,0,2,0,0,2,1,0,1,0,1,2,2,0,0,D
Southampton,Stoke,Chelsea,A,Leicester,D,Liverpool,D,Bournemouth,H,Sunderland,A,Aston Villa,A,Swansea,A,Watford,A,Newcastle,D,Chelsea,H,16760.0,0,1,3,2,5,0,0,1,2,2,2,0,0,0,0,1,1,1,0,0,1,1,2,0,0,2,1,0,0,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,1,0,2,3,1,0,0,0,0,0,1,3,0,0,1,1,0,3,1,0,0,A
Man City,Liverpool,Newcastle,H,Bournemouth,H,Man United,D,Norwich,H,Aston Villa,D,Everton,D,Tottenham,D,Southampton,D,Chelsea,A,Crystal Palace,A,16760.0,1,6,1,3,1,0,0,1,5,1,2,1,0,0,0,0,0,2,2,0,0,1,2,1,2,2,0,1,0,0,0,1,1,0,0,0,1,1,3,3,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0,1,0,1,3,1,4,0,0,1,1,2,1,2,0,0,A
Everton,Aston Villa,Liverpool,D,Man United,A,Arsenal,H,Sunderland,H,West Ham,D,Stoke,A,Chelsea,H,Swansea,A,Tottenham,H,Man City,D,16760.0,1,1,1,3,3,0,0,1,0,3,2,2,0,0,0,2,1,2,0,0,1,1,6,2,3,2,0,0,0,1,1,1,2,0,0,1,0,1,1,0,0,0,0,2,0,1,3,0,0,1,1,2,2,3,0,0,0,3,1,0,3,0,0,1,0,0,1,1,0,0,H
Chelsea,Norwich,Southampton,A,Aston Villa,H,West Ham,H,Liverpool,A,Stoke,H,Leicester,A,Newcastle,H,West Brom,A,Man City,H,Swansea,H,16760.0,1,1,3,2,5,0,0,1,2,0,1,3,0,0,0,2,1,1,5,0,1,1,1,3,1,4,0,0,0,1,0,3,1,0,0,1,1,2,0,1,0,0,0,6,2,1,1,0,0,1,0,1,1,2,0,0,0,2,1,2,2,0,1,1,1,0,1,0,0,0,H
Newcastle,Leicester,Man City,H,Norwich,H,Sunderland,H,Stoke,D,Bournemouth,A,Norwich,A,Southampton,D,Crystal Palace,H,West Brom,A,Watford,H,16760.0,0,6,1,3,1,0,0,1,6,2,1,1,0,0,0,3,0,0,2,0,1,1,0,0,1,3,0,0,0,0,1,2,2,0,0,0,1,2,0,1,0,0,0,2,2,2,0,0,0,1,1,0,3,1,0,0,0,2,3,0,2,0,0,1,2,1,0,1,0,0,A
Tottenham,West Ham,Swansea,D,Liverpool,D,Bournemouth,A,Aston Villa,H,Arsenal,D,Sunderland,D,Crystal Palace,A,Chelsea,H,Watford,H,Everton,D,16761.0,0,2,2,1,4,0,0,1,0,0,1,2,0,0,0,1,5,0,1,0,0,1,3,1,0,3,0,0,0,1,1,0,1,0,0,0,2,2,2,4,1,0,0,1,3,1,3,1,0,1,2,1,1,5,0,1,0,2,0,3,0,0,1,1,1,1,1,2,0,0,H
Crystal Palace,Sunderland,West Brom,H,West Ham,A,Leicester,H,Man United,D,Liverpool,A,West Ham,D,West Brom,H,Newcastle,H,Everton,H,Southampton,A,16762.0,1,2,0,3,3,0,0,1,1,3,1,3,1,0,0,1,0,3,1,0,0,1,0,0,3,3,0,0,0,1,2,1,2,0,0,1,2,2,2,4,1,0,0,1,0,2,2,0,0,1,3,0,0,2,0,1,0,6,2,3,2,0,0,1,0,1,1,3,0,0,A
Aston Villa,Watford,Chelsea,H,Swansea,A,Tottenham,H,Man City,D,Everton,H,Arsenal,A,Stoke,A,West Ham,H,Leicester,H,Man United,A,16767.0,0,2,0,1,3,0,0,1,1,2,2,3,0,0,0,3,1,0,3,0,0,1,0,0,1,1,0,0,0,4,0,0,0,0,0,1,0,3,2,1,0,0,0,0,2,3,1,0,0,1,2,0,3,0,0,1,0,2,1,0,1,0,0,1,1,2,1,2,0,0,A
Bournemouth,Everton,Man City,H,Tottenham,A,Southampton,H,Newcastle,A,Swansea,D,Man United,A,Arsenal,H,Sunderland,H,West Ham,D,Aston Villa,H,16767.0,0,5,1,2,1,0,0,1,1,5,0,1,0,0,0,2,0,0,2,1,0,1,0,1,2,2,0,0,0,2,2,3,2,0,0,1,0,3,2,2,0,0,0,2,1,2,0,0,1,1,6,2,3,2,0,0,0,1,1,1,2,0,0,1,4,0,0,0,0,0,D
Crystal Palace,Newcastle,West Ham,A,Leicester,H,Man United,D,Liverpool,A,Sunderland,A,Norwich,H,Sunderland,H,Stoke,D,Bournemouth,A,Leicester,A,16767.0,1,1,3,1,3,1,0,0,1,0,3,1,0,0,1,0,0,3,3,0,0,0,1,2,1,2,0,0,1,0,1,1,3,0,0,1,6,2,1,1,0,0,0,3,0,0,2,0,1,1,0,0,1,3,0,0,0,0,1,2,2,0,0,1,0,3,4,1,0,0,H
Leicester,Man United,Southampton,D,Crystal Palace,H,West Brom,A,Watford,H,Newcastle,A,Everton,A,Man City,D,Crystal Palace,D,West Brom,H,Watford,A,16767.0,0,2,2,2,0,0,0,1,1,0,3,1,0,0,0,2,3,0,2,0,0,1,2,1,0,1,0,0,0,0,3,4,1,0,0,0,0,3,2,2,0,0,1,0,0,2,2,0,0,0,0,0,3,3,0,0,1,2,0,1,3,0,1,0,1,2,1,2,0,0,D
Man City,Southampton,Bournemouth,H,Man United,D,Norwich,H,Aston Villa,D,Liverpool,A,Leicester,D,Liverpool,D,Bournemouth,H,Sunderland,A,Stoke,A,16767.0,1,5,1,2,1,0,0,0,0,0,2,2,0,0,1,2,1,2,2,0,1,0,0,0,1,1,0,0,1,1,4,0,3,0,0,1,2,2,2,0,0,0,0,1,1,1,0,0,1,1,2,0,0,2,1,0,0,0,1,1,3,0,0,1,0,1,2,0,0,0,H
Sunderland,Stoke,West Brom,H,Newcastle,H,Everton,H,Southampton,A,Crystal Palace,A,Swansea,A,Watford,A,Newcastle,D,Chelsea,H,Southampton,A,16767.0,0,1,0,2,2,0,0,1,3,0,0,2,0,1,0,6,2,3,2,0,0,1,0,1,1,3,0,0,0,0,1,1,3,0,0,0,0,1,2,2,0,0,1,0,2,3,1,0,0,0,0,0,1,3,0,0,1,1,0,3,1,0,0,0,0,1,2,0,0,0,H
West Ham,West Brom,Crystal Palace,A,Chelsea,H,Watford,H,Everton,D,Tottenham,H,Sunderland,H,Norwich,A,Leicester,A,Man United,H,Arsenal,H,16768.0,0,1,3,1,3,1,0,1,2,1,1,5,0,1,0,2,0,3,0,0,1,1,1,1,1,2,0,0,0,4,1,2,2,0,0,1,1,0,2,2,0,0,0,0,1,1,2,0,0,1,2,3,0,2,0,0,0,2,0,1,3,0,1,1,2,1,3,2,0,0,D
Tottenham,Chelsea,Liverpool,D,Bournemouth,A,Aston Villa,H,Arsenal,D,West Ham,H,Aston Villa,H,West Ham,H,Liverpool,A,Stoke,H,Norwich,H,16768.0,1,0,0,1,2,0,0,0,1,5,0,1,0,0,1,3,1,0,3,0,0,0,1,1,0,1,0,0,1,4,1,2,2,0,0,1,2,0,1,3,0,0,0,2,1,1,5,0,1,1,1,3,1,4,0,0,0,1,0,3,1,0,0,1,1,0,1,4,0,0,D
Norwich,Arsenal,Newcastle,H,West Brom,A,Man City,H,Swansea,H,Chelsea,H,Watford,A,Everton,H,Swansea,A,Tottenham,D,West Brom,H,16768.0,0,6,2,1,1,0,0,1,0,1,1,2,0,0,0,2,1,2,2,0,1,1,1,0,1,0,0,0,0,1,0,1,4,0,0,0,0,3,2,1,0,0,1,2,1,2,0,0,1,0,0,3,2,0,0,0,1,1,1,0,1,0,0,0,2,1,3,2,0,0,D
Liverpool,Swansea,Tottenham,D,Southampton,D,Chelsea,A,Crystal Palace,A,Man City,A,Stoke,A,Aston Villa,A,Arsenal,A,Norwich,H,Bournemouth,D,16768.0,0,0,0,1,2,0,0,1,1,1,1,0,0,1,0,1,3,1,4,0,0,1,1,2,1,2,0,0,0,1,4,0,3,0,0,1,0,1,2,2,0,0,0,1,2,2,3,0,0,1,0,3,2,0,0,0,0,1,0,1,0,0,0,1,2,2,3,2,0,0,H
Arsenal,Sunderland,Everton,H,Swansea,A,Tottenham,D,West Brom,H,Norwich,D,Newcastle,H,Everton,H,Southampton,A,Crystal Palace,A,Stoke,H,16774.0,1,2,1,2,0,0,1,0,0,3,2,0,0,0,1,1,1,0,1,0,0,0,2,1,3,2,0,0,0,1,1,1,1,0,0,1,3,0,0,2,0,1,0,6,2,3,2,0,0,1,0,1,1,3,0,0,0,0,1,1,3,0,0,1,2,0,0,2,0,1,H
Chelsea,Bournemouth,West Ham,H,Liverpool,A,Stoke,H,Norwich,H,Tottenham,D,Tottenham,A,Southampton,H,Newcastle,A,Swansea,D,Everton,D,16774.0,0,2,1,1,5,0,1,1,1,3,1,4,0,0,0,1,0,3,1,0,0,1,1,0,1,4,0,0,0,0,0,4,2,0,0,1,1,5,0,1,0,0,0,2,0,0,2,1,0,1,0,1,2,2,0,0,0,2,2,3,2,0,0,1,3,3,2,0,0,0,A
Man United,West Ham,Man City,D,Crystal Palace,D,West Brom,H,Watford,A,Leicester,D,Chelsea,H,Watford,H,Everton,D,Tottenham,H,West Brom,D,16774.0,1,0,0,2,2,0,0,0,0,0,3,3,0,0,1,2,0,1,3,0,1,0,1,2,1,2,0,0,0,1,1,0,1,0,0,1,2,1,1,5,0,1,0,2,0,3,0,0,1,1,1,1,1,2,0,0,0,4,1,2,2,0,0,1,1,1,0,2,0,0,D
Southampton,Aston Villa,Liverpool,D,Bournemouth,H,Sunderland,A,Stoke,A,Man City,H,Swansea,A,Tottenham,H,Man City,D,Everton,H,Watford,A,16774.0,0,1,1,1,0,0,1,1,2,0,0,2,1,0,0,0,1,1,3,0,0,1,0,1,2,0,0,0,0,3,1,2,1,0,0,1,1,2,2,3,0,0,0,3,1,0,3,0,0,1,0,0,1,1,0,0,0,4,0,0,0,0,0,1,2,3,2,3,0,0,D
Stoke,Man City,Watford,A,Newcastle,D,Chelsea,H,Southampton,A,Sunderland,H,Man United,D,Norwich,H,Aston Villa,D,Liverpool,A,Southampton,H,16774.0,1,0,2,3,1,0,0,0,0,0,1,3,0,0,1,1,0,3,1,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,1,0,0,0,2,2,0,0,1,2,1,2,2,0,1,0,0,0,1,1,0,0,1,1,4,0,3,0,0,1,3,1,2,1,0,0,H
Swansea,Leicester,Aston Villa,A,Arsenal,A,Norwich,H,Bournemouth,D,Liverpool,H,Crystal Palace,H,West Brom,A,Watford,H,Newcastle,A,Man United,D,16774.0,0,1,2,2,3,0,0,1,0,3,2,0,0,0,0,1,0,1,0,0,0,1,2,2,3,2,0,0,0,1,0,3,1,0,0,1,1,0,3,1,0,0,0,2,3,0,2,0,0,1,2,1,0,1,0,0,0,0,3,4,1,0,0,1,1,1,0,1,0,0,A
Watford,Norwich,Stoke,A,West Ham,H,Leicester,H,Man United,A,Aston Villa,A,West Brom,A,Man City,H,Swansea,H,Chelsea,H,Arsenal,D,16774.0,0,0,2,3,1,0,0,1,2,0,3,0,0,1,0,2,1,0,1,0,0,1,1,2,1,2,0,0,0,2,3,2,3,0,0,1,0,1,1,2,0,0,0,2,1,2,2,0,1,1,1,0,1,0,0,0,0,1,0,1,4,0,0,1,1,1,1,1,0,0,H
West Brom,Tottenham,Norwich,A,Leicester,A,Man United,H,Arsenal,H,West Ham,D,Bournemouth,A,Aston Villa,H,Arsenal,D,West Ham,H,Chelsea,D,16774.0,0,0,1,1,2,0,0,1,2,3,0,2,0,0,0,2,0,1,3,0,1,1,2,1,3,2,0,0,0,1,1,0,2,0,0,0,1,5,0,1,0,0,1,3,1,0,3,0,0,0,1,1,0,1,0,0,1,4,1,2,2,0,0,1,0,0,4,2,0,0,D
Newcastle,Liverpool,Sunderland,H,Stoke,D,Bournemouth,A,Leicester,A,Crystal Palace,H,Southampton,D,Chelsea,A,Crystal Palace,A,Man City,A,Swansea,H,16775.0,0,3,0,0,2,0,1,1,0,0,1,3,0,0,0,0,1,2,2,0,0,1,0,3,4,1,0,0,0,5,1,1,1,0,0,1,1,1,1,0,0,1,0,1,3,1,4,0,0,1,1,2,1,2,0,0,0,1,4,0,3,0,0,1,1,0,3,1,0,0,H
Everton,Crystal Palace,Arsenal,H,Sunderland,H,West Ham,D,Aston Villa,H,Bournemouth,D,Leicester,H,Man United,D,Liverpool,A,Sunderland,A,Newcastle,H,16776.0,0,2,1,2,0,0,1,1,6,2,3,2,0,0,0,1,1,1,2,0,0,1,4,0,0,0,0,0,0,3,3,2,0,0,0,0,1,0,3,1,0,0,1,0,0,3,3,0,0,0,1,2,1,2,0,0,1,0,1,1,3,0,0,1,5,1,1,1,0,0,D
Norwich,Everton,Man City,H,Swansea,H,Chelsea,H,Arsenal,D,Watford,H,Sunderland,H,West Ham,D,Aston Villa,H,Bournemouth,D,Crystal Palace,D,16781.0,0,2,1,2,2,0,1,1,1,0,1,0,0,0,0,1,0,1,4,0,0,1,1,1,1,1,0,0,0,2,0,3,3,0,0,1,6,2,3,2,0,0,0,1,1,1,2,0,0,1,4,0,0,0,0,0,0,3,3,2,0,0,0,1,1,1,1,2,0,0,D
Man City,Swansea,Norwich,H,Aston Villa,D,Liverpool,A,Southampton,H,Stoke,H,Arsenal,A,Norwich,H,Bournemouth,D,Liverpool,H,Leicester,A,16781.0,1,2,1,2,2,0,1,0,0,0,1,1,0,0,1,1,4,0,3,0,0,1,3,1,2,1,0,0,0,2,0,0,1,0,0,1,0,3,2,0,0,0,0,1,0,1,0,0,0,1,2,2,3,2,0,0,0,1,0,3,1,0,0,1,0,3,2,3,0,0,H
