0,1
92,李斯特城
66,熱刺
61,阿仙奴
216,曼城
98,韋斯咸
52,曼聯
94,修咸頓
2297,史篤城
53,利物浦
60,車路士
278,西布朗
73,愛華頓
7146,般尼茅夫
276,屈福特
7145,史雲斯
292,水晶宮
291,諾域治
96,新特蘭
63,紐卡素
70,阿士東維拉
