0,1
216,曼城
53,利物浦
60,車路士
61,阿仙奴
73,愛華頓
66,熱刺
52,曼聯
94,修咸頓
2297,史篤城
63,紐卡素
292,水晶宮
7145,史雲斯
98,韋斯咸
96,新特蘭
70,阿士東維拉
3908,侯城
278,西布朗
291,諾域治
275,富咸
2302,卡迪夫城
