home,away,Referee,time,hw,hd,hl,hscore,hconcede,HY,HR,hw2,hd2,hl2,hscore2,hconcede2,HY2,HR2,aw,ad,al,ascore,aconcede,AH,AR,aw2,ad2,al2,ascore2,aconcede2,AH2,AR2,y
Everton,Liverpool,M Atkinson,16712.0,2.0,2.0,1.0,6.0,5.0,8.0,1.0,1.0,1.0,3.0,5.0,8.0,6.0,0.0,1.0,2.0,2.0,5.0,9.0,10.0,1.0,1.0,2.0,2.0,4.0,10.0,15.0,0.0,D
Swansea,Tottenham,M Dean,16712.0,1.0,2.0,2.0,4.0,6.0,8.0,0.0,3.0,1.0,1.0,8.0,5.0,7.0,0.0,3.0,2.0,0.0,7.0,2.0,15.0,0.0,2.0,1.0,2.0,3.0,5.0,10.0,1.0,D
West Brom,Sunderland,M Atkinson,16725.0,2.0,1.0,2.0,4.0,5.0,11.0,0.0,1.0,1.0,3.0,7.0,9.0,10.0,0.0,0.0,2.0,3.0,4.0,10.0,12.0,2.0,0.0,1.0,4.0,5.0,14.0,13.0,1.0,H
Tottenham,Liverpool,C Pawson,16725.0,3.0,2.0,0.0,8.0,3.0,15.0,0.0,3.0,2.0,0.0,9.0,3.0,15.0,0.0,1.0,2.0,2.0,6.0,10.0,9.0,1.0,1.0,2.0,2.0,4.0,10.0,15.0,0.0,D
Southampton,Leicester,P Tierney,16725.0,3.0,1.0,1.0,11.0,5.0,10.0,0.0,3.0,0.0,2.0,14.0,8.0,10.0,0.0,2.0,2.0,1.0,10.0,11.0,12.0,0.0,2.0,3.0,0.0,7.0,5.0,13.0,0.0,D
Everton,Man United,J Moss,16725.0,2.0,3.0,0.0,7.0,4.0,11.0,1.0,1.0,2.0,2.0,6.0,7.0,7.0,0.0,3.0,0.0,2.0,10.0,8.0,6.0,0.0,2.0,1.0,2.0,5.0,7.0,9.0,1.0,A
Crystal Palace,West Ham,M Clattenburg,16725.0,3.0,0.0,2.0,5.0,3.0,12.0,0.0,3.0,0.0,2.0,6.0,4.0,12.0,0.0,3.0,2.0,0.0,11.0,5.0,7.0,1.0,3.0,1.0,1.0,9.0,5.0,11.0,1.0,A
Chelsea,Aston Villa,R East,16725.0,1.0,1.0,3.0,7.0,10.0,10.0,0.0,2.0,1.0,2.0,9.0,8.0,9.0,1.0,0.0,1.0,4.0,6.0,10.0,6.0,0.0,1.0,0.0,4.0,7.0,14.0,9.0,0.0,H
Newcastle,Norwich,A Taylor,16726.0,0.0,1.0,4.0,4.0,13.0,11.0,1.0,1.0,2.0,2.0,7.0,7.0,12.0,1.0,1.0,2.0,2.0,7.0,9.0,4.0,1.0,1.0,3.0,1.0,6.0,7.0,7.0,1.0,H
Swansea,Stoke,R Madley,16727.0,1.0,2.0,2.0,5.0,7.0,7.0,0.0,2.0,2.0,1.0,8.0,7.0,7.0,0.0,2.0,1.0,2.0,5.0,6.0,4.0,2.0,1.0,3.0,1.0,4.0,5.0,6.0,0.0,A
Arsenal,Everton,L Mason,16732.0,4.0,0.0,1.0,13.0,4.0,5.0,2.0,3.0,1.0,1.0,9.0,3.0,5.0,0.0,2.0,2.0,1.0,7.0,7.0,12.0,1.0,3.0,2.0,0.0,8.0,3.0,12.0,1.0,H
Aston Villa,Swansea,N Swarbrick,16732.0,0.0,0.0,5.0,4.0,10.0,7.0,0.0,0.0,1.0,4.0,2.0,6.0,8.0,0.0,0.0,2.0,3.0,3.0,7.0,7.0,0.0,0.0,2.0,3.0,4.0,8.0,7.0,0.0,A
Leicester,Crystal Palace,M Dean,16732.0,2.0,2.0,1.0,11.0,12.0,8.0,0.0,3.0,1.0,1.0,15.0,11.0,6.0,0.0,2.0,0.0,3.0,4.0,5.0,12.0,1.0,4.0,0.0,1.0,9.0,4.0,10.0,0.0,H
Norwich,West Brom,K Friend,16732.0,1.0,2.0,2.0,9.0,12.0,5.0,0.0,1.0,1.0,3.0,6.0,9.0,8.0,0.0,2.0,1.0,2.0,4.0,5.0,9.0,0.0,2.0,1.0,2.0,3.0,6.0,12.0,0.0,A
West Ham,Chelsea,J Moss,16732.0,3.0,2.0,0.0,11.0,6.0,9.0,0.0,1.0,1.0,3.0,9.0,10.0,2.0,2.0,2.0,1.0,2.0,8.0,8.0,10.0,0.0,1.0,1.0,3.0,6.0,13.0,9.0,2.0,H
Sunderland,Newcastle,R Madley,16733.0,0.0,1.0,4.0,2.0,9.0,13.0,2.0,0.0,3.0,2.0,4.0,7.0,13.0,1.0,1.0,1.0,3.0,10.0,14.0,6.0,0.0,0.0,1.0,4.0,2.0,12.0,6.0,1.0,H
Man United,Man City,M Clattenburg,16733.0,4.0,0.0,1.0,12.0,6.0,6.0,0.0,3.0,2.0,0.0,8.0,2.0,6.0,0.0,3.0,0.0,2.0,14.0,8.0,10.0,0.0,4.0,0.0,1.0,11.0,6.0,11.0,0.0,D
Liverpool,Southampton,A Marriner,16733.0,1.0,3.0,1.0,6.0,7.0,8.0,0.0,2.0,1.0,2.0,6.0,9.0,7.0,1.0,2.0,2.0,1.0,10.0,7.0,12.0,0.0,1.0,3.0,1.0,5.0,5.0,12.0,0.0,D
Chelsea,Liverpool,M Clattenburg,16739.0,2.0,1.0,2.0,8.0,7.0,13.0,1.0,2.0,1.0,2.0,8.0,7.0,8.0,1.0,1.0,4.0,0.0,6.0,5.0,7.0,0.0,1.0,3.0,1.0,3.0,4.0,15.0,0.0,A
Crystal Palace,Man United,M Jones,16739.0,2.0,0.0,3.0,4.0,5.0,11.0,1.0,2.0,0.0,3.0,6.0,7.0,10.0,1.0,3.0,1.0,1.0,9.0,5.0,7.0,0.0,3.0,0.0,2.0,8.0,7.0,9.0,0.0,D
Man City,Norwich,R Madley,16739.0,2.0,1.0,2.0,13.0,8.0,9.0,0.0,4.0,0.0,1.0,17.0,4.0,11.0,0.0,0.0,2.0,3.0,6.0,12.0,4.0,0.0,1.0,2.0,2.0,8.0,13.0,5.0,1.0,H
Newcastle,Stoke,R East,16739.0,1.0,1.0,3.0,10.0,15.0,6.0,1.0,1.0,2.0,2.0,11.0,9.0,11.0,1.0,3.0,1.0,1.0,6.0,5.0,7.0,0.0,2.0,2.0,1.0,5.0,5.0,6.0,0.0,D
Swansea,Arsenal,K Friend,16739.0,1.0,2.0,2.0,5.0,7.0,9.0,0.0,2.0,2.0,1.0,6.0,4.0,9.0,0.0,4.0,0.0,1.0,13.0,5.0,6.0,2.0,4.0,0.0,1.0,11.0,5.0,5.0,2.0,A
Watford,West Ham,K Stroud,16739.0,2.0,1.0,2.0,5.0,6.0,10.0,0.0,1.0,2.0,2.0,1.0,4.0,8.0,1.0,3.0,2.0,0.0,11.0,7.0,10.0,0.0,4.0,1.0,0.0,12.0,4.0,13.0,1.0,H
West Brom,Leicester,A Taylor,16739.0,3.0,0.0,2.0,5.0,5.0,10.0,0.0,1.0,1.0,3.0,5.0,9.0,9.0,0.0,2.0,2.0,1.0,9.0,10.0,9.0,0.0,2.0,3.0,0.0,9.0,7.0,12.0,0.0,A
Southampton,Bournemouth,C Pawson,16740.0,2.0,2.0,1.0,11.0,8.0,12.0,1.0,2.0,1.0,2.0,10.0,9.0,11.0,0.0,1.0,1.0,3.0,6.0,13.0,4.0,0.0,1.0,0.0,4.0,7.0,14.0,8.0,0.0,H
Everton,Sunderland,A Marriner,16740.0,1.0,2.0,2.0,5.0,8.0,10.0,2.0,1.0,2.0,2.0,6.0,9.0,8.0,0.0,1.0,1.0,3.0,5.0,8.0,11.0,2.0,0.0,1.0,4.0,4.0,12.0,14.0,1.0,H
Tottenham,Aston Villa,M Dean,16741.0,3.0,2.0,0.0,12.0,4.0,12.0,0.0,2.0,3.0,0.0,7.0,3.0,13.0,0.0,0.0,0.0,5.0,3.0,9.0,8.0,0.0,1.0,0.0,4.0,6.0,10.0,11.0,0.0,H
Sunderland,Southampton,M Jones,16746.0,1.0,1.0,3.0,7.0,12.0,9.0,1.0,1.0,2.0,2.0,7.0,7.0,9.0,1.0,3.0,2.0,0.0,11.0,5.0,10.0,2.0,1.0,4.0,0.0,6.0,4.0,11.0,1.0,A
West Ham,Everton,P Tierney,16746.0,2.0,2.0,1.0,9.0,8.0,8.0,1.0,2.0,1.0,2.0,10.0,9.0,2.0,2.0,2.0,1.0,2.0,11.0,10.0,11.0,1.0,2.0,2.0,1.0,7.0,4.0,8.0,2.0,D
Stoke,Chelsea,A Taylor,16746.0,3.0,1.0,1.0,4.0,3.0,9.0,0.0,1.0,1.0,3.0,4.0,7.0,8.0,2.0,1.0,1.0,3.0,7.0,10.0,11.0,1.0,1.0,1.0,3.0,7.0,12.0,12.0,2.0,H
Man United,West Brom,M Dean,16746.0,2.0,2.0,1.0,6.0,3.0,10.0,0.0,3.0,2.0,0.0,7.0,1.0,7.0,0.0,2.0,0.0,3.0,6.0,8.0,7.0,0.0,3.0,1.0,1.0,3.0,2.0,14.0,0.0,H
Norwich,Swansea,M Clattenburg,16746.0,0.0,1.0,4.0,6.0,13.0,4.0,1.0,1.0,1.0,3.0,6.0,8.0,8.0,0.0,1.0,1.0,3.0,5.0,10.0,9.0,0.0,1.0,2.0,2.0,6.0,8.0,10.0,0.0,H
Leicester,Watford,R East,16746.0,3.0,1.0,1.0,10.0,10.0,7.0,0.0,3.0,1.0,1.0,11.0,10.0,9.0,0.0,2.0,1.0,2.0,5.0,5.0,11.0,0.0,2.0,2.0,1.0,7.0,6.0,8.0,0.0,H
Bournemouth,Newcastle,L Mason,16746.0,0.0,1.0,4.0,4.0,15.0,4.0,0.0,1.0,2.0,2.0,5.0,8.0,8.0,0.0,1.0,2.0,2.0,9.0,13.0,6.0,1.0,0.0,1.0,4.0,1.0,13.0,8.0,2.0,A
Arsenal,Tottenham,M Atkinson,16747.0,5.0,0.0,0.0,16.0,3.0,5.0,0.0,3.0,1.0,1.0,7.0,3.0,6.0,0.0,3.0,2.0,0.0,14.0,5.0,11.0,0.0,2.0,2.0,1.0,9.0,5.0,13.0,0.0,D
Aston Villa,Man City,C Pawson,16747.0,0.0,0.0,5.0,4.0,11.0,9.0,0.0,0.0,1.0,4.0,3.0,7.0,9.0,0.0,3.0,1.0,1.0,14.0,7.0,10.0,0.0,3.0,1.0,1.0,7.0,4.0,10.0,0.0,D
Liverpool,Crystal Palace,N Swarbrick,16747.0,2.0,3.0,0.0,8.0,5.0,10.0,0.0,2.0,2.0,1.0,6.0,7.0,6.0,1.0,2.0,1.0,2.0,4.0,4.0,12.0,1.0,3.0,0.0,2.0,6.0,4.0,8.0,0.0,A
West Brom,Arsenal,M Clattenburg,16760.0,2.0,0.0,3.0,4.0,7.0,10.0,1.0,1.0,1.0,3.0,7.0,9.0,5.0,0.0,4.0,1.0,0.0,12.0,2.0,4.0,0.0,4.0,0.0,1.0,12.0,4.0,4.0,2.0,H
Watford,Man United,R Madley,16760.0,2.0,1.0,2.0,6.0,6.0,8.0,0.0,2.0,1.0,2.0,3.0,4.0,10.0,1.0,2.0,2.0,1.0,5.0,3.0,11.0,0.0,2.0,1.0,2.0,7.0,7.0,10.0,0.0,A
Swansea,Bournemouth,A Marriner,16760.0,1.0,1.0,3.0,4.0,8.0,8.0,0.0,1.0,2.0,2.0,4.0,7.0,9.0,0.0,0.0,1.0,4.0,3.0,14.0,6.0,0.0,1.0,0.0,4.0,7.0,15.0,6.0,0.0,D
Southampton,Stoke,L Mason,16760.0,3.0,2.0,0.0,9.0,4.0,10.0,2.0,3.0,1.0,1.0,12.0,6.0,7.0,1.0,3.0,1.0,1.0,3.0,2.0,11.0,0.0,2.0,2.0,1.0,3.0,3.0,7.0,0.0,A
Man City,Liverpool,J Moss,16760.0,3.0,2.0,0.0,13.0,3.0,10.0,0.0,4.0,0.0,1.0,16.0,5.0,9.0,0.0,1.0,3.0,1.0,6.0,5.0,11.0,0.0,1.0,3.0,1.0,5.0,5.0,15.0,0.0,A
Everton,Aston Villa,M Oliver,16760.0,1.0,2.0,2.0,9.0,9.0,10.0,1.0,2.0,1.0,2.0,10.0,9.0,10.0,0.0,0.0,1.0,4.0,2.0,8.0,10.0,0.0,0.0,0.0,5.0,6.0,13.0,10.0,0.0,H
Chelsea,Norwich,C Pawson,16760.0,1.0,0.0,4.0,5.0,9.0,10.0,1.0,2.0,0.0,3.0,7.0,8.0,8.0,0.0,1.0,0.0,4.0,5.0,11.0,5.0,1.0,0.0,2.0,3.0,6.0,14.0,5.0,2.0,H
Newcastle,Leicester,M Jones,16760.0,2.0,1.0,2.0,8.0,11.0,7.0,1.0,1.0,2.0,2.0,9.0,7.0,10.0,1.0,4.0,1.0,0.0,10.0,6.0,6.0,0.0,2.0,3.0,0.0,10.0,8.0,11.0,0.0,A
Tottenham,West Ham,A Taylor,16761.0,2.0,3.0,0.0,11.0,5.0,7.0,0.0,3.0,2.0,0.0,8.0,2.0,11.0,0.0,2.0,2.0,1.0,8.0,7.0,9.0,1.0,3.0,1.0,1.0,10.0,6.0,10.0,2.0,H
Crystal Palace,Sunderland,M Atkinson,16762.0,2.0,1.0,2.0,5.0,5.0,10.0,1.0,2.0,1.0,2.0,5.0,5.0,12.0,1.0,1.0,1.0,3.0,7.0,10.0,7.0,1.0,0.0,1.0,4.0,4.0,14.0,12.0,1.0,A
Man City,Southampton,R East,16767.0,2.0,2.0,1.0,8.0,6.0,7.0,0.0,3.0,0.0,2.0,15.0,9.0,8.0,0.0,2.0,2.0,1.0,6.0,4.0,7.0,2.0,2.0,3.0,0.0,5.0,2.0,10.0,1.0,H
Leicester,Man United,C Pawson,16767.0,4.0,1.0,0.0,11.0,5.0,6.0,0.0,3.0,1.0,1.0,9.0,9.0,7.0,0.0,3.0,2.0,0.0,7.0,1.0,10.0,0.0,3.0,1.0,1.0,8.0,6.0,10.0,0.0,D
Sunderland,Stoke,M Dean,16767.0,2.0,0.0,3.0,6.0,8.0,8.0,0.0,1.0,2.0,2.0,6.0,5.0,9.0,1.0,3.0,1.0,1.0,3.0,2.0,11.0,0.0,3.0,1.0,1.0,3.0,2.0,6.0,0.0,H
Bournemouth,Everton,K Friend,16767.0,0.0,1.0,4.0,4.0,15.0,7.0,0.0,1.0,2.0,2.0,5.0,8.0,7.0,0.0,2.0,1.0,2.0,12.0,8.0,7.0,1.0,1.0,3.0,1.0,5.0,5.0,8.0,2.0,D
Aston Villa,Watford,L Mason,16767.0,0.0,1.0,4.0,2.0,11.0,9.0,0.0,0.0,2.0,3.0,3.0,6.0,8.0,0.0,2.0,0.0,3.0,6.0,7.0,8.0,0.0,2.0,1.0,2.0,6.0,6.0,7.0,0.0,A
Crystal Palace,Newcastle,S Attwell,16767.0,1.0,1.0,3.0,3.0,6.0,8.0,1.0,1.0,1.0,3.0,3.0,5.0,10.0,1.0,2.0,1.0,2.0,7.0,8.0,10.0,1.0,1.0,1.0,3.0,2.0,11.0,9.0,1.0,H
Liverpool,Swansea,A Taylor,16768.0,2.0,2.0,1.0,9.0,5.0,11.0,0.0,1.0,2.0,2.0,6.0,9.0,6.0,1.0,1.0,1.0,3.0,4.0,8.0,10.0,0.0,1.0,1.0,3.0,4.0,7.0,7.0,0.0,H
Norwich,Arsenal,J Moss,16768.0,1.0,0.0,4.0,4.0,10.0,9.0,1.0,2.0,1.0,2.0,6.0,5.0,8.0,0.0,3.0,1.0,1.0,10.0,4.0,5.0,0.0,3.0,0.0,2.0,12.0,6.0,5.0,2.0,D
Tottenham,Chelsea,M Oliver,16768.0,3.0,2.0,0.0,13.0,4.0,5.0,0.0,4.0,1.0,0.0,12.0,3.0,9.0,0.0,2.0,0.0,3.0,5.0,6.0,9.0,1.0,1.0,1.0,3.0,7.0,10.0,11.0,2.0,D
West Ham,West Brom,M Atkinson,16768.0,2.0,1.0,2.0,7.0,9.0,7.0,1.0,2.0,2.0,1.0,10.0,8.0,2.0,1.0,3.0,0.0,2.0,6.0,6.0,10.0,1.0,3.0,0.0,2.0,3.0,4.0,15.0,1.0,D
West Brom,Tottenham,J Moss,16774.0,2.0,1.0,2.0,6.0,7.0,10.0,1.0,2.0,1.0,2.0,7.0,7.0,6.0,0.0,3.0,2.0,0.0,13.0,4.0,8.0,0.0,2.0,3.0,0.0,10.0,5.0,11.0,0.0,D
Watford,Norwich,M Dean,16774.0,3.0,0.0,2.0,9.0,6.0,9.0,0.0,2.0,0.0,3.0,4.0,6.0,11.0,1.0,1.0,1.0,3.0,3.0,5.0,9.0,1.0,0.0,2.0,3.0,6.0,12.0,9.0,1.0,H
Swansea,Leicester,M Oliver,16774.0,1.0,1.0,3.0,4.0,8.0,9.0,0.0,0.0,3.0,2.0,4.0,8.0,10.0,0.0,4.0,1.0,0.0,10.0,4.0,6.0,0.0,3.0,2.0,0.0,12.0,7.0,8.0,0.0,A
Stoke,Man City,M Atkinson,16774.0,2.0,1.0,2.0,2.0,4.0,11.0,1.0,2.0,1.0,2.0,5.0,6.0,9.0,2.0,2.0,2.0,1.0,6.0,6.0,7.0,0.0,2.0,2.0,1.0,4.0,4.0,10.0,0.0,H
Man United,West Ham,M Clattenburg,16774.0,2.0,3.0,0.0,5.0,2.0,9.0,0.0,3.0,2.0,0.0,8.0,1.0,6.0,0.0,1.0,2.0,2.0,5.0,9.0,4.0,1.0,2.0,1.0,2.0,8.0,10.0,11.0,1.0,D
Chelsea,Bournemouth,M Jones,16774.0,1.0,1.0,3.0,3.0,6.0,10.0,1.0,3.0,0.0,2.0,7.0,6.0,8.0,0.0,0.0,2.0,3.0,6.0,13.0,8.0,0.0,0.0,1.0,4.0,5.0,14.0,8.0,0.0,A
Arsenal,Sunderland,R Madley,16774.0,2.0,2.0,1.0,8.0,5.0,5.0,0.0,3.0,2.0,0.0,8.0,2.0,5.0,0.0,3.0,0.0,2.0,8.0,7.0,6.0,0.0,1.0,0.0,4.0,3.0,12.0,14.0,1.0,H
Southampton,Aston Villa,A Taylor,16774.0,2.0,1.0,2.0,5.0,5.0,6.0,2.0,2.0,1.0,2.0,9.0,7.0,9.0,1.0,0.0,1.0,4.0,4.0,12.0,8.0,0.0,0.0,0.0,5.0,5.0,15.0,7.0,0.0,D
Newcastle,Liverpool,A Marriner,16775.0,1.0,1.0,3.0,2.0,11.0,10.0,1.0,1.0,2.0,2.0,9.0,9.0,8.0,0.0,3.0,1.0,1.0,10.0,5.0,12.0,0.0,2.0,2.0,1.0,9.0,6.0,14.0,0.0,H
Everton,Crystal Palace,C Pawson,16776.0,2.0,2.0,1.0,15.0,8.0,5.0,1.0,3.0,1.0,1.0,14.0,7.0,10.0,0.0,2.0,1.0,2.0,7.0,4.0,8.0,0.0,3.0,0.0,2.0,5.0,4.0,10.0,0.0,D
West Ham,Stoke,A Marriner,16781.0,0.0,3.0,2.0,3.0,8.0,3.0,1.0,2.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,1.0,4.0,2.0,8.0,1.0,3.0,1.0,1.0,3.0,2.0,7.0,1.0,D
Bournemouth,Man United,A Taylor,16781.0,1.0,2.0,2.0,6.0,8.0,9.0,0.0,1.0,2.0,2.0,7.0,10.0,7.0,0.0,2.0,3.0,0.0,5.0,2.0,8.0,0.0,2.0,2.0,1.0,6.0,5.0,11.0,0.0,H
Crystal Palace,Southampton,M Dean,16781.0,2.0,2.0,1.0,8.0,4.0,9.0,0.0,2.0,1.0,2.0,8.0,5.0,9.0,1.0,2.0,1.0,2.0,5.0,5.0,7.0,1.0,2.0,2.0,1.0,6.0,5.0,9.0,1.0,H
Man City,Swansea,R Madley,16781.0,2.0,1.0,2.0,6.0,8.0,6.0,0.0,4.0,0.0,1.0,17.0,8.0,9.0,0.0,0.0,1.0,4.0,2.0,10.0,8.0,0.0,1.0,0.0,4.0,3.0,7.0,6.0,0.0,H
Norwich,Everton,M Atkinson,16781.0,1.0,1.0,3.0,3.0,6.0,11.0,1.0,2.0,1.0,2.0,6.0,5.0,5.0,0.0,2.0,3.0,0.0,15.0,7.0,6.0,0.0,1.0,3.0,1.0,8.0,8.0,7.0,2.0,D
Sunderland,Watford,G Scott,16781.0,2.0,0.0,3.0,6.0,10.0,7.0,0.0,2.0,1.0,2.0,7.0,4.0,5.0,1.0,3.0,0.0,2.0,9.0,6.0,11.0,0.0,3.0,1.0,1.0,9.0,6.0,8.0,0.0,A
Tottenham,Newcastle,R East,16782.0,2.0,3.0,0.0,9.0,4.0,9.0,0.0,3.0,2.0,0.0,11.0,3.0,12.0,0.0,2.0,1.0,2.0,4.0,8.0,11.0,0.0,1.0,0.0,4.0,3.0,16.0,8.0,1.0,A
Liverpool,West Brom,C Pawson,16782.0,3.0,0.0,2.0,9.0,6.0,12.0,0.0,2.0,2.0,1.0,7.0,6.0,6.0,0.0,1.0,2.0,2.0,6.0,8.0,11.0,1.0,2.0,1.0,2.0,3.0,5.0,13.0,1.0,D
Aston Villa,Arsenal,K Friend,16782.0,0.0,2.0,3.0,4.0,11.0,8.0,0.0,0.0,1.0,4.0,3.0,7.0,8.0,0.0,2.0,2.0,1.0,9.0,5.0,4.0,0.0,3.0,1.0,1.0,13.0,5.0,5.0,0.0,A
Leicester,Chelsea,M Clattenburg,16783.0,4.0,1.0,0.0,12.0,4.0,6.0,0.0,3.0,1.0,1.0,9.0,9.0,6.0,0.0,1.0,1.0,3.0,2.0,5.0,7.0,0.0,0.0,2.0,3.0,4.0,8.0,12.0,1.0,H
Chelsea,Sunderland,R East,16788.0,1.0,1.0,3.0,2.0,4.0,6.0,0.0,2.0,0.0,3.0,5.0,7.0,7.0,0.0,2.0,0.0,3.0,4.0,5.0,6.0,0.0,1.0,0.0,4.0,4.0,13.0,11.0,0.0,H
Everton,Leicester,J Moss,16788.0,1.0,4.0,0.0,10.0,6.0,3.0,0.0,2.0,2.0,1.0,12.0,7.0,9.0,0.0,4.0,1.0,0.0,11.0,3.0,6.0,0.0,4.0,1.0,0.0,13.0,5.0,7.0,0.0,A
Man United,Norwich,M Oliver,16788.0,2.0,2.0,1.0,6.0,4.0,6.0,0.0,3.0,2.0,0.0,8.0,1.0,5.0,0.0,1.0,2.0,2.0,3.0,5.0,10.0,0.0,0.0,1.0,4.0,5.0,13.0,10.0,1.0,A
Newcastle,Aston Villa,M Atkinson,16788.0,3.0,0.0,2.0,6.0,9.0,12.0,0.0,2.0,2.0,1.0,10.0,7.0,10.0,0.0,0.0,2.0,3.0,3.0,10.0,5.0,0.0,0.0,1.0,4.0,4.0,13.0,8.0,0.0,D
Southampton,Tottenham,K Friend,16788.0,1.0,1.0,3.0,3.0,6.0,7.0,0.0,2.0,2.0,1.0,8.0,5.0,8.0,1.0,1.0,3.0,1.0,7.0,5.0,11.0,0.0,2.0,3.0,0.0,10.0,5.0,9.0,0.0,A
Stoke,Crystal Palace,R Madley,16788.0,3.0,1.0,1.0,4.0,2.0,7.0,1.0,3.0,1.0,1.0,7.0,5.0,8.0,0.0,3.0,1.0,1.0,9.0,4.0,6.0,0.0,2.0,1.0,2.0,4.0,4.0,11.0,0.0,A
West Brom,Bournemouth,M Dean,16788.0,1.0,3.0,1.0,6.0,7.0,11.0,1.0,2.0,1.0,2.0,8.0,8.0,8.0,0.0,2.0,2.0,1.0,8.0,7.0,9.0,0.0,1.0,1.0,3.0,5.0,11.0,6.0,0.0,A
Swansea,West Ham,L Mason,16789.0,0.0,1.0,4.0,3.0,9.0,7.0,0.0,0.0,2.0,3.0,4.0,11.0,10.0,0.0,0.0,4.0,1.0,3.0,6.0,4.0,0.0,1.0,2.0,2.0,6.0,9.0,9.0,1.0,D
Watford,Liverpool,M Clattenburg,16789.0,3.0,0.0,2.0,8.0,6.0,8.0,0.0,2.0,0.0,3.0,5.0,6.0,13.0,0.0,2.0,1.0,2.0,8.0,7.0,8.0,0.0,2.0,2.0,1.0,8.0,5.0,13.0,0.0,H
Arsenal,Man City,A Marriner,16790.0,2.0,2.0,1.0,8.0,5.0,4.0,0.0,4.0,1.0,0.0,11.0,3.0,5.0,0.0,2.0,1.0,2.0,6.0,8.0,7.0,0.0,1.0,2.0,2.0,2.0,6.0,8.0,0.0,H
Swansea,West Brom,R East,16795.0,0.0,2.0,3.0,3.0,8.0,7.0,0.0,0.0,2.0,3.0,2.0,9.0,9.0,0.0,1.0,3.0,1.0,7.0,7.0,10.0,2.0,1.0,2.0,2.0,4.0,7.0,10.0,1.0,H
Stoke,Man United,K Friend,16795.0,2.0,1.0,2.0,4.0,4.0,6.0,1.0,3.0,0.0,2.0,6.0,5.0,9.0,0.0,1.0,2.0,2.0,5.0,6.0,5.0,0.0,2.0,2.0,1.0,7.0,4.0,9.0,0.0,H
Southampton,Arsenal,J Moss,16795.0,0.0,1.0,4.0,2.0,8.0,5.0,0.0,1.0,2.0,2.0,5.0,6.0,6.0,1.0,3.0,1.0,1.0,9.0,5.0,4.0,0.0,3.0,1.0,1.0,10.0,3.0,4.0,0.0,H
Newcastle,Everton,L Mason,16795.0,2.0,1.0,2.0,6.0,10.0,11.0,0.0,2.0,2.0,1.0,9.0,6.0,10.0,0.0,1.0,3.0,1.0,11.0,8.0,3.0,0.0,1.0,3.0,1.0,9.0,9.0,5.0,1.0,A
Tottenham,Norwich,M Jones,16795.0,2.0,2.0,1.0,8.0,4.0,11.0,0.0,2.0,2.0,1.0,8.0,4.0,9.0,0.0,1.0,2.0,2.0,4.0,6.0,11.0,0.0,1.0,0.0,4.0,5.0,12.0,12.0,1.0,H
Liverpool,Leicester,M Atkinson,16795.0,2.0,1.0,2.0,7.0,8.0,7.0,0.0,2.0,2.0,1.0,8.0,7.0,5.0,0.0,4.0,1.0,0.0,12.0,4.0,7.0,0.0,4.0,1.0,0.0,14.0,6.0,7.0,0.0,H
Chelsea,Watford,A Marriner,16795.0,2.0,1.0,2.0,5.0,4.0,6.0,0.0,3.0,0.0,2.0,7.0,5.0,6.0,0.0,4.0,0.0,1.0,10.0,4.0,8.0,0.0,3.0,1.0,1.0,8.0,5.0,6.0,0.0,D
Bournemouth,Crystal Palace,M Oliver,16795.0,3.0,2.0,0.0,10.0,7.0,8.0,0.0,1.0,2.0,2.0,7.0,11.0,7.0,0.0,3.0,1.0,1.0,9.0,4.0,4.0,0.0,3.0,1.0,1.0,6.0,4.0,9.0,0.0,D
Aston Villa,West Ham,M Dean,16795.0,0.0,2.0,3.0,4.0,11.0,7.0,0.0,0.0,1.0,4.0,3.0,8.0,6.0,0.0,0.0,4.0,1.0,2.0,5.0,4.0,0.0,1.0,2.0,2.0,4.0,7.0,6.0,1.0,D
Man City,Sunderland,A Taylor,16795.0,2.0,0.0,3.0,7.0,10.0,8.0,0.0,4.0,0.0,1.0,13.0,8.0,9.0,0.0,2.0,0.0,3.0,5.0,7.0,8.0,0.0,1.0,0.0,4.0,5.0,13.0,11.0,0.0,H
West Brom,Newcastle,M Jones,16797.0,0.0,3.0,2.0,5.0,7.0,10.0,2.0,2.0,1.0,2.0,7.0,7.0,10.0,2.0,2.0,1.0,2.0,6.0,8.0,9.0,0.0,2.0,0.0,3.0,5.0,15.0,8.0,1.0,H
Watford,Tottenham,A Taylor,16797.0,4.0,1.0,0.0,11.0,4.0,11.0,0.0,3.0,0.0,2.0,8.0,5.0,10.0,0.0,2.0,2.0,1.0,7.0,3.0,10.0,0.0,2.0,3.0,0.0,11.0,5.0,9.0,0.0,A
Norwich,Aston Villa,G Scott,16797.0,1.0,2.0,2.0,4.0,8.0,9.0,0.0,1.0,2.0,2.0,4.0,5.0,4.0,0.0,0.0,3.0,2.0,5.0,8.0,10.0,0.0,0.0,2.0,3.0,3.0,11.0,11.0,0.0,H
West Ham,Southampton,M Oliver,16797.0,0.0,5.0,0.0,2.0,2.0,5.0,0.0,1.0,4.0,0.0,6.0,5.0,3.0,0.0,1.0,1.0,3.0,6.0,7.0,4.0,0.0,2.0,1.0,2.0,6.0,6.0,9.0,1.0,H
