home,away,Referee,time,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,HS_Acc/AS_Acc,HST_Acc/AST_Acc,H_poss_Acc/A_poss_Acc,H_atk_3rd_Acc/A_atk_3rd_Acc,H_atk_3rd_tot_Acc/A_atk_3rd_tot_Acc,H_red_goal_Acc/A_red_goal_Acc,H_red_on_Acc/A_red_on_Acc,H_red_tot_Acc/A_red_tot_Acc,H_chance_goal_Acc/A_chance_goal_Acc,H_chance_tot_Acc/A_chance_tot_Acc,H_successful_tackle_Acc/A_successful_tackle_Acc,H_tackle_tot_Acc/A_tackle_tot_Acc,H_successful_clearance_Acc/A_successful_clearance_Acc,H_clearance_tot_Acc/A_clearance_tot_Acc,H_interceptions_Acc/A_interceptions_Acc,H_blocks_Acc/A_blocks_Acc,y
Reading,Fulham,M Jones,15640.0,-9.0,0.6538461538461539,0.0,2.0,3.0,-4.0,3.0,1.0,1.0,4.0,-20.955003450655624,0.5455950540958269,0.7074721780604134,7.0,7.0,42.0,73.0,21.0,39.0,208.50000000000003,237.09999999999988,353.0,445.0,647.0,629.0,5.0,8.0,6.0,13.0,30.0,51.0,4.0,5.0,31.0,49.0,94.0,58.0,134.0,83.0,83.0,85.0,159.0,165.0,83.0,104.0,22.0,23.0,0.5753424657534246,0.5384615384615384,0.8793757908055678,0.7932584269662921,1.028616852146264,0.625,0.46153846153846156,0.5882352941176471,0.8,0.6326530612244898,1.6206896551724137,1.6144578313253013,0.9764705882352941,0.9636363636363636,0.7980769230769231,0.9565217391304348,D
Wigan,West Ham,J Moss,15640.0,-9.0,0.6666666666666666,0.0,1.0,4.0,-7.0,2.0,2.0,1.0,2.0,-21.331831505641574,0.6695804195804196,0.578386605783866,7.0,7.0,54.0,62.0,29.0,36.0,260.1000000000001,231.90000000000015,383.0,380.0,572.0,657.0,4.0,7.0,11.0,6.0,39.0,52.0,2.0,5.0,42.0,56.0,86.0,99.0,116.0,123.0,77.0,121.0,152.0,223.0,62.0,54.0,16.0,19.0,0.8709677419354839,0.8055555555555556,1.1216041397153942,1.0078947368421052,0.8706240487062404,0.5714285714285714,1.8333333333333333,0.75,0.4,0.75,0.8686868686868687,0.943089430894309,0.6363636363636364,0.6816143497757847,1.1481481481481481,0.8421052631578947,H
Aston Villa,Norwich,P Dowd,15640.0,-1.0,0.9473684210526315,1.0,1.0,3.0,-4.0,1.0,1.0,3.0,-6.0,-2.2935666558881476,0.5546995377503852,0.5812395309882747,7.0,6.0,61.0,52.0,32.0,31.0,232.50000000000026,188.1000000000002,360.0,347.0,649.0,597.0,3.0,4.0,9.0,12.0,43.0,39.0,0.0,2.0,55.0,46.0,92.0,94.0,126.0,145.0,77.0,75.0,168.0,161.0,81.0,48.0,17.0,27.0,1.1730769230769231,1.032258064516129,1.2360446570972887,1.037463976945245,1.087102177554439,0.75,0.75,1.1025641025641026,0.0,1.1956521739130435,0.9787234042553191,0.8689655172413793,1.0266666666666666,1.0434782608695652,1.6875,0.6296296296296297,D
Newcastle,West Brom,C Foy,15641.0,-4.0,0.8518518518518519,1.0,3.0,1.0,-2.0,2.0,1.0,2.0,-2.0,0.2202479554428649,0.557504873294347,0.655417406749556,2.0,8.0,58.0,62.0,28.0,35.0,227.1,221.29999999999995,286.0,369.0,513.0,563.0,5.0,6.0,8.0,7.0,39.0,31.0,5.0,3.0,45.0,49.0,96.0,94.0,124.0,133.0,141.0,77.0,282.0,172.0,54.0,35.0,23.0,27.0,0.9354838709677419,0.8,1.026208766380479,0.7750677506775068,0.911190053285968,0.8333333333333334,1.1428571428571428,1.2580645161290323,1.6666666666666667,0.9183673469387755,1.0212765957446808,0.9323308270676691,1.8311688311688312,1.6395348837209303,1.542857142857143,0.8518518518518519,H
Chelsea,Man United,M Clattenburg,15641.0,4.0,1.1290322580645162,4.0,1.0,0.0,7.0,4.0,0.0,1.0,9.0,7.525797534974394,0.7528089887640449,0.7493403693931399,4.0,4.0,71.0,65.0,43.0,39.0,282.3,292.8000000000001,670.0,568.0,890.0,758.0,9.0,13.0,7.0,9.0,37.0,46.0,7.0,11.0,55.0,55.0,97.0,116.0,133.0,156.0,73.0,90.0,125.0,195.0,53.0,52.0,18.0,14.0,1.0923076923076922,1.1025641025641026,0.9641393442622948,1.1795774647887325,1.1741424802110818,0.6923076923076923,0.7777777777777778,0.8043478260869565,0.6363636363636364,1.0,0.8362068965517241,0.8525641025641025,0.8111111111111111,0.6410256410256411,1.0192307692307692,1.2857142857142858,A
Everton,Liverpool,A Marriner,15641.0,6.0,1.2727272727272727,2.0,3.0,0.0,5.0,2.0,2.0,1.0,3.0,7.479352226720639,0.7274939172749392,0.7344300822561692,7.0,2.0,90.0,82.0,53.0,41.0,259.0999999999999,304.7000000000002,598.0,625.0,822.0,851.0,10.0,4.0,17.0,12.0,69.0,57.0,7.0,3.0,78.0,71.0,71.0,96.0,99.0,122.0,76.0,74.0,162.0,145.0,70.0,70.0,14.0,12.0,1.0975609756097562,1.2926829268292683,0.8503446012471274,0.9568,0.9659224441833137,2.5,1.4166666666666667,1.2105263157894737,2.3333333333333335,1.0985915492957747,0.7395833333333334,0.8114754098360656,1.027027027027027,1.1172413793103448,1.0,1.1666666666666667,D
Southampton,Tottenham,L Mason,15641.0,-10.0,0.6296296296296297,1.0,1.0,3.0,-7.0,4.0,0.0,1.0,4.0,-20.51406494613655,0.6462882096069869,0.75,8.0,2.0,53.0,96.0,20.0,57.0,261.19999999999976,224.99999999999991,444.0,384.0,687.0,512.0,9.0,10.0,9.0,14.0,35.0,54.0,7.0,6.0,48.0,76.0,118.0,107.0,145.0,122.0,89.0,145.0,187.0,284.0,79.0,94.0,21.0,9.0,0.5520833333333334,0.3508771929824561,1.1608888888888882,1.15625,1.341796875,0.9,0.6428571428571429,0.6481481481481481,1.1666666666666667,0.631578947368421,1.102803738317757,1.1885245901639345,0.6137931034482759,0.6584507042253521,0.8404255319148937,2.3333333333333335,A
West Ham,Man City,H Webb,15647.0,-7.0,0.7878787878787878,2.0,1.0,2.0,1.0,4.0,1.0,0.0,6.0,-21.239687924854774,0.618978102189781,0.7558962264150944,7.0,6.0,68.0,92.0,43.0,56.0,226.40000000000012,282.60000000000014,424.0,641.0,685.0,848.0,8.0,5.0,7.0,17.0,53.0,56.0,6.0,5.0,61.0,72.0,102.0,97.0,124.0,125.0,113.0,63.0,203.0,125.0,56.0,66.0,17.0,13.0,0.7391304347826086,0.7678571428571429,0.8011323425336164,0.6614664586583463,0.8077830188679245,1.6,0.4117647058823529,0.9464285714285714,1.2,0.8472222222222222,1.0515463917525774,0.992,1.7936507936507937,1.624,0.8484848484848485,1.3076923076923077,D
Swansea,Chelsea,K Friend,15647.0,-11.0,0.6764705882352942,1.0,1.0,3.0,-5.0,4.0,0.0,1.0,6.0,-22.183323221087402,0.7003105590062112,0.75,2.0,2.0,78.0,72.0,43.0,45.0,274.9000000000002,283.7,451.0,660.0,644.0,880.0,4.0,10.0,16.0,9.0,45.0,38.0,3.0,8.0,62.0,60.0,83.0,96.0,102.0,135.0,83.0,72.0,172.0,123.0,80.0,54.0,16.0,17.0,1.0833333333333333,0.9555555555555556,0.9689813182939733,0.6833333333333333,0.7318181818181818,0.4,1.7777777777777777,1.1842105263157894,0.375,1.0333333333333334,0.8645833333333334,0.7555555555555555,1.1527777777777777,1.3983739837398375,1.4814814814814814,0.9411764705882353,D
Norwich,Stoke,A Marriner,15647.0,-2.0,0.9047619047619048,1.0,1.0,3.0,-6.0,1.0,2.0,2.0,-1.0,-4.897785717051189,0.6145510835913313,0.5867158671586716,2.0,7.0,46.0,47.0,23.0,26.0,197.7000000000002,204.60000000000005,397.0,318.0,646.0,542.0,5.0,3.0,7.0,11.0,33.0,33.0,3.0,1.0,40.0,45.0,92.0,100.0,139.0,133.0,77.0,86.0,154.0,159.0,53.0,67.0,22.0,17.0,0.9787234042553191,0.8846153846153846,0.9662756598240476,1.248427672955975,1.1918819188191883,1.6666666666666667,0.6363636363636364,1.0,3.0,0.8888888888888888,0.92,1.0451127819548873,0.8953488372093024,0.9685534591194969,0.7910447761194029,1.2941176470588236,H
Tottenham,Wigan,M Atkinson,15647.0,9.0,1.45,4.0,0.0,1.0,3.0,1.0,1.0,3.0,-2.0,18.955533914343974,0.7350993377483444,0.6944444444444444,2.0,3.0,85.0,63.0,50.0,38.0,214.99999999999986,266.70000000000005,333.0,425.0,453.0,612.0,9.0,6.0,12.0,13.0,51.0,39.0,4.0,4.0,68.0,51.0,101.0,82.0,116.0,107.0,153.0,87.0,298.0,169.0,103.0,64.0,12.0,18.0,1.3492063492063493,1.3157894736842106,0.8061492313460811,0.7835294117647059,0.7401960784313726,1.5,0.9230769230769231,1.3076923076923077,1.0,1.3333333333333333,1.2317073170731707,1.0841121495327102,1.7586206896551724,1.7633136094674555,1.609375,0.6666666666666666,A
Sunderland,Aston Villa,M Jones,15647.0,4.0,1.2222222222222223,1.0,3.0,1.0,-2.0,0.0,2.0,3.0,-6.0,13.477463549522373,0.6514851485148515,0.523972602739726,3.0,3.0,45.0,51.0,23.0,24.0,241.29999999999995,231.90000000000032,329.0,306.0,505.0,584.0,2.0,3.0,2.0,7.0,22.0,36.0,2.0,1.0,36.0,47.0,109.0,90.0,142.0,132.0,79.0,88.0,181.0,190.0,72.0,81.0,30.0,21.0,0.8823529411764706,0.9583333333333334,1.0405347132384632,1.0751633986928104,0.8647260273972602,0.6666666666666666,0.2857142857142857,0.6111111111111112,2.0,0.7659574468085106,1.211111111111111,1.0757575757575757,0.8977272727272727,0.9526315789473684,0.8888888888888888,1.4285714285714286,A
Fulham,Everton,N Swarbrick,15647.0,-2.0,0.9285714285714286,2.0,2.0,1.0,1.0,2.0,3.0,0.0,5.0,-5.710045389393208,0.6773648648648649,0.7244772447724477,7.0,6.0,66.0,90.0,33.0,51.0,239.99999999999991,256.99999999999994,401.0,589.0,592.0,813.0,7.0,9.0,13.0,15.0,49.0,68.0,7.0,6.0,46.0,79.0,59.0,74.0,82.0,102.0,102.0,58.0,197.0,139.0,97.0,82.0,21.0,13.0,0.7333333333333333,0.6470588235294118,0.9338521400778209,0.6808149405772496,0.7281672816728167,0.7777777777777778,0.8666666666666667,0.7205882352941176,1.1666666666666667,0.5822784810126582,0.7972972972972973,0.803921568627451,1.7586206896551724,1.4172661870503598,1.1829268292682926,1.6153846153846154,D
Man United,Arsenal,M Dean,15647.0,6.0,1.2222222222222223,4.0,0.0,1.0,6.0,2.0,1.0,2.0,1.0,14.026375392802798,0.7493188010899182,0.801058201058201,2.0,3.0,63.0,78.0,36.0,41.0,291.9000000000001,317.4000000000001,550.0,757.0,734.0,945.0,12.0,5.0,9.0,13.0,43.0,44.0,11.0,4.0,54.0,69.0,122.0,109.0,157.0,160.0,112.0,63.0,219.0,123.0,52.0,84.0,15.0,9.0,0.8076923076923077,0.8780487804878049,0.9196597353497165,0.726552179656539,0.7767195767195767,2.4,0.6923076923076923,0.9772727272727273,2.75,0.782608695652174,1.1192660550458715,0.98125,1.7777777777777777,1.7804878048780488,0.6190476190476191,1.6666666666666667,H
Liverpool,Newcastle,A Taylor,15648.0,-3.0,0.88,2.0,2.0,1.0,3.0,2.0,2.0,1.0,-1.0,-2.2417806830850324,0.72,0.5875706214689266,3.0,7.0,74.0,57.0,37.0,27.0,282.6000000000002,235.8,576.0,312.0,800.0,531.0,4.0,6.0,8.0,9.0,51.0,37.0,4.0,3.0,69.0,44.0,92.0,93.0,120.0,119.0,93.0,125.0,177.0,260.0,75.0,60.0,12.0,18.0,1.2982456140350878,1.3703703703703705,1.1984732824427489,1.8461538461538463,1.5065913370998116,0.6666666666666666,0.8888888888888888,1.3783783783783783,1.3333333333333333,1.5681818181818181,0.989247311827957,1.0084033613445378,0.744,0.6807692307692308,1.25,0.6666666666666666,D
QPR,Reading,M Oliver,15648.0,-2.0,0.8823529411764706,0.0,1.0,4.0,-4.0,0.0,3.0,2.0,-2.0,-7.982414872708995,0.6546644844517185,0.533751962323391,8.0,4.0,53.0,53.0,30.0,28.0,252.80000000000018,200.3,400.0,340.0,611.0,637.0,2.0,6.0,10.0,10.0,33.0,36.0,4.0,5.0,41.0,38.0,90.0,87.0,126.0,123.0,105.0,95.0,199.0,171.0,78.0,87.0,28.0,23.0,1.0,1.0714285714285714,1.2621068397403903,1.1764705882352942,0.9591836734693877,0.3333333333333333,1.0,0.9166666666666666,0.8,1.0789473684210527,1.0344827586206897,1.024390243902439,1.105263157894737,1.1637426900584795,0.896551724137931,1.2173913043478262,D
West Brom,Southampton,M Halsey,15649.0,10.0,1.625,2.0,1.0,2.0,0.0,1.0,1.0,3.0,-3.0,9.889459271118582,0.6393162393162393,0.6546961325966851,8.0,5.0,60.0,55.0,31.0,22.0,233.89999999999992,263.49999999999983,374.0,474.0,585.0,724.0,7.0,9.0,8.0,8.0,34.0,38.0,4.0,7.0,51.0,51.0,99.0,110.0,142.0,134.0,88.0,89.0,184.0,170.0,46.0,78.0,25.0,17.0,1.0909090909090908,1.4090909090909092,0.887666034155598,0.7890295358649789,0.8080110497237569,0.7777777777777778,1.0,0.8947368421052632,0.5714285714285714,1.0,0.9,1.0597014925373134,0.9887640449438202,1.0823529411764705,0.5897435897435898,1.4705882352941178,H
Stoke,QPR,M Atkinson,15654.0,5.0,1.3333333333333333,1.0,2.0,2.0,-1.0,0.0,2.0,3.0,-3.0,8.063263542265364,0.57166392092257,0.6655052264808362,7.0,6.0,42.0,67.0,23.0,36.0,220.70000000000007,252.2000000000002,347.0,382.0,607.0,574.0,3.0,2.0,12.0,9.0,33.0,34.0,1.0,4.0,36.0,51.0,93.0,97.0,124.0,133.0,83.0,113.0,149.0,211.0,73.0,81.0,14.0,26.0,0.6268656716417911,0.6388888888888888,0.8750991276764469,0.9083769633507853,1.0574912891986064,1.5,1.3333333333333333,0.9705882352941176,0.25,0.7058823529411765,0.9587628865979382,0.9323308270676691,0.7345132743362832,0.7061611374407583,0.9012345679012346,0.5384615384615384,H
Wigan,West Brom,N Swarbrick,15654.0,-6.0,0.7857142857142857,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.717000040124006,0.6635859519408502,0.6569965870307167,7.0,4.0,52.0,67.0,33.0,33.0,252.00000000000003,224.49999999999991,359.0,385.0,541.0,586.0,6.0,7.0,12.0,9.0,33.0,38.0,4.0,5.0,43.0,57.0,82.0,109.0,109.0,149.0,92.0,94.0,188.0,183.0,71.0,52.0,23.0,24.0,0.7761194029850746,1.0,1.12249443207127,0.9324675324675324,0.9232081911262798,0.8571428571428571,1.3333333333333333,0.868421052631579,0.8,0.7543859649122807,0.7522935779816514,0.7315436241610739,0.9787234042553191,1.0273224043715847,1.3653846153846154,0.9583333333333334,A
Southampton,Swansea,A Marriner,15654.0,-8.0,0.6521739130434783,0.0,1.0,4.0,-8.0,1.0,2.0,2.0,-2.0,-13.868788227511924,0.6469719350073855,0.7319587628865979,4.0,7.0,52.0,69.0,23.0,39.0,259.5999999999998,278.6000000000002,438.0,497.0,677.0,679.0,5.0,4.0,8.0,13.0,35.0,38.0,4.0,3.0,43.0,56.0,108.0,86.0,133.0,104.0,82.0,79.0,152.0,171.0,72.0,79.0,19.0,11.0,0.7536231884057971,0.5897435897435898,0.9318018664752319,0.8812877263581489,0.9970544918998527,1.25,0.6153846153846154,0.9210526315789473,1.3333333333333333,0.7678571428571429,1.255813953488372,1.2788461538461537,1.0379746835443038,0.8888888888888888,0.9113924050632911,1.7272727272727273,D
Aston Villa,Man United,K Friend,15654.0,-15.0,0.5714285714285714,1.0,2.0,2.0,-2.0,4.0,0.0,1.0,6.0,-20.944641049841277,0.5616666666666666,0.7414030261348006,7.0,2.0,52.0,66.0,28.0,39.0,236.70000000000027,291.60000000000014,337.0,539.0,600.0,727.0,3.0,12.0,7.0,13.0,33.0,50.0,2.0,11.0,48.0,59.0,90.0,115.0,127.0,141.0,91.0,103.0,221.0,197.0,73.0,55.0,23.0,15.0,0.7878787878787878,0.717948717948718,0.811728395061729,0.6252319109461967,0.8253094910591472,0.25,0.5384615384615384,0.66,0.18181818181818182,0.8135593220338984,0.782608695652174,0.900709219858156,0.883495145631068,1.1218274111675126,1.3272727272727274,1.5333333333333334,A
Everton,Sunderland,L Mason,15654.0,7.0,1.3333333333333333,1.0,4.0,0.0,2.0,1.0,2.0,2.0,-3.0,13.521672771672769,0.7062423500611995,0.6631578947368421,7.0,7.0,86.0,52.0,47.0,22.0,264.5999999999999,258.2,577.0,378.0,817.0,570.0,8.0,1.0,13.0,2.0,63.0,29.0,5.0,1.0,77.0,43.0,84.0,101.0,116.0,128.0,48.0,74.0,121.0,157.0,87.0,71.0,10.0,22.0,1.6538461538461537,2.1363636363636362,1.024786986831913,1.5264550264550265,1.4333333333333333,8.0,6.5,2.1724137931034484,5.0,1.7906976744186047,0.8316831683168316,0.90625,0.6486486486486487,0.7707006369426752,1.2253521126760563,0.45454545454545453,H
Arsenal,Fulham,P Dowd,15654.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,-6.3147568759840595,0.7906712172923777,0.6912751677852349,3.0,7.0,75.0,62.0,40.0,29.0,310.9000000000001,244.49999999999991,695.0,412.0,879.0,596.0,5.0,6.0,14.0,11.0,44.0,43.0,4.0,5.0,67.0,47.0,96.0,76.0,148.0,100.0,69.0,102.0,126.0,209.0,71.0,97.0,7.0,25.0,1.2096774193548387,1.3793103448275863,1.2715746421267902,1.6868932038834952,1.4748322147651007,0.8333333333333334,1.2727272727272727,1.0232558139534884,0.8,1.425531914893617,1.263157894736842,1.48,0.6764705882352942,0.6028708133971292,0.7319587628865979,0.28,D
Reading,Norwich,C Foy,15654.0,-4.0,0.8095238095238095,0.0,4.0,1.0,-1.0,2.0,1.0,2.0,-4.0,-5.675470776878949,0.5401574803149606,0.616,6.0,7.0,63.0,50.0,35.0,28.0,197.1,194.1000000000002,343.0,385.0,635.0,625.0,7.0,6.0,11.0,7.0,45.0,30.0,5.0,4.0,47.0,43.0,88.0,98.0,132.0,141.0,106.0,83.0,187.0,162.0,89.0,56.0,27.0,20.0,1.26,1.25,1.0154559505409573,0.8909090909090909,1.016,1.1666666666666667,1.5714285714285714,1.5,1.25,1.0930232558139534,0.8979591836734694,0.9361702127659575,1.2771084337349397,1.154320987654321,1.5892857142857142,1.35,D
Chelsea,Liverpool,H Webb,15655.0,12.0,1.5454545454545454,3.0,1.0,1.0,5.0,2.0,3.0,0.0,4.0,6.787213164161404,0.7493606138107417,0.7156398104265402,3.0,2.0,66.0,81.0,43.0,41.0,271.8,295.9000000000002,586.0,604.0,782.0,844.0,10.0,4.0,9.0,10.0,37.0,52.0,7.0,5.0,47.0,74.0,100.0,96.0,140.0,126.0,74.0,88.0,131.0,169.0,53.0,75.0,17.0,11.0,0.8148148148148148,1.048780487804878,0.9185535653937135,0.9701986754966887,0.9265402843601895,2.5,0.9,0.7115384615384616,1.4,0.6351351351351351,1.0416666666666667,1.1111111111111112,0.8409090909090909,0.7751479289940828,0.7066666666666667,1.5454545454545454,D
Man City,Tottenham,M Oliver,15655.0,5.0,1.1785714285714286,4.0,1.0,0.0,6.0,3.0,0.0,2.0,1.0,15.761440061606919,0.7853347502656748,0.7354166666666667,4.0,2.0,96.0,80.0,54.0,46.0,306.4000000000001,222.7999999999999,739.0,353.0,941.0,480.0,4.0,8.0,17.0,7.0,61.0,43.0,4.0,4.0,78.0,61.0,68.0,98.0,87.0,114.0,67.0,148.0,135.0,279.0,56.0,109.0,12.0,11.0,1.2,1.173913043478261,1.3752244165170566,2.093484419263456,1.9604166666666667,0.5,2.4285714285714284,1.4186046511627908,1.0,1.278688524590164,0.6938775510204082,0.7631578947368421,0.4527027027027027,0.4838709677419355,0.5137614678899083,1.0909090909090908,H
Newcastle,West Ham,M Dean,15655.0,-1.0,0.9615384615384616,1.0,3.0,1.0,-2.0,2.0,1.0,2.0,1.0,4.512363433667787,0.5833333333333334,0.6126543209876543,2.0,7.0,51.0,54.0,22.0,33.0,217.7,200.1000000000001,273.0,397.0,468.0,648.0,6.0,7.0,6.0,5.0,28.0,39.0,3.0,5.0,38.0,50.0,102.0,102.0,138.0,133.0,126.0,119.0,274.0,225.0,60.0,56.0,23.0,20.0,0.9444444444444444,0.6666666666666666,1.0879560219890048,0.6876574307304786,0.7222222222222222,0.8571428571428571,1.2,0.717948717948718,0.6,0.76,1.0,1.037593984962406,1.0588235294117647,1.2177777777777778,1.0714285714285714,1.15,A
Norwich,Man United,A Taylor,15661.0,-16.0,0.5675675675675675,2.0,2.0,1.0,-1.0,5.0,0.0,0.0,8.0,-20.579475164149564,0.605475040257649,0.7510373443983402,7.0,6.0,50.0,67.0,24.0,38.0,211.9000000000002,287.00000000000017,376.0,543.0,621.0,723.0,4.0,12.0,7.0,12.0,27.0,49.0,3.0,11.0,40.0,64.0,97.0,105.0,129.0,128.0,103.0,120.0,198.0,213.0,58.0,53.0,15.0,14.0,0.746268656716418,0.631578947368421,0.7383275261324045,0.6924493554327809,0.8589211618257261,0.3333333333333333,0.5833333333333334,0.5510204081632653,0.2727272727272727,0.625,0.9238095238095239,1.0078125,0.8583333333333333,0.9295774647887324,1.0943396226415094,1.0714285714285714,H
West Brom,Chelsea,M Oliver,15661.0,-4.0,0.8823529411764706,3.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,-6.477278356634219,0.6451612903225806,0.7395701643489254,7.0,5.0,60.0,68.0,30.0,41.0,215.99999999999991,266.3,360.0,585.0,558.0,791.0,7.0,10.0,10.0,11.0,39.0,44.0,6.0,7.0,56.0,52.0,104.0,109.0,141.0,148.0,90.0,70.0,167.0,124.0,56.0,51.0,18.0,16.0,0.8823529411764706,0.7317073170731707,0.8111152835148325,0.6153846153846154,0.7054361567635904,0.7,0.9090909090909091,0.8863636363636364,0.8571428571428571,1.0769230769230769,0.9541284403669725,0.9527027027027027,1.2857142857142858,1.346774193548387,1.0980392156862746,1.125,H
Reading,Everton,M Atkinson,15661.0,-13.0,0.5666666666666667,0.0,4.0,1.0,-1.0,1.0,4.0,0.0,1.0,-16.045004668534073,0.535234899328859,0.6979166666666666,7.0,7.0,56.0,85.0,31.0,48.0,199.00000000000003,274.79999999999995,319.0,603.0,596.0,864.0,5.0,7.0,9.0,12.0,37.0,60.0,3.0,5.0,43.0,76.0,78.0,84.0,111.0,116.0,102.0,47.0,188.0,122.0,90.0,73.0,26.0,12.0,0.6588235294117647,0.6458333333333334,0.7241630276564777,0.5290215588723052,0.6898148148148148,0.7142857142857143,0.75,0.6166666666666667,0.6,0.5657894736842105,0.9285714285714286,0.9568965517241379,2.1702127659574466,1.540983606557377,1.2328767123287672,2.1666666666666665,H
Newcastle,Swansea,P Dowd,15661.0,1.0,1.0434782608695652,1.0,2.0,2.0,-3.0,1.0,3.0,1.0,0.0,-2.40996622825514,0.5845824411134903,0.7208271787296898,6.0,7.0,57.0,66.0,28.0,42.0,214.9,269.2000000000002,273.0,488.0,467.0,677.0,4.0,5.0,10.0,14.0,33.0,39.0,1.0,3.0,41.0,55.0,101.0,81.0,132.0,102.0,105.0,85.0,226.0,176.0,65.0,86.0,23.0,14.0,0.8636363636363636,0.6666666666666666,0.7982912332838032,0.5594262295081968,0.689807976366322,0.8,0.7142857142857143,0.8461538461538461,0.3333333333333333,0.7454545454545455,1.2469135802469136,1.2941176470588236,1.2352941176470589,1.2840909090909092,0.7558139534883721,1.6428571428571428,A
Man City,Aston Villa,J Moss,15661.0,16.0,1.8421052631578947,4.0,1.0,0.0,6.0,1.0,1.0,3.0,-3.0,28.782777057943917,0.7625298329355609,0.5594405594405595,6.0,6.0,91.0,43.0,50.0,27.0,297.2000000000001,209.80000000000027,639.0,320.0,838.0,572.0,4.0,4.0,18.0,7.0,61.0,25.0,5.0,4.0,72.0,37.0,72.0,88.0,90.0,126.0,68.0,103.0,138.0,262.0,57.0,92.0,12.0,24.0,2.116279069767442,1.8518518518518519,1.4165872259294554,1.996875,1.465034965034965,1.0,2.5714285714285716,2.44,1.25,1.945945945945946,0.8181818181818182,0.7142857142857143,0.6601941747572816,0.5267175572519084,0.6195652173913043,0.5,H
Liverpool,Wigan,K Friend,15661.0,1.0,1.0476190476190477,1.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,3.3789131920710886,0.7142857142857143,0.7093596059113301,5.0,7.0,80.0,58.0,40.0,36.0,285.7000000000002,267.70000000000005,575.0,432.0,805.0,609.0,4.0,7.0,10.0,9.0,46.0,33.0,4.0,4.0,68.0,45.0,116.0,82.0,154.0,105.0,82.0,88.0,155.0,176.0,72.0,81.0,9.0,22.0,1.3793103448275863,1.1111111111111112,1.067239447142324,1.3310185185185186,1.3218390804597702,0.5714285714285714,1.1111111111111112,1.393939393939394,1.0,1.511111111111111,1.4146341463414633,1.4666666666666666,0.9318181818181818,0.8806818181818182,0.8888888888888888,0.4090909090909091,H
Arsenal,Tottenham,H Webb,15661.0,-1.0,0.9629629629629629,2.0,1.0,2.0,1.0,2.0,0.0,3.0,-1.0,3.3715471456647954,0.7819634703196348,0.6914498141263941,7.0,6.0,76.0,76.0,44.0,42.0,315.9000000000001,234.99999999999991,685.0,372.0,876.0,538.0,7.0,7.0,14.0,7.0,44.0,40.0,6.0,4.0,63.0,59.0,89.0,89.0,131.0,109.0,64.0,140.0,126.0,241.0,64.0,119.0,7.0,10.0,1.0,1.0476190476190477,1.344255319148937,1.8413978494623655,1.6282527881040891,1.0,2.0,1.1,1.5,1.0677966101694916,1.0,1.201834862385321,0.45714285714285713,0.5228215767634855,0.5378151260504201,0.7,H
QPR,Southampton,M Dean,15661.0,-1.0,0.9333333333333333,0.0,2.0,3.0,-3.0,0.0,2.0,3.0,-6.0,-1.219829059829065,0.7044247787610619,0.6507246376811594,7.0,7.0,71.0,55.0,35.0,26.0,256.6000000000002,260.39999999999975,398.0,449.0,565.0,690.0,2.0,5.0,7.0,8.0,34.0,39.0,3.0,4.0,56.0,45.0,89.0,101.0,122.0,122.0,97.0,70.0,186.0,136.0,74.0,79.0,24.0,15.0,1.290909090909091,1.3461538461538463,0.985407066052229,0.8864142538975501,0.8188405797101449,0.4,0.875,0.8717948717948718,0.75,1.2444444444444445,0.8811881188118812,1.0,1.3857142857142857,1.3676470588235294,0.9367088607594937,1.6,A
