home,away,Referee,time,HRestTime,ARestTime,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_Poss_Acc,A_Poss_Acc,H_atkPass_tot_Acc,A_atkPass_tot_Acc,H_atkPass_Ok_Acc,A_atkPass_OK_Acc,H_ins_Acc,A_ins_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,y
Tottenham,Norwich,L Mason,15962.0,13.0,14.0,96.0,59.0,45.0,25.0,297.9000000000001,224.30000000000007,790.0,633.0,569.0,410.0,72.0,79.0,16.0,1.6666666666666667,4.0,0.0,1.0,3.0,3.0,1.0,1.0,5.0,4.949282639885219,H
Stoke,Man City,M Clattenburg,15962.0,14.0,14.0,52.0,87.0,20.0,47.0,219.1,313.50000000000006,549.0,885.0,335.0,673.0,61.0,50.0,-20.0,0.5,2.0,1.0,2.0,0.0,3.0,0.0,2.0,6.0,-3.6506077546633477,D
Sunderland,Arsenal,M Atkinson,15962.0,13.0,13.0,49.0,74.0,17.0,31.0,208.99999999999991,257.80000000000007,559.0,712.0,320.0,518.0,47.0,75.0,-27.0,0.41304347826086957,0.0,2.0,3.0,-4.0,4.0,0.0,1.0,5.0,-34.27738814443481,A
Aston Villa,Newcastle,M Dean,15962.0,16.0,14.0,50.0,62.0,19.0,19.0,203.6000000000002,240.00000000000009,576.0,573.0,353.0,353.0,109.0,69.0,0.0,1.0,1.0,1.0,3.0,-1.0,2.0,1.0,2.0,-3.0,-3.3449460136893947,A
Fulham,West Brom,L Probert,15962.0,14.0,13.0,42.0,51.0,24.0,17.0,218.59999999999988,213.69999999999982,436.0,623.0,280.0,400.0,52.0,45.0,5.0,1.2777777777777777,2.0,0.0,3.0,-1.0,0.0,2.0,3.0,-7.0,9.096791402606371,D
Everton,Chelsea,H Webb,15962.0,14.0,14.0,93.0,76.0,39.0,30.0,313.5,265.69999999999993,919.0,752.0,721.0,523.0,68.0,43.0,-11.0,0.7380952380952381,1.0,3.0,1.0,1.0,4.0,1.0,0.0,5.0,-19.225583864366147,H
Southampton,West Ham,A Marriner,15963.0,15.0,9.0,61.0,61.0,27.0,19.0,304.69999999999993,217.00000000000009,694.0,605.0,469.0,359.0,53.0,52.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5633784624961109,D
Swansea,Liverpool,M Oliver,15964.0,15.0,15.0,60.0,88.0,28.0,51.0,276.4000000000001,268.9000000000001,664.0,766.0,494.0,554.0,89.0,64.0,-19.0,0.525,1.0,0.0,4.0,-6.0,5.0,0.0,0.0,6.0,-34.131047819571116,D
Liverpool,Southampton,N Swarbrick,15969.0,4.0,6.0,80.0,61.0,42.0,22.0,258.4000000000001,299.39999999999986,736.0,678.0,526.0,454.0,57.0,53.0,16.0,1.64,4.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,24.03889961389961,A
Norwich,Aston Villa,C Foy,15969.0,7.0,7.0,52.0,48.0,18.0,13.0,207.20000000000007,215.1000000000002,590.0,594.0,365.0,345.0,78.0,88.0,-3.0,0.8846153846153846,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-1.0,5.9258015719543415,A
Chelsea,Fulham,A Marriner,15969.0,2.0,7.0,87.0,44.0,27.0,18.0,265.39999999999986,226.7999999999999,775.0,449.0,540.0,288.0,44.0,44.0,18.0,1.7826086956521738,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,19.680741132264238,H
West Brom,Sunderland,P Dowd,15969.0,7.0,7.0,55.0,61.0,16.0,14.0,205.19999999999982,203.59999999999988,599.0,566.0,375.0,330.0,49.0,49.0,3.0,1.1875,0.0,3.0,2.0,-3.0,0.0,1.0,4.0,-6.0,10.211369224670346,H
West Ham,Everton,L Mason,15969.0,6.0,6.0,60.0,81.0,18.0,31.0,223.00000000000009,292.3,603.0,839.0,359.0,637.0,53.0,66.0,-8.0,0.7575757575757576,2.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,-8.258158050570515,A
Man City,Man United,H Webb,15970.0,4.0,4.0,70.0,69.0,30.0,29.0,310.00000000000006,283.5000000000001,820.0,758.0,603.0,557.0,54.0,92.0,-4.0,0.9047619047619048,2.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,-15.235575719649553,H
Arsenal,Stoke,M Dean,15970.0,3.0,8.0,69.0,57.0,25.0,20.0,279.70000000000005,228.5,769.0,561.0,570.0,354.0,62.0,55.0,28.0,2.3333333333333335,4.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,19.94936522285097,H
Southampton,Crystal Palace,M Atkinson,15976.0,3.0,6.0,62.0,49.0,22.0,15.0,281.0999999999999,225.19999999999985,637.0,468.0,411.0,269.0,60.0,66.0,8.0,1.4210526315789473,2.0,2.0,1.0,1.0,1.0,0.0,4.0,-4.0,19.692808586762084,H
Swansea,Arsenal,M Clattenburg,15976.0,2.0,2.0,68.0,76.0,30.0,30.0,279.6000000000001,280.8,637.0,757.0,470.0,581.0,87.0,63.0,-28.0,0.42857142857142855,2.0,1.0,2.0,0.0,4.0,0.0,1.0,5.0,-25.3262425471377,A
Tottenham,Chelsea,M Dean,15976.0,3.0,3.0,102.0,93.0,30.0,27.0,295.1,286.2999999999998,861.0,838.0,632.0,592.0,64.0,33.0,3.0,1.0731707317073171,4.0,0.0,1.0,4.0,3.0,1.0,1.0,4.0,4.172640931059497,D
Man United,West Brom,M Oliver,15976.0,2.0,2.0,71.0,53.0,24.0,12.0,277.30000000000007,223.89999999999972,782.0,588.0,569.0,368.0,89.0,54.0,20.0,1.9523809523809523,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,16.676816907886995,A
Fulham,Cardiff,C Pawson,15976.0,3.0,3.0,40.0,41.0,13.0,10.0,226.7999999999999,213.7,468.0,467.0,299.0,287.0,53.0,71.0,2.0,1.0952380952380953,1.0,1.0,3.0,-4.0,1.0,2.0,2.0,-2.0,-6.277178388949331,A
Aston Villa,Man City,M Jones,15976.0,3.0,3.0,59.0,76.0,15.0,30.0,204.9000000000002,291.30000000000007,542.0,771.0,304.0,560.0,69.0,57.0,-10.0,0.7368421052631579,2.0,0.0,3.0,0.0,3.0,1.0,1.0,8.0,-9.512553075935624,H
Hull,West Ham,K Friend,15976.0,3.0,3.0,50.0,48.0,15.0,7.0,213.69999999999973,212.40000000000006,494.0,581.0,296.0,327.0,88.0,54.0,-2.0,0.92,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,0.0,5.255710845560195,H
Stoke,Norwich,A Taylor,15977.0,3.0,4.0,59.0,52.0,20.0,12.0,241.1,231.70000000000007,594.0,668.0,390.0,419.0,46.0,83.0,-2.0,0.9130434782608695,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-3.0,7.570437114554764,A
Sunderland,Liverpool,H Webb,15977.0,4.0,3.0,62.0,63.0,10.0,27.0,217.69999999999987,247.30000000000013,581.0,667.0,341.0,453.0,47.0,63.0,-25.0,0.34210526315789475,0.0,1.0,4.0,-8.0,3.0,1.0,1.0,2.0,-35.2993501281602,A
Everton,Newcastle,P Dowd,15978.0,5.0,4.0,75.0,77.0,26.0,20.0,298.0,252.1000000000001,826.0,626.0,620.0,417.0,58.0,69.0,7.0,1.25,2.0,3.0,0.0,2.0,2.0,1.0,2.0,-3.0,13.154818287445025,H
Hull,Aston Villa,M Clattenburg,15983.0,7.0,7.0,52.0,58.0,15.0,15.0,206.19999999999973,202.0000000000002,501.0,530.0,287.0,301.0,75.0,66.0,-6.0,0.8064516129032258,3.0,1.0,1.0,1.0,2.0,0.0,3.0,-1.0,4.083823643659272,D
Cardiff,Newcastle,K Friend,15983.0,7.0,4.0,51.0,87.0,13.0,25.0,208.7,265.80000000000007,518.0,681.0,337.0,460.0,74.0,74.0,-2.0,0.92,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,7.40025409373235,A
Fulham,Stoke,R East,15983.0,7.0,6.0,44.0,57.0,17.0,17.0,233.19999999999987,252.2,509.0,630.0,326.0,408.0,52.0,44.0,0.0,1.0,0.0,1.0,4.0,-6.0,2.0,1.0,2.0,-1.0,-15.866695776932197,H
Liverpool,Crystal Palace,A Taylor,15983.0,6.0,7.0,52.0,52.0,22.0,12.0,245.80000000000013,222.5999999999998,600.0,489.0,406.0,286.0,62.0,70.0,22.0,2.2222222222222223,3.0,1.0,1.0,3.0,1.0,0.0,4.0,-5.0,31.499569757727656,H
Sunderland,Man United,C Foy,15983.0,6.0,2.0,65.0,70.0,12.0,23.0,206.09999999999985,290.10000000000014,583.0,840.0,352.0,616.0,48.0,87.0,-26.0,0.3157894736842105,0.0,1.0,4.0,-9.0,1.0,1.0,3.0,-3.0,-22.124444340113314,A
Man City,Everton,J Moss,15983.0,2.0,4.0,76.0,74.0,26.0,27.0,294.50000000000006,280.8,796.0,787.0,585.0,579.0,52.0,55.0,2.0,1.0571428571428572,2.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,-12.990799166170554,H
West Brom,Arsenal,L Mason,15984.0,8.0,4.0,54.0,70.0,15.0,30.0,218.09999999999974,258.5,573.0,741.0,372.0,557.0,55.0,68.0,-27.0,0.47058823529411764,2.0,2.0,1.0,2.0,5.0,0.0,0.0,8.0,-27.01151392818853,D
Tottenham,West Ham,L Probert,15984.0,2.0,8.0,97.0,48.0,32.0,8.0,290.4000000000001,227.70000000000007,821.0,591.0,601.0,337.0,61.0,59.0,19.0,1.76,3.0,1.0,1.0,3.0,0.0,2.0,3.0,-3.0,29.968677203189188,A
Norwich,Chelsea,N Swarbrick,15984.0,7.0,4.0,52.0,82.0,13.0,27.0,242.90000000000006,281.39999999999986,700.0,770.0,433.0,523.0,76.0,35.0,-16.0,0.6097560975609756,2.0,0.0,3.0,-2.0,2.0,2.0,1.0,2.0,-18.600088725286273,A
Southampton,Swansea,M Dean,15984.0,8.0,2.0,67.0,61.0,23.0,27.0,288.5999999999999,284.4000000000001,707.0,661.0,472.0,480.0,58.0,93.0,10.0,1.5,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,9.890556235550122,H
Newcastle,Liverpool,A Marriner,15997.0,14.0,14.0,91.0,60.0,35.0,28.0,253.30000000000013,254.20000000000007,655.0,641.0,439.0,451.0,88.0,60.0,-17.0,0.5952380952380952,3.0,0.0,2.0,1.0,3.0,1.0,1.0,4.0,-15.605011441647594,D
Arsenal,Norwich,L Probert,15997.0,13.0,13.0,66.0,53.0,28.0,12.0,260.6,226.40000000000006,764.0,638.0,585.0,390.0,70.0,73.0,25.0,2.0416666666666665,4.0,1.0,0.0,6.0,2.0,0.0,3.0,-3.0,31.82513125325177,H
Chelsea,Cardiff,A Taylor,15997.0,13.0,14.0,89.0,50.0,32.0,9.0,267.39999999999986,236.0,757.0,584.0,522.0,373.0,40.0,70.0,22.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,-1.0,22.18020037397693,H
Man United,Southampton,M Jones,15997.0,13.0,13.0,70.0,62.0,26.0,21.0,297.50000000000017,264.3999999999999,883.0,661.0,656.0,430.0,86.0,59.0,6.0,1.1875,2.0,0.0,3.0,-2.0,3.0,1.0,1.0,4.0,-10.131675020885552,D
Swansea,Sunderland,C Pawson,15997.0,13.0,13.0,71.0,63.0,29.0,11.0,289.60000000000014,210.09999999999985,734.0,621.0,552.0,384.0,93.0,44.0,8.0,1.6666666666666667,2.0,1.0,2.0,1.0,0.0,0.0,5.0,-10.0,21.05742617413098,H
West Ham,Man City,M Oliver,15997.0,13.0,14.0,58.0,72.0,12.0,27.0,222.10000000000008,279.1000000000001,562.0,779.0,325.0,579.0,69.0,58.0,-14.0,0.6410256410256411,1.0,1.0,3.0,0.0,3.0,1.0,1.0,6.0,-21.897560283920495,A
Stoke,West Brom,H Webb,15997.0,14.0,13.0,59.0,59.0,15.0,17.0,258.4,224.49999999999974,637.0,625.0,418.0,423.0,51.0,59.0,-5.0,0.8,1.0,1.0,3.0,-3.0,2.0,2.0,1.0,2.0,-14.557211175850961,D
Everton,Hull,N Swarbrick,15997.0,14.0,14.0,58.0,52.0,23.0,15.0,263.9,212.3999999999997,717.0,498.0,515.0,274.0,56.0,63.0,9.0,1.36,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,7.667583617751919,H
Aston Villa,Tottenham,P Dowd,15998.0,15.0,14.0,69.0,92.0,16.0,31.0,226.30000000000018,303.6,542.0,834.0,315.0,612.0,62.0,64.0,-10.0,0.7560975609756098,2.0,1.0,2.0,0.0,2.0,1.0,2.0,-1.0,-3.516520415068797,A
Crystal Palace,Fulham,L Mason,15999.0,16.0,16.0,49.0,37.0,9.0,12.0,211.19999999999982,231.19999999999985,538.0,509.0,331.0,321.0,87.0,59.0,-6.0,0.7391304347826086,1.0,0.0,4.0,-6.0,1.0,1.0,3.0,-3.0,-6.240917201097481,A
Southampton,Fulham,A Marriner,16004.0,7.0,4.0,69.0,43.0,26.0,16.0,260.2999999999999,239.09999999999985,670.0,541.0,431.0,351.0,64.0,63.0,5.0,1.2,3.0,2.0,0.0,5.0,2.0,1.0,2.0,1.0,15.18725222609369,H
Norwich,Cardiff,M Jones,16004.0,7.0,7.0,50.0,59.0,14.0,11.0,227.90000000000006,233.7,619.0,609.0,387.0,385.0,73.0,60.0,2.0,1.0952380952380953,1.0,0.0,4.0,-7.0,1.0,1.0,3.0,-4.0,-1.4222029356796781,D
Man United,Stoke,L Mason,16004.0,2.0,7.0,72.0,53.0,27.0,13.0,286.8000000000002,252.99999999999997,865.0,621.0,638.0,397.0,88.0,67.0,18.0,2.0,2.0,1.0,2.0,-1.0,0.0,2.0,3.0,-4.0,15.891386073880348,H
Crystal Palace,Arsenal,C Foy,16004.0,4.0,3.0,46.0,74.0,7.0,34.0,207.09999999999974,273.5,564.0,833.0,350.0,654.0,86.0,66.0,-33.0,0.32653061224489793,0.0,0.0,5.0,-11.0,4.0,1.0,0.0,8.0,-48.78618026920914,A
Aston Villa,Everton,A Taylor,16004.0,6.0,7.0,67.0,59.0,15.0,26.0,216.0000000000002,267.79999999999995,517.0,715.0,286.0,488.0,62.0,56.0,-9.0,0.7567567567567568,2.0,1.0,2.0,-1.0,4.0,0.0,1.0,2.0,-14.841854261611743,A
Liverpool,West Brom,J Moss,16004.0,7.0,7.0,73.0,61.0,30.0,21.0,273.50000000000006,232.79999999999973,762.0,576.0,572.0,379.0,52.0,65.0,20.0,1.8695652173913044,2.0,2.0,1.0,3.0,2.0,3.0,0.0,4.0,5.99031746031746,H
Tottenham,Hull,M Oliver,16005.0,2.0,8.0,91.0,54.0,33.0,14.0,309.9,203.79999999999973,829.0,480.0,607.0,265.0,65.0,65.0,17.0,1.7083333333333333,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,10.948933176278317,H
Swansea,West Ham,P Dowd,16005.0,2.0,7.0,73.0,60.0,31.0,14.0,295.4000000000001,215.1000000000001,767.0,560.0,588.0,324.0,89.0,75.0,-5.0,0.8,2.0,1.0,2.0,3.0,1.0,1.0,3.0,-1.0,-0.5471357627879456,D
Chelsea,Man City,H Webb,16005.0,4.0,3.0,101.0,76.0,35.0,30.0,287.8999999999998,282.9000000000001,793.0,787.0,555.0,602.0,39.0,56.0,2.0,1.0476190476190477,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,-0.48442593854412763,H
Sunderland,Newcastle,L Probert,16005.0,8.0,8.0,59.0,81.0,10.0,30.0,196.29999999999984,237.20000000000007,543.0,586.0,330.0,376.0,55.0,88.0,-14.0,0.46153846153846156,0.0,0.0,5.0,-12.0,2.0,1.0,2.0,0.0,-22.57913043478262,H
West Brom,Crystal Palace,N Swarbrick,16011.0,7.0,7.0,64.0,55.0,20.0,11.0,234.5999999999998,204.99999999999974,598.0,628.0,401.0,398.0,75.0,89.0,5.0,1.3333333333333333,2.0,2.0,1.0,1.0,0.0,0.0,5.0,-11.0,24.219044593162337,H
Fulham,Man United,L Probert,16011.0,3.0,3.0,32.0,72.0,14.0,25.0,216.29999999999984,293.1000000000002,467.0,907.0,287.0,683.0,71.0,80.0,-14.0,0.6111111111111112,2.0,0.0,3.0,-1.0,2.0,1.0,2.0,-2.0,-10.367791164018207,A
Man City,Norwich,P Dowd,16011.0,2.0,3.0,81.0,77.0,33.0,23.0,279.50000000000006,257.4000000000001,827.0,686.0,634.0,446.0,54.0,64.0,18.0,1.8571428571428572,3.0,0.0,2.0,5.0,1.0,1.0,3.0,-5.0,21.441967588121685,H
Arsenal,Liverpool,M Atkinson,16011.0,3.0,7.0,70.0,79.0,32.0,32.0,266.6,287.2000000000001,859.0,833.0,656.0,632.0,70.0,64.0,6.0,1.1395348837209303,4.0,1.0,0.0,8.0,3.0,1.0,1.0,6.0,11.83479135105695,H
West Ham,Aston Villa,H Webb,16011.0,3.0,7.0,69.0,71.0,17.0,17.0,206.80000000000013,208.2000000000002,561.0,470.0,325.0,256.0,79.0,58.0,-2.0,0.9285714285714286,1.0,1.0,3.0,-1.0,2.0,1.0,2.0,-2.0,-6.3698371460024354,D
Hull,Sunderland,A Marriner,16011.0,2.0,6.0,46.0,50.0,13.0,12.0,191.59999999999974,213.99999999999986,453.0,535.0,244.0,318.0,60.0,57.0,8.0,1.5333333333333334,2.0,1.0,2.0,0.0,1.0,0.0,4.0,-9.0,12.338889651300608,H
Newcastle,Chelsea,L Mason,16011.0,2.0,3.0,80.0,91.0,26.0,34.0,243.60000000000008,276.89999999999986,574.0,756.0,367.0,536.0,83.0,40.0,-24.0,0.48936170212765956,1.0,1.0,3.0,-2.0,4.0,1.0,0.0,8.0,-41.4090022172949,H
Stoke,Southampton,C Foy,16011.0,3.0,6.0,52.0,74.0,15.0,27.0,244.19999999999996,267.7999999999999,574.0,683.0,356.0,451.0,75.0,59.0,-15.0,0.5454545454545454,0.0,1.0,4.0,-5.0,4.0,1.0,0.0,7.0,-34.993455831608,D
Cardiff,Swansea,M Dean,16012.0,8.0,6.0,55.0,66.0,13.0,28.0,219.2,303.50000000000017,561.0,751.0,353.0,569.0,57.0,80.0,0.0,1.0,1.0,1.0,3.0,-4.0,2.0,1.0,2.0,3.0,-4.07190476190476,H
Everton,Tottenham,K Friend,16012.0,8.0,3.0,63.0,83.0,25.0,32.0,277.4,307.1,739.0,770.0,509.0,561.0,53.0,63.0,-1.0,0.975609756097561,4.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,4.063405060951688,D
Aston Villa,Cardiff,M Atkinson,16018.0,7.0,5.0,63.0,58.0,15.0,16.0,213.0000000000002,228.2,475.0,586.0,254.0,377.0,62.0,56.0,6.0,1.2608695652173914,1.0,2.0,2.0,-3.0,2.0,1.0,2.0,-2.0,4.146936278753746,H
Chelsea,West Brom,L Probert,16018.0,2.0,7.0,78.0,60.0,26.0,20.0,273.39999999999986,230.29999999999973,715.0,618.0,483.0,403.0,46.0,82.0,21.0,1.9130434782608696,3.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,12.708148911065749,D
Crystal Palace,Everton,C Pawson,16018.0,7.0,6.0,58.0,61.0,14.0,22.0,211.79999999999973,267.2,597.0,725.0,369.0,490.0,93.0,58.0,-24.0,0.3684210526315789,0.0,0.0,5.0,-11.0,3.0,1.0,1.0,2.0,-37.97140903756724,D
Liverpool,Fulham,M Jones,16018.0,6.0,7.0,81.0,43.0,31.0,19.0,277.50000000000006,227.69999999999985,826.0,533.0,638.0,345.0,65.0,65.0,19.0,1.9047619047619047,3.0,1.0,1.0,5.0,2.0,0.0,3.0,-1.0,23.34520830097778,H
Norwich,West Ham,J Moss,16018.0,7.0,7.0,72.0,77.0,23.0,20.0,224.90000000000006,228.40000000000015,582.0,654.0,373.0,418.0,64.0,80.0,-3.0,0.875,1.0,1.0,3.0,-11.0,1.0,2.0,2.0,0.0,-6.234843338754867,H
Southampton,Hull,H Webb,16018.0,2.0,7.0,72.0,59.0,22.0,10.0,283.89999999999986,222.89999999999972,681.0,589.0,454.0,368.0,63.0,46.0,9.0,1.36,3.0,2.0,0.0,6.0,2.0,1.0,2.0,0.0,14.848654266134623,H
Tottenham,Newcastle,C Foy,16019.0,2.0,8.0,70.0,80.0,26.0,32.0,291.4,221.40000000000006,711.0,534.0,500.0,344.0,75.0,91.0,13.0,1.5,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,11.981383399209477,A
Sunderland,Man City,M Dean,16019.0,3.0,4.0,52.0,90.0,13.0,37.0,198.09999999999985,306.2000000000001,514.0,942.0,296.0,741.0,55.0,56.0,-25.0,0.358974358974359,1.0,0.0,4.0,-7.0,3.0,0.0,2.0,9.0,-23.6714403908912,H
Man United,Arsenal,M Oliver,16019.0,4.0,3.0,68.0,66.0,26.0,31.0,287.7000000000002,270.6,835.0,966.0,619.0,735.0,84.0,69.0,-16.0,0.6923076923076923,3.0,1.0,1.0,3.0,4.0,1.0,0.0,8.0,-23.57227101366863,H
Swansea,Stoke,R Madley,16019.0,2.0,8.0,61.0,52.0,24.0,15.0,301.60000000000014,233.79999999999995,742.0,534.0,552.0,310.0,73.0,84.0,-1.0,0.9473684210526315,1.0,1.0,3.0,0.0,0.0,2.0,3.0,-3.0,-0.07991718426501393,D
West Ham,Chelsea,C Foy,16032.0,13.0,14.0,71.0,84.0,19.0,28.0,222.60000000000016,294.6999999999999,651.0,847.0,417.0,606.0,80.0,46.0,-18.0,0.5714285714285714,1.0,2.0,2.0,-1.0,3.0,1.0,1.0,4.0,-16.77992242116314,A
Newcastle,Norwich,M Dean,16032.0,13.0,13.0,73.0,79.0,30.0,26.0,205.90000000000006,227.60000000000008,481.0,565.0,289.0,371.0,84.0,64.0,3.0,1.1304347826086956,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-10.0,12.142860538945982,H
Arsenal,Southampton,M Clattenburg,16032.0,12.0,14.0,66.0,75.0,29.0,26.0,288.6,283.5999999999999,1048.0,657.0,806.0,417.0,63.0,72.0,13.0,1.3611111111111112,3.0,1.0,1.0,6.0,3.0,2.0,0.0,7.0,5.780050656626287,H
Everton,Liverpool,P Dowd,16032.0,14.0,14.0,58.0,98.0,17.0,35.0,290.2,290.9000000000001,783.0,950.0,541.0,744.0,58.0,69.0,-4.0,0.9,2.0,2.0,1.0,1.0,3.0,1.0,1.0,7.0,-3.4605003587991163,D
Fulham,Swansea,A Marriner,16032.0,14.0,12.0,38.0,68.0,15.0,27.0,211.8999999999998,308.2000000000002,512.0,729.0,336.0,557.0,82.0,77.0,-1.0,0.9473684210526315,2.0,0.0,3.0,-4.0,1.0,2.0,2.0,1.0,-0.7964975845410578,A
Hull,Crystal Palace,A Taylor,16032.0,14.0,14.0,60.0,59.0,10.0,16.0,221.29999999999973,199.79999999999973,581.0,545.0,362.0,337.0,57.0,105.0,10.0,1.7142857142857142,1.0,1.0,3.0,-4.0,0.0,1.0,4.0,-9.0,11.111356899069282,A
Stoke,Sunderland,K Friend,16032.0,12.0,13.0,50.0,34.0,17.0,10.0,212.89999999999995,188.79999999999984,506.0,442.0,284.0,231.0,91.0,67.0,3.0,1.1764705882352942,0.0,3.0,2.0,-2.0,2.0,0.0,3.0,-4.0,-7.622550942573822,H
Cardiff,Man United,N Swarbrick,16033.0,15.0,13.0,44.0,59.0,14.0,22.0,233.7,269.1000000000002,566.0,776.0,357.0,561.0,59.0,87.0,-14.0,0.6111111111111112,1.0,1.0,3.0,-5.0,4.0,1.0,0.0,5.0,-26.000212600466682,D
Man City,Tottenham,M Atkinson,16033.0,14.0,14.0,94.0,89.0,34.0,36.0,302.60000000000014,303.2,1019.0,709.0,822.0,496.0,63.0,77.0,0.0,1.0,3.0,0.0,2.0,9.0,2.0,1.0,2.0,-1.0,-0.06447984447984112,H
West Brom,Aston Villa,M Oliver,16034.0,16.0,16.0,59.0,72.0,19.0,17.0,221.59999999999974,222.80000000000018,599.0,512.0,384.0,283.0,91.0,61.0,-8.0,0.7241379310344828,1.0,3.0,1.0,-1.0,1.0,2.0,2.0,-2.0,-2.092378117634965,D
West Ham,Fulham,M Atkinson,16039.0,6.0,7.0,63.0,38.0,15.0,16.0,228.30000000000015,204.3999999999998,704.0,497.0,462.0,317.0,74.0,82.0,6.0,1.4,0.0,2.0,3.0,-7.0,1.0,0.0,4.0,-6.0,7.344036303132416,H
Norwich,Crystal Palace,C Foy,16039.0,7.0,7.0,75.0,57.0,25.0,16.0,233.80000000000007,198.4999999999998,565.0,514.0,349.0,300.0,54.0,105.0,6.0,1.375,1.0,1.0,3.0,-9.0,1.0,1.0,3.0,-6.0,2.192836666439156,H
Everton,Stoke,M Jones,16039.0,7.0,7.0,70.0,51.0,25.0,19.0,295.5,206.99999999999997,821.0,502.0,571.0,285.0,60.0,84.0,12.0,1.5454545454545454,2.0,3.0,0.0,3.0,1.0,3.0,1.0,1.0,13.899983032568173,H
Cardiff,Arsenal,L Mason,16039.0,5.0,3.0,50.0,61.0,16.0,28.0,226.3,282.00000000000006,543.0,1061.0,347.0,803.0,56.0,68.0,-27.0,0.4489795918367347,1.0,2.0,2.0,-4.0,4.0,0.0,1.0,8.0,-28.10008956560681,A
Aston Villa,Sunderland,N Swarbrick,16039.0,4.0,7.0,69.0,39.0,20.0,11.0,216.30000000000015,201.49999999999986,536.0,429.0,299.0,241.0,66.0,63.0,11.0,1.6875,1.0,2.0,2.0,-2.0,2.0,0.0,3.0,-5.0,1.9428356332239751,D
Newcastle,West Brom,P Dowd,16039.0,7.0,4.0,74.0,58.0,25.0,19.0,212.20000000000007,228.89999999999972,478.0,609.0,293.0,376.0,80.0,82.0,8.0,1.380952380952381,3.0,1.0,1.0,3.0,1.0,3.0,1.0,-1.0,11.724936240032303,H
Tottenham,Man United,M Dean,16040.0,2.0,3.0,88.0,62.0,37.0,21.0,295.5,256.6000000000002,697.0,663.0,489.0,471.0,77.0,83.0,5.0,1.1470588235294117,2.0,1.0,2.0,-4.0,3.0,2.0,0.0,4.0,-6.619883040935669,D
Hull,Liverpool,H Webb,16040.0,8.0,8.0,69.0,96.0,11.0,33.0,238.69999999999973,279.2000000000001,649.0,880.0,409.0,671.0,59.0,77.0,-18.0,0.5609756097560976,1.0,0.0,4.0,-5.0,2.0,2.0,1.0,5.0,-29.396433867388975,H
Chelsea,Southampton,M Oliver,16040.0,4.0,8.0,82.0,73.0,28.0,26.0,294.5999999999999,291.89999999999986,809.0,679.0,576.0,430.0,45.0,69.0,12.0,1.3636363636363635,3.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,8.23545930229799,H
Man City,Swansea,M Clattenburg,16040.0,3.0,2.0,97.0,72.0,38.0,25.0,294.9000000000001,313.9000000000001,939.0,741.0,750.0,569.0,71.0,72.0,17.0,1.7727272727272727,3.0,0.0,2.0,13.0,2.0,2.0,1.0,4.0,8.370021498968875,H
Crystal Palace,West Ham,L Mason,16042.0,3.0,3.0,56.0,75.0,15.0,25.0,192.5999999999998,238.70000000000027,540.0,729.0,310.0,483.0,105.0,61.0,-8.0,0.6521739130434783,1.0,1.0,3.0,-4.0,1.0,2.0,2.0,-2.0,-4.431190238333102,H
West Brom,Man City,C Foy,16043.0,3.0,2.0,60.0,103.0,15.0,36.0,225.4999999999998,278.30000000000007,620.0,928.0,382.0,754.0,72.0,67.0,-18.0,0.5384615384615384,1.0,2.0,2.0,-2.0,3.0,0.0,2.0,14.0,-11.319982183593986,A
Stoke,Cardiff,M Oliver,16043.0,4.0,4.0,46.0,47.0,19.0,17.0,203.29999999999995,235.1,507.0,552.0,293.0,339.0,81.0,62.0,1.0,1.0476190476190477,1.0,2.0,2.0,-3.0,1.0,2.0,2.0,-4.0,0.8841726725337935,D
