home,away,Referee,time,HRestTime,ARestTime,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_Poss_Acc,A_Poss_Acc,H_atkPass_tot_Acc,A_atkPass_tot_Acc,H_atkPass_Ok_Acc,A_atkPass_OK_Acc,H_ins_Acc,A_ins_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,y
Reading,Man United,M Halsey,15675.0,3.0,2.0,64.0,77.0,31.0,46.0,210.90000000000003,308.10000000000014,583.0,937.0,344.0,715.0,74.0,67.0,-23.0,0.425,1.0,2.0,2.0,-1.0,4.0,0.0,1.0,4.0,-23.53626445793628,A
West Brom,Stoke,K Friend,15675.0,2.0,2.0,48.0,53.0,24.0,22.0,199.19999999999987,236.00000000000009,603.0,714.0,406.0,426.0,63.0,66.0,7.0,1.2692307692307692,4.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,6.2197679951627265,A
Liverpool,Southampton,M Oliver,15675.0,2.0,2.0,86.0,66.0,51.0,37.0,286.6000000000002,264.99999999999983,818.0,792.0,607.0,503.0,68.0,84.0,4.0,1.2105263157894737,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.25916330831191203,H
West Ham,Chelsea,M Atkinson,15675.0,2.0,2.0,51.0,64.0,26.0,36.0,217.70000000000007,257.6,603.0,856.0,359.0,648.0,47.0,62.0,-7.0,0.7878787878787878,1.0,2.0,2.0,-2.0,0.0,4.0,1.0,-1.0,-7.194801998826762,H
QPR,Aston Villa,H Webb,15675.0,3.0,3.0,76.0,54.0,42.0,36.0,245.1000000000002,200.80000000000027,508.0,562.0,340.0,349.0,78.0,88.0,-8.0,0.6,0.0,2.0,3.0,-5.0,2.0,1.0,2.0,-4.0,-16.12936507936508,D
Norwich,Sunderland,P Dowd,15676.0,3.0,4.0,49.0,61.0,25.0,34.0,216.30000000000018,242.89999999999992,604.0,627.0,358.0,404.0,55.0,85.0,2.0,1.0952380952380953,2.0,3.0,0.0,2.0,1.0,1.0,3.0,-2.0,17.005722185899543,H
Newcastle,Wigan,M Jones,15677.0,4.0,4.0,66.0,58.0,31.0,28.0,235.20000000000005,278.30000000000007,517.0,599.0,278.0,442.0,81.0,87.0,0.0,1.0,0.0,1.0,4.0,-5.0,2.0,0.0,3.0,-4.0,-12.139310692072833,H
Arsenal,West Brom,M Jones,15682.0,3.0,7.0,63.0,46.0,42.0,29.0,294.7000000000001,212.89999999999984,885.0,602.0,687.0,406.0,80.0,55.0,-5.0,0.84375,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,-2.2491056166056183,H
Aston Villa,Stoke,R East,15682.0,7.0,7.0,52.0,51.0,33.0,23.0,201.90000000000026,222.40000000000006,549.0,656.0,341.0,382.0,92.0,57.0,-8.0,0.7142857142857143,1.0,2.0,2.0,-5.0,4.0,1.0,0.0,4.0,-19.676812076812084,D
Southampton,Reading,J Moss,15682.0,7.0,6.0,65.0,56.0,36.0,30.0,244.59999999999985,208.80000000000004,750.0,588.0,472.0,346.0,89.0,76.0,2.0,1.125,2.0,2.0,1.0,3.0,1.0,1.0,3.0,-2.0,9.720010544263474,H
Sunderland,Chelsea,M Halsey,15682.0,5.0,2.0,66.0,69.0,39.0,38.0,237.69999999999987,267.6,613.0,888.0,386.0,663.0,85.0,60.0,-12.0,0.625,1.0,1.0,3.0,-2.0,0.0,3.0,2.0,-3.0,-9.868053227675993,A
Swansea,Norwich,H Webb,15682.0,7.0,5.0,62.0,44.0,38.0,22.0,261.3000000000002,222.30000000000015,558.0,626.0,410.0,383.0,89.0,57.0,4.0,1.16,3.0,2.0,0.0,5.0,2.0,3.0,0.0,2.0,5.012394755003445,A
Wigan,QPR,P Dowd,15682.0,4.0,7.0,60.0,70.0,28.0,42.0,279.4000000000001,243.50000000000014,568.0,543.0,433.0,373.0,87.0,83.0,8.0,1.6666666666666667,1.0,0.0,4.0,-8.0,0.0,2.0,3.0,-5.0,3.562103662103663,D
Man City,Man United,M Atkinson,15683.0,4.0,3.0,72.0,76.0,35.0,44.0,299.7999999999999,318.60000000000014,986.0,947.0,760.0,732.0,69.0,68.0,-3.0,0.9285714285714286,3.0,2.0,0.0,8.0,4.0,0.0,1.0,4.0,3.6748076840182122,A
West Ham,Liverpool,L Probert,15683.0,8.0,2.0,61.0,90.0,38.0,50.0,224.90000000000006,285.2000000000002,618.0,810.0,373.0,602.0,51.0,65.0,3.0,1.12,2.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,-0.24191607400989312,A
Everton,Tottenham,K Friend,15683.0,8.0,2.0,73.0,61.0,45.0,32.0,264.29999999999995,220.89999999999992,791.0,443.0,539.0,265.0,72.0,88.0,-3.0,0.90625,1.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,-5.482028012555393,H
Fulham,Newcastle,L Mason,15684.0,9.0,3.0,51.0,72.0,32.0,36.0,238.7,250.50000000000009,586.0,597.0,409.0,348.0,105.0,69.0,0.0,1.0,0.0,2.0,3.0,-6.0,1.0,0.0,4.0,-2.0,2.4897827875449323,H
Sunderland,Reading,N Swarbrick,15685.0,3.0,3.0,74.0,55.0,45.0,29.0,245.59999999999994,194.40000000000003,634.0,550.0,412.0,323.0,74.0,73.0,4.0,1.2666666666666666,1.0,1.0,3.0,-3.0,1.0,0.0,4.0,-3.0,6.292347156253797,H
QPR,Fulham,M Atkinson,15689.0,7.0,4.0,61.0,58.0,38.0,34.0,231.90000000000015,240.4,542.0,632.0,370.0,435.0,91.0,105.0,-13.0,0.48,0.0,3.0,2.0,-4.0,1.0,1.0,3.0,-5.0,-6.4659090909090935,H
Liverpool,Aston Villa,N Swarbrick,15689.0,5.0,3.0,97.0,51.0,53.0,31.0,289.7000000000002,227.7000000000003,847.0,588.0,620.0,367.0,62.0,79.0,7.0,1.35,3.0,1.0,1.0,4.0,1.0,3.0,1.0,-4.0,9.245151201455553,A
Newcastle,Man City,A Marriner,15689.0,4.0,6.0,78.0,72.0,40.0,38.0,255.40000000000003,294.1,620.0,972.0,369.0,751.0,76.0,73.0,-16.0,0.5789473684210527,1.0,0.0,4.0,-2.0,2.0,2.0,1.0,6.0,-28.20138087414302,A
Norwich,Wigan,L Probert,15689.0,3.0,7.0,44.0,60.0,27.0,31.0,204.80000000000015,270.2000000000001,621.0,548.0,385.0,410.0,62.0,97.0,7.0,1.35,3.0,2.0,0.0,3.0,1.0,1.0,3.0,-7.0,24.789221389656177,H
Stoke,Everton,M Halsey,15689.0,7.0,6.0,42.0,74.0,18.0,46.0,221.00000000000009,251.29999999999995,630.0,750.0,372.0,500.0,65.0,73.0,-3.0,0.9032258064516129,3.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,7.834120747406757,D
Man United,Sunderland,C Foy,15689.0,6.0,3.0,68.0,78.0,40.0,47.0,292.9000000000001,244.19999999999996,861.0,618.0,642.0,395.0,75.0,73.0,23.0,2.0952380952380953,4.0,0.0,1.0,4.0,1.0,1.0,3.0,-2.0,28.726693091424217,H
Tottenham,Swansea,M Dean,15690.0,7.0,3.0,63.0,78.0,36.0,45.0,233.19999999999993,276.50000000000017,471.0,633.0,308.0,494.0,79.0,86.0,3.0,1.1071428571428572,3.0,0.0,2.0,2.0,3.0,1.0,1.0,4.0,-3.02507753449283,H
West Brom,West Ham,P Dowd,15690.0,8.0,6.0,46.0,60.0,27.0,39.0,219.79999999999984,213.30000000000007,582.0,643.0,376.0,401.0,53.0,55.0,4.0,1.1481481481481481,2.0,0.0,3.0,-2.0,1.0,1.0,3.0,-2.0,2.1481937214831923,D
Reading,Arsenal,A Taylor,15691.0,5.0,5.0,55.0,64.0,30.0,40.0,205.50000000000003,297.30000000000007,584.0,883.0,329.0,684.0,68.0,81.0,-15.0,0.4827586206896552,0.0,0.0,5.0,-7.0,2.0,2.0,1.0,3.0,-32.39848820769873,A
Tottenham,Stoke,L Mason,15696.0,6.0,7.0,81.0,44.0,48.0,20.0,248.89999999999992,227.70000000000005,560.0,639.0,400.0,379.0,101.0,71.0,5.0,1.1785714285714286,4.0,0.0,1.0,6.0,3.0,2.0,0.0,3.0,0.8133186057546382,D
Liverpool,Fulham,M Clattenburg,15696.0,7.0,7.0,101.0,46.0,59.0,24.0,312.9000000000001,246.2,954.0,589.0,713.0,396.0,54.0,96.0,2.0,1.0833333333333333,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-4.0,9.94258987389422,H
Southampton,Sunderland,H Webb,15696.0,14.0,7.0,72.0,72.0,40.0,45.0,261.29999999999984,233.69999999999993,774.0,588.0,493.0,367.0,84.0,83.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-2.0,11.363854634843335,A
Man City,Reading,M Dean,15696.0,7.0,4.0,67.0,46.0,40.0,25.0,273.8,205.2,811.0,557.0,604.0,312.0,71.0,63.0,27.0,3.076923076923077,2.0,2.0,1.0,3.0,0.0,0.0,5.0,-9.0,40.1287568201815,H
West Brom,Norwich,M Atkinson,15696.0,5.0,7.0,57.0,50.0,31.0,32.0,239.7999999999999,215.30000000000013,590.0,646.0,389.0,397.0,55.0,67.0,2.0,1.0689655172413792,1.0,1.0,3.0,-3.0,3.0,2.0,0.0,3.0,-17.038089300056345,H
West Ham,Everton,A Taylor,15696.0,5.0,7.0,54.0,62.0,30.0,40.0,200.00000000000009,242.2,632.0,737.0,380.0,486.0,60.0,70.0,-4.0,0.8709677419354839,1.0,1.0,3.0,-2.0,1.0,4.0,0.0,1.0,-15.083526632197078,A
Wigan,Arsenal,J Moss,15696.0,7.0,4.0,63.0,76.0,34.0,47.0,270.9000000000001,298.6,530.0,914.0,395.0,708.0,105.0,79.0,-12.0,0.6129032258064516,1.0,1.0,3.0,-5.0,2.0,2.0,1.0,3.0,-19.127297741090842,A
Newcastle,QPR,K Friend,15696.0,7.0,7.0,68.0,67.0,38.0,40.0,257.1,230.0000000000002,618.0,569.0,359.0,382.0,72.0,98.0,7.0,1.5,1.0,0.0,4.0,-3.0,1.0,3.0,1.0,-1.0,-11.795665634674915,H
Swansea,Man United,M Oliver,15697.0,7.0,8.0,67.0,71.0,36.0,37.0,278.6000000000002,292.10000000000014,617.0,817.0,470.0,607.0,94.0,68.0,-19.0,0.5869565217391305,2.0,1.0,2.0,2.0,5.0,0.0,0.0,7.0,-25.74601105647795,D
Chelsea,Aston Villa,P Dowd,15697.0,3.0,8.0,68.0,50.0,40.0,29.0,279.2,222.2000000000003,876.0,618.0,656.0,386.0,62.0,82.0,12.0,1.5454545454545454,1.0,2.0,2.0,-1.0,2.0,3.0,0.0,3.0,-2.0897630147630117,H
Stoke,Liverpool,H Webb,15700.0,4.0,3.0,36.0,102.0,19.0,57.0,224.20000000000007,318.00000000000017,594.0,935.0,336.0,688.0,74.0,56.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,7.571629240324896,H
QPR,West Brom,C Foy,15700.0,4.0,4.0,62.0,58.0,38.0,33.0,233.9000000000002,238.39999999999984,532.0,557.0,347.0,363.0,83.0,47.0,-20.0,0.3939393939393939,1.0,3.0,1.0,0.0,1.0,1.0,3.0,-4.0,-2.900838158257514,A
Sunderland,Man City,K Friend,15700.0,4.0,4.0,69.0,73.0,43.0,43.0,225.89999999999992,289.4000000000001,588.0,923.0,359.0,728.0,74.0,68.0,-20.0,0.5238095238095238,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,4.0,-23.13102891089162,H
Reading,Swansea,M Jones,15700.0,4.0,3.0,41.0,64.0,20.0,38.0,187.0,269.4000000000002,504.0,582.0,271.0,442.0,70.0,77.0,-15.0,0.4444444444444444,0.0,0.0,5.0,-9.0,2.0,1.0,2.0,2.0,-26.438500976827182,D
Norwich,Chelsea,J Moss,15700.0,4.0,2.0,52.0,73.0,32.0,46.0,223.6000000000001,271.1,673.0,816.0,416.0,593.0,72.0,66.0,-8.0,0.7777777777777778,3.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,-3.3959810107574278,A
Everton,Wigan,L Mason,15700.0,4.0,4.0,63.0,57.0,39.0,28.0,246.6,254.50000000000009,732.0,469.0,489.0,349.0,70.0,109.0,15.0,1.8333333333333333,2.0,3.0,0.0,2.0,0.0,1.0,4.0,-7.0,32.38153437085583,H
Man United,Newcastle,M Dean,15700.0,3.0,4.0,75.0,78.0,43.0,43.0,289.3000000000001,264.80000000000007,828.0,651.0,622.0,405.0,63.0,64.0,23.0,2.0,4.0,1.0,0.0,5.0,2.0,0.0,3.0,0.0,33.69791004190317,H
Fulham,Southampton,M Oliver,15700.0,3.0,4.0,45.0,64.0,25.0,32.0,230.9,265.69999999999993,535.0,678.0,362.0,410.0,95.0,87.0,4.0,1.2105263157894737,1.0,1.0,3.0,-7.0,2.0,1.0,2.0,1.0,-5.50198641153346,D
Aston Villa,Tottenham,M Clattenburg,15700.0,2.0,4.0,47.0,77.0,25.0,49.0,228.2000000000003,252.69999999999993,599.0,578.0,370.0,418.0,81.0,105.0,-12.0,0.6363636363636364,2.0,2.0,1.0,-5.0,3.0,1.0,1.0,4.0,-10.110422482270284,A
Norwich,Man City,M Jones,15703.0,3.0,3.0,51.0,77.0,31.0,49.0,217.90000000000006,302.00000000000006,647.0,1018.0,403.0,816.0,76.0,67.0,-14.0,0.6585365853658537,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,-5.640877125097617,A
Fulham,Swansea,A Marriner,15703.0,3.0,3.0,47.0,61.0,20.0,34.0,241.2,276.7000000000002,588.0,598.0,368.0,441.0,87.0,71.0,-4.0,0.8518518518518519,1.0,1.0,3.0,-7.0,1.0,2.0,2.0,0.0,-10.662725652613448,A
Man United,West Brom,J Moss,15703.0,3.0,3.0,68.0,64.0,40.0,37.0,283.9000000000001,253.29999999999984,765.0,566.0,556.0,361.0,67.0,48.0,13.0,1.3714285714285714,4.0,1.0,0.0,5.0,2.0,1.0,2.0,-1.0,23.083499315862568,H
Arsenal,Newcastle,C Foy,15703.0,7.0,3.0,73.0,87.0,49.0,48.0,285.6,256.30000000000007,864.0,665.0,652.0,419.0,78.0,51.0,11.0,1.5,3.0,1.0,1.0,4.0,2.0,0.0,3.0,0.0,17.0039863749102,H
Stoke,Southampton,M Clattenburg,15703.0,2.0,3.0,32.0,54.0,20.0,25.0,209.60000000000005,265.99999999999983,574.0,696.0,322.0,440.0,76.0,105.0,11.0,1.5789473684210527,2.0,3.0,0.0,3.0,1.0,2.0,2.0,-1.0,21.19823387901191,D
Sunderland,Tottenham,L Mason,15703.0,3.0,2.0,65.0,83.0,43.0,58.0,208.49999999999997,276.7999999999999,551.0,646.0,339.0,469.0,70.0,100.0,-11.0,0.6857142857142857,3.0,0.0,2.0,1.0,3.0,1.0,1.0,7.0,-7.768032751258264,A
Aston Villa,Wigan,K Friend,15703.0,2.0,3.0,36.0,58.0,19.0,30.0,214.0000000000003,261.6,526.0,504.0,321.0,359.0,88.0,113.0,3.0,1.1764705882352942,1.0,2.0,2.0,-10.0,0.0,1.0,4.0,-6.0,13.297028156326064,A
Reading,West Ham,M Oliver,15703.0,3.0,7.0,34.0,50.0,15.0,29.0,173.2,197.10000000000008,456.0,644.0,234.0,370.0,65.0,63.0,-14.0,0.46153846153846156,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-1.0,-16.059721864032795,H
Everton,Chelsea,H Webb,15704.0,4.0,4.0,66.0,88.0,38.0,56.0,251.3,292.2999999999999,764.0,886.0,517.0,648.0,70.0,58.0,-3.0,0.9210526315789473,3.0,2.0,0.0,3.0,3.0,1.0,1.0,9.0,3.7385748589128127,A
QPR,Liverpool,A Taylor,15704.0,4.0,3.0,67.0,100.0,37.0,54.0,233.9000000000002,315.4000000000001,559.0,901.0,360.0,677.0,81.0,55.0,-15.0,0.4444444444444444,1.0,2.0,2.0,-1.0,3.0,0.0,2.0,2.0,-10.155976487280839,A
Southampton,Arsenal,L Probert,15706.0,3.0,2.0,54.0,77.0,30.0,52.0,253.2999999999999,272.40000000000003,679.0,851.0,416.0,641.0,106.0,63.0,-16.0,0.5428571428571428,1.0,2.0,2.0,-1.0,4.0,0.0,1.0,8.0,-21.753550502620783,D
Wigan,Man United,A Marriner,15706.0,3.0,3.0,58.0,75.0,32.0,49.0,265.70000000000005,283.7000000000002,503.0,783.0,350.0,577.0,108.0,65.0,-31.0,0.38,1.0,1.0,3.0,0.0,4.0,1.0,0.0,6.0,-41.059872760570926,A
West Ham,Norwich,M Clattenburg,15706.0,3.0,3.0,52.0,57.0,29.0,34.0,229.40000000000006,214.70000000000007,712.0,633.0,420.0,399.0,64.0,81.0,-1.0,0.9615384615384616,1.0,1.0,3.0,-1.0,2.0,0.0,3.0,-1.0,-7.1038902898541,H
Swansea,Aston Villa,M Halsey,15706.0,3.0,3.0,59.0,40.0,33.0,20.0,269.80000000000024,214.40000000000032,597.0,568.0,438.0,345.0,78.0,87.0,10.0,1.5263157894736843,1.0,2.0,2.0,-1.0,1.0,1.0,3.0,-13.0,10.443705428733892,D
Tottenham,Reading,H Webb,15706.0,3.0,3.0,91.0,31.0,66.0,15.0,277.8999999999999,172.09999999999997,703.0,460.0,523.0,245.0,97.0,63.0,23.0,2.642857142857143,3.0,1.0,1.0,5.0,1.0,1.0,3.0,-6.0,23.255748121187786,H
West Brom,Fulham,M Dean,15706.0,3.0,3.0,63.0,61.0,35.0,31.0,238.09999999999985,254.8,556.0,650.0,347.0,428.0,49.0,92.0,12.0,1.5454545454545454,2.0,1.0,2.0,-2.0,1.0,1.0,3.0,-5.0,18.864881349365916,A
Man City,Stoke,M Oliver,15706.0,3.0,3.0,81.0,36.0,52.0,24.0,296.4000000000001,221.70000000000007,977.0,647.0,793.0,369.0,59.0,75.0,13.0,1.4333333333333333,3.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,2.541131515040373,H
Chelsea,QPR,L Mason,15707.0,3.0,2.0,86.0,64.0,53.0,32.0,284.6,212.90000000000015,820.0,486.0,587.0,304.0,55.0,93.0,29.0,3.6363636363636362,4.0,0.0,1.0,10.0,1.0,1.0,3.0,-4.0,30.703460239450955,A
Liverpool,Sunderland,P Dowd,15707.0,2.0,4.0,92.0,60.0,54.0,39.0,318.00000000000017,207.89999999999992,919.0,563.0,689.0,324.0,59.0,82.0,6.0,1.2608695652173914,3.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,-1.194168638379157,H
Newcastle,Everton,M Atkinson,15707.0,3.0,3.0,81.0,70.0,48.0,39.0,262.1000000000001,258.5,632.0,795.0,391.0,534.0,66.0,76.0,-13.0,0.6176470588235294,1.0,0.0,4.0,-7.0,3.0,1.0,1.0,2.0,-24.93652170673422,A
Norwich,Newcastle,A Taylor,15717.0,7.0,7.0,56.0,75.0,29.0,46.0,231.00000000000009,257.9000000000001,644.0,592.0,393.0,358.0,81.0,57.0,8.0,1.4444444444444444,1.0,0.0,4.0,-3.0,1.0,0.0,4.0,-7.0,5.076610801621847,D
Aston Villa,Southampton,M Halsey,15717.0,3.0,7.0,39.0,55.0,21.0,32.0,188.6000000000004,261.29999999999984,519.0,742.0,297.0,464.0,104.0,104.0,1.0,1.0526315789473684,1.0,1.0,3.0,-13.0,1.0,3.0,1.0,0.0,-5.101608968946437,A
Fulham,Wigan,M Clattenburg,15717.0,7.0,7.0,55.0,51.0,29.0,26.0,264.8,261.80000000000007,645.0,519.0,433.0,354.0,99.0,92.0,3.0,1.1578947368421053,1.0,1.0,3.0,-5.0,1.0,0.0,4.0,-4.0,0.19554803939838195,D
Everton,Swansea,P Dowd,15717.0,4.0,2.0,60.0,61.0,34.0,36.0,258.4,272.50000000000017,774.0,568.0,526.0,385.0,80.0,80.0,7.0,1.2592592592592593,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,8.593077252213476,D
Reading,West Brom,K Friend,15717.0,7.0,7.0,26.0,73.0,14.0,43.0,153.39999999999995,241.7999999999999,404.0,594.0,203.0,389.0,80.0,48.0,-18.0,0.41935483870967744,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,-1.0,-10.84378489749735,H
Stoke,Chelsea,A Marriner,15717.0,7.0,2.0,39.0,93.0,27.0,55.0,216.40000000000006,290.69999999999993,592.0,877.0,332.0,637.0,68.0,58.0,-10.0,0.7435897435897436,1.0,3.0,1.0,-1.0,4.0,0.0,1.0,11.0,-4.177552426333833,A
Sunderland,West Ham,N Swarbrick,15717.0,7.0,6.0,50.0,50.0,33.0,24.0,192.39999999999992,237.70000000000007,532.0,738.0,294.0,440.0,79.0,70.0,-5.0,0.8148148148148148,2.0,0.0,3.0,-4.0,1.0,1.0,3.0,-2.0,6.063756421142401,H
QPR,Tottenham,L Probert,15717.0,7.0,7.0,64.0,113.0,33.0,80.0,205.70000000000016,295.49999999999994,428.0,784.0,249.0,605.0,99.0,99.0,-26.0,0.35,2.0,0.0,3.0,-3.0,4.0,1.0,0.0,8.0,-22.01559177526919,D
Man United,Liverpool,H Webb,15718.0,7.0,6.0,81.0,103.0,55.0,62.0,287.10000000000014,322.8000000000002,787.0,931.0,599.0,705.0,66.0,63.0,21.0,1.65625,4.0,1.0,0.0,9.0,3.0,0.0,2.0,6.0,28.41440025616562,H
Arsenal,Man City,M Dean,15718.0,7.0,8.0,73.0,82.0,48.0,50.0,275.8,301.8000000000001,791.0,1078.0,572.0,883.0,68.0,56.0,-8.0,0.813953488372093,4.0,1.0,0.0,10.0,4.0,0.0,1.0,6.0,0.332195847999067,A
Chelsea,Southampton,M Oliver,15721.0,4.0,4.0,93.0,48.0,59.0,27.0,292.6,245.19999999999987,897.0,735.0,643.0,453.0,56.0,108.0,17.0,1.7727272727272727,4.0,0.0,1.0,13.0,1.0,3.0,1.0,0.0,10.569872336126203,D
Wigan,Sunderland,A Taylor,15724.0,3.0,3.0,54.0,55.0,26.0,37.0,260.80000000000007,201.89999999999992,561.0,530.0,382.0,296.0,77.0,65.0,-7.0,0.7083333333333334,1.0,1.0,3.0,-3.0,3.0,0.0,2.0,1.0,-14.900404519355465,A
West Ham,QPR,H Webb,15724.0,2.0,3.0,50.0,49.0,22.0,25.0,251.10000000000008,198.90000000000012,737.0,399.0,421.0,230.0,69.0,99.0,10.0,1.7142857142857142,1.0,1.0,3.0,-4.0,1.0,1.0,3.0,-4.0,-7.777655510558731,D
West Brom,Aston Villa,L Probert,15724.0,3.0,7.0,65.0,46.0,39.0,25.0,228.89999999999992,211.7000000000004,593.0,593.0,366.0,345.0,45.0,111.0,10.0,1.5,2.0,0.0,3.0,-2.0,0.0,1.0,4.0,-16.0,9.021818096265065,D
Swansea,Stoke,M Dean,15724.0,2.0,3.0,61.0,36.0,38.0,24.0,267.1000000000002,211.10000000000005,602.0,589.0,420.0,331.0,79.0,68.0,-3.0,0.8928571428571429,1.0,4.0,0.0,1.0,1.0,2.0,2.0,-5.0,3.1300231014344817,H
Man City,Fulham,J Moss,15724.0,5.0,3.0,82.0,63.0,49.0,31.0,315.5000000000001,258.9,1149.0,678.0,926.0,476.0,59.0,109.0,22.0,1.9565217391304348,4.0,0.0,1.0,6.0,1.0,2.0,2.0,-4.0,22.75692011801965,H
Newcastle,Reading,A Marriner,15724.0,7.0,7.0,67.0,26.0,42.0,16.0,249.50000000000009,178.09999999999994,558.0,474.0,321.0,243.0,59.0,79.0,3.0,1.1875,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,-1.0,-12.702207750737161,A
Liverpool,Norwich,M Oliver,15724.0,6.0,7.0,89.0,52.0,50.0,22.0,304.7000000000002,237.50000000000009,805.0,669.0,590.0,406.0,71.0,78.0,5.0,1.1923076923076923,3.0,0.0,2.0,7.0,0.0,1.0,4.0,-4.0,16.213640702701134,H
Chelsea,Arsenal,M Atkinson,15725.0,3.0,3.0,88.0,66.0,51.0,45.0,294.49999999999994,256.8,874.0,761.0,607.0,539.0,57.0,87.0,3.0,1.088235294117647,3.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,-3.4057101033781194,H
Tottenham,Man United,C Foy,15725.0,8.0,3.0,105.0,81.0,72.0,59.0,307.49999999999994,271.60000000000014,809.0,763.0,612.0,576.0,88.0,75.0,-13.0,0.7547169811320755,3.0,2.0,0.0,7.0,4.0,1.0,0.0,8.0,-13.925923526602368,D
Southampton,Everton,N Swarbrick,15726.0,4.0,9.0,42.0,67.0,23.0,37.0,229.09999999999988,262.4,701.0,854.0,433.0,592.0,103.0,87.0,-9.0,0.71875,1.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,-3.5709668340248513,D
Arsenal,West Ham,A Marriner,15728.0,3.0,4.0,53.0,62.0,36.0,33.0,239.4,276.00000000000006,696.0,826.0,477.0,504.0,97.0,70.0,8.0,1.32,2.0,1.0,2.0,2.0,1.0,1.0,3.0,-4.0,16.274337672694756,H
Aston Villa,Newcastle,M Dean,15734.0,3.0,10.0,50.0,64.0,28.0,44.0,210.90000000000032,246.50000000000009,580.0,549.0,344.0,310.0,114.0,64.0,2.0,1.1111111111111112,0.0,2.0,3.0,-8.0,0.0,1.0,4.0,-7.0,3.9009151108609217,A
QPR,Man City,P Dowd,15734.0,3.0,3.0,53.0,85.0,27.0,50.0,187.90000000000012,287.60000000000014,384.0,997.0,212.0,788.0,103.0,63.0,-30.0,0.3333333333333333,1.0,2.0,2.0,-3.0,4.0,0.0,1.0,7.0,-19.351186117720438,D
Sunderland,Swansea,A Marriner,15734.0,10.0,5.0,55.0,59.0,36.0,34.0,189.09999999999994,282.9000000000002,494.0,645.0,285.0,453.0,68.0,84.0,-1.0,0.9629629629629629,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,-2.1767939659318998,D
Stoke,Wigan,M Jones,15734.0,3.0,3.0,39.0,61.0,24.0,32.0,218.20000000000005,280.80000000000007,601.0,653.0,348.0,454.0,59.0,72.0,11.0,1.6875,1.0,1.0,3.0,-7.0,1.0,1.0,3.0,-3.0,7.1635979815658,D
Everton,West Brom,M Oliver,15735.0,4.0,10.0,62.0,78.0,36.0,40.0,246.7,236.69999999999993,827.0,656.0,554.0,428.0,93.0,46.0,5.0,1.1785714285714286,2.0,2.0,1.0,1.0,1.0,1.0,3.0,-3.0,19.368239506881153,H
Fulham,West Ham,C Foy,15735.0,3.0,6.0,59.0,63.0,25.0,33.0,269.1,269.2000000000001,724.0,792.0,512.0,495.0,115.0,79.0,1.0,1.0454545454545454,1.0,2.0,2.0,-2.0,1.0,1.0,3.0,-7.0,11.988410188844973,H
Man United,Southampton,L Mason,15735.0,3.0,8.0,68.0,49.0,47.0,31.0,260.9000000000001,233.09999999999994,681.0,705.0,489.0,436.0,78.0,97.0,27.0,2.125,4.0,1.0,0.0,8.0,1.0,4.0,0.0,1.0,24.650558746874637,H
Norwich,Tottenham,N Swarbrick,15735.0,4.0,3.0,47.0,107.0,21.0,76.0,219.40000000000006,295.2999999999999,659.0,793.0,396.0,583.0,77.0,102.0,-15.0,0.625,0.0,1.0,4.0,-8.0,3.0,2.0,0.0,7.0,-31.029133330750156,D
Reading,Chelsea,M Halsey,15735.0,4.0,3.0,26.0,81.0,17.0,48.0,195.79999999999995,281.29999999999995,522.0,851.0,273.0,586.0,68.0,63.0,-18.0,0.5135135135135135,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.925515481436534,D
Arsenal,Liverpool,K Friend,15735.0,4.0,2.0,66.0,84.0,45.0,48.0,258.9,316.8000000000001,793.0,851.0,562.0,642.0,98.0,70.0,-1.0,0.9705882352941176,2.0,1.0,2.0,5.0,3.0,0.0,2.0,8.0,-2.800484761990628,D
Reading,Sunderland,L Mason,15738.0,2.0,3.0,28.0,47.0,17.0,32.0,200.2,192.19999999999993,543.0,504.0,289.0,282.0,70.0,80.0,-6.0,0.7692307692307693,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,9.619752921454378,H
