home,away,Referee,time,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_Enemy_Acc,A_Enemy_Acc,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,H_atk_3rd_Acc/H_atk_3rd_tot_Acc,H_red_goal_Acc/H_red_tot_Acc,H_red_on_Acc/H_red_tot_Acc,H_chance_goal_Acc/H_chance_tot_Acc,H_successful_tackle_Acc/H_tackle_tot_Acc,H_successful_clearance_Acc/H_clearance_tot_Acc,A_atk_3rd_Acc/A_atk_3rd_tot_Acc,A_red_goal_Acc/A_red_tot_Acc,A_red_on_Acc/A_red_tot_Acc,A_chance_goal_Acc/A_chance_tot_Acc,A_successful_tackle_Acc/A_tackle_tot_Acc,A_successful_clearance_Acc/A_clearance_tot_Acc,y
Southampton,Stoke,L Mason,16760.0,-1.0,0.9655172413793104,3.0,2.0,0.0,5.0,3.0,1.0,1.0,1.0,4.519054834054835,137.0,111.0,14.0,13.0,57.0,50.0,20.0,12.0,241.39999999999992,240.29999999999995,411.0,365.0,651.0,534.0,8.0,3.0,7.0,4.0,40.0,32.0,7.0,1.0,44.0,39.0,98.0,109.0,139.0,174.0,143.0,76.0,199.0,116.0,90.0,66.0,22.0,24.0,0.631336405529954,0.2,0.175,0.1590909090909091,0.7050359712230215,0.7185929648241206,0.6835205992509363,0.09375,0.125,0.02564102564102564,0.6264367816091954,0.6551724137931034,A
Newcastle,Leicester,M Jones,16760.0,-30.0,0.3333333333333333,2.0,1.0,2.0,-3.0,4.0,1.0,0.0,4.0,-29.533329205764225,116.0,129.0,14.0,14.0,55.0,79.0,25.0,26.0,223.69999999999996,226.0,353.0,335.0,543.0,606.0,7.0,10.0,10.0,9.0,40.0,51.0,7.0,6.0,46.0,51.0,98.0,111.0,145.0,167.0,76.0,101.0,110.0,166.0,78.0,122.0,23.0,14.0,0.6500920810313076,0.175,0.25,0.15217391304347827,0.6758620689655173,0.6909090909090909,0.5528052805280528,0.19607843137254902,0.17647058823529413,0.11764705882352941,0.6646706586826348,0.608433734939759,A
Tottenham,West Ham,A Taylor,16761.0,6.0,1.2222222222222223,2.0,3.0,0.0,6.0,2.0,2.0,1.0,1.0,5.411177689274304,139.0,142.0,13.0,15.0,77.0,80.0,34.0,23.0,264.7000000000001,263.8,417.0,428.0,615.0,626.0,9.0,8.0,15.0,4.0,43.0,43.0,4.0,5.0,54.0,64.0,123.0,96.0,169.0,143.0,120.0,83.0,166.0,117.0,97.0,64.0,18.0,19.0,0.6780487804878049,0.20930232558139536,0.3488372093023256,0.07407407407407407,0.727810650887574,0.7228915662650602,0.6837060702875399,0.18604651162790697,0.09302325581395349,0.078125,0.6713286713286714,0.7094017094017094,H
Crystal Palace,Sunderland,M Atkinson,16762.0,13.0,1.6842105263157894,2.0,1.0,2.0,0.0,1.0,1.0,3.0,-3.0,13.991820870944903,149.0,116.0,14.0,16.0,55.0,56.0,22.0,20.0,231.29999999999995,194.60000000000005,375.0,307.0,611.0,541.0,5.0,6.0,9.0,9.0,31.0,32.0,1.0,5.0,32.0,40.0,97.0,95.0,163.0,137.0,85.0,138.0,124.0,202.0,88.0,71.0,24.0,17.0,0.613747954173486,0.16129032258064516,0.2903225806451613,0.03125,0.5950920245398773,0.6854838709677419,0.5674676524953789,0.1875,0.28125,0.125,0.6934306569343066,0.6831683168316832,A
Man City,Southampton,R East,16767.0,17.0,1.6071428571428572,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,11.708335314722376,112.0,129.0,2.0,7.0,66.0,60.0,23.0,16.0,285.3,259.99999999999994,633.0,523.0,885.0,779.0,7.0,6.0,7.0,5.0,45.0,41.0,5.0,4.0,50.0,45.0,90.0,95.0,148.0,139.0,106.0,127.0,138.0,175.0,64.0,85.0,8.0,21.0,0.7152542372881356,0.15555555555555556,0.15555555555555556,0.1,0.6081081081081081,0.7681159420289855,0.6713735558408216,0.14634146341463414,0.12195121951219512,0.08888888888888889,0.6834532374100719,0.7257142857142858,H
Crystal Palace,Newcastle,S Attwell,16767.0,14.0,1.9333333333333333,1.0,1.0,3.0,-3.0,2.0,1.0,2.0,-1.0,-3.614213187875535,141.0,118.0,4.0,7.0,53.0,58.0,21.0,22.0,236.99999999999997,242.79999999999995,381.0,372.0,614.0,559.0,3.0,6.0,8.0,8.0,29.0,42.0,0.0,6.0,34.0,45.0,96.0,94.0,159.0,146.0,78.0,74.0,115.0,105.0,90.0,78.0,25.0,24.0,0.6205211726384365,0.10344827586206896,0.27586206896551724,0.0,0.6037735849056604,0.6782608695652174,0.6654740608228981,0.14285714285714285,0.19047619047619047,0.13333333333333333,0.6438356164383562,0.7047619047619048,H
Bournemouth,Everton,K Friend,16767.0,-14.0,0.5483870967741935,0.0,1.0,4.0,-11.0,2.0,1.0,2.0,4.0,-21.873636380094613,135.0,143.0,7.0,7.0,68.0,66.0,15.0,29.0,267.80000000000007,266.8999999999999,516.0,559.0,725.0,762.0,3.0,10.0,7.0,8.0,33.0,38.0,4.0,10.0,51.0,46.0,94.0,102.0,132.0,164.0,66.0,78.0,89.0,108.0,80.0,54.0,13.0,20.0,0.7117241379310345,0.09090909090909091,0.21212121212121213,0.0784313725490196,0.7121212121212122,0.7415730337078652,0.7335958005249343,0.2631578947368421,0.21052631578947367,0.21739130434782608,0.6219512195121951,0.7222222222222222,D
Aston Villa,Watford,L Mason,16767.0,-8.0,0.6666666666666666,0.0,1.0,4.0,-9.0,2.0,0.0,3.0,-1.0,-14.244220430107525,168.0,177.0,7.0,7.0,43.0,59.0,9.0,18.0,217.80000000000004,218.8,376.0,379.0,549.0,664.0,1.0,5.0,3.0,8.0,22.0,34.0,1.0,2.0,34.0,41.0,82.0,103.0,123.0,148.0,97.0,111.0,126.0,148.0,106.0,85.0,18.0,13.0,0.6848816029143898,0.045454545454545456,0.13636363636363635,0.029411764705882353,0.6666666666666666,0.7698412698412699,0.5707831325301205,0.14705882352941177,0.23529411764705882,0.04878048780487805,0.6959459459459459,0.75,A
Sunderland,Stoke,M Dean,16767.0,-13.0,0.59375,2.0,0.0,3.0,-2.0,3.0,1.0,1.0,1.0,-18.15568073753939,125.0,118.0,4.0,7.0,56.0,54.0,21.0,11.0,184.20000000000005,238.6,299.0,373.0,540.0,544.0,6.0,3.0,9.0,4.0,35.0,32.0,4.0,1.0,39.0,42.0,96.0,95.0,139.0,147.0,171.0,86.0,236.0,125.0,71.0,72.0,16.0,19.0,0.5537037037037037,0.17142857142857143,0.2571428571428571,0.10256410256410256,0.6906474820143885,0.7245762711864406,0.6856617647058824,0.09375,0.125,0.023809523809523808,0.6462585034013606,0.688,H
Leicester,Man United,C Pawson,16767.0,9.0,1.25,4.0,1.0,0.0,6.0,3.0,2.0,0.0,6.0,8.277332754964334,126.0,159.0,7.0,2.0,81.0,47.0,28.0,18.0,237.9,291.60000000000014,398.0,625.0,682.0,837.0,11.0,5.0,9.0,7.0,51.0,28.0,7.0,4.0,52.0,36.0,107.0,98.0,157.0,147.0,87.0,76.0,136.0,117.0,122.0,82.0,13.0,12.0,0.5835777126099707,0.21568627450980393,0.17647058823529413,0.1346153846153846,0.6815286624203821,0.6397058823529411,0.7467144563918757,0.17857142857142858,0.25,0.1111111111111111,0.6666666666666666,0.6495726495726496,D
West Ham,West Brom,M Atkinson,16768.0,-2.0,0.9310344827586207,2.0,1.0,2.0,-2.0,3.0,0.0,2.0,0.0,-2.2620476100611064,158.0,147.0,6.0,8.0,70.0,37.0,21.0,12.0,251.8,202.50000000000003,377.0,286.0,565.0,536.0,7.0,5.0,6.0,2.0,35.0,25.0,5.0,3.0,57.0,26.0,105.0,72.0,157.0,115.0,94.0,114.0,134.0,168.0,70.0,97.0,20.0,20.0,0.6672566371681415,0.2,0.17142857142857143,0.08771929824561403,0.6687898089171974,0.7014925373134329,0.5335820895522388,0.2,0.08,0.11538461538461539,0.6260869565217392,0.6785714285714286,D
Liverpool,Swansea,A Taylor,16768.0,4.0,1.16,2.0,2.0,1.0,4.0,1.0,1.0,3.0,-4.0,21.65195128945129,169.0,119.0,2.0,8.0,79.0,52.0,25.0,13.0,275.3,270.90000000000003,557.0,417.0,789.0,614.0,7.0,3.0,12.0,5.0,48.0,23.0,7.0,2.0,65.0,41.0,139.0,72.0,197.0,130.0,90.0,82.0,127.0,124.0,79.0,72.0,15.0,9.0,0.70595690747782,0.14583333333333334,0.25,0.1076923076923077,0.7055837563451777,0.7086614173228346,0.6791530944625407,0.13043478260869565,0.21739130434782608,0.04878048780487805,0.5538461538461539,0.6612903225806451,H
Norwich,Arsenal,J Moss,16768.0,-25.0,0.358974358974359,1.0,0.0,4.0,-6.0,3.0,1.0,1.0,6.0,-29.805573736608217,135.0,142.0,8.0,4.0,52.0,73.0,19.0,23.0,213.5,297.69999999999993,452.0,701.0,652.0,933.0,4.0,10.0,6.0,8.0,27.0,53.0,3.0,9.0,34.0,57.0,86.0,101.0,138.0,158.0,115.0,86.0,167.0,122.0,54.0,106.0,14.0,10.0,0.6932515337423313,0.14814814814814814,0.2222222222222222,0.08823529411764706,0.6231884057971014,0.688622754491018,0.7513397642015005,0.18867924528301888,0.1509433962264151,0.15789473684210525,0.6392405063291139,0.7049180327868853,D
Tottenham,Chelsea,M Oliver,16768.0,6.0,1.206896551724138,3.0,2.0,0.0,9.0,2.0,0.0,3.0,-1.0,22.532535947824996,134.0,111.0,2.0,4.0,80.0,65.0,35.0,20.0,265.9000000000001,273.7,447.0,637.0,646.0,888.0,12.0,4.0,17.0,7.0,48.0,39.0,8.0,2.0,55.0,49.0,127.0,122.0,178.0,170.0,122.0,70.0,168.0,109.0,100.0,79.0,17.0,12.0,0.6919504643962848,0.25,0.3541666666666667,0.14545454545454545,0.7134831460674157,0.7261904761904762,0.7173423423423423,0.10256410256410256,0.1794871794871795,0.04081632653061224,0.7176470588235294,0.6422018348623854,D
Arsenal,Sunderland,R Madley,16774.0,15.0,1.6818181818181819,2.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,7.320276988233648,133.0,131.0,5.0,7.0,68.0,65.0,20.0,24.0,293.89999999999986,189.20000000000005,705.0,344.0,936.0,590.0,8.0,7.0,7.0,11.0,47.0,40.0,7.0,5.0,51.0,44.0,94.0,90.0,151.0,140.0,75.0,147.0,114.0,204.0,103.0,74.0,10.0,15.0,0.7532051282051282,0.1702127659574468,0.14893617021276595,0.13725490196078433,0.6225165562913907,0.6578947368421053,0.5830508474576271,0.175,0.275,0.11363636363636363,0.6428571428571429,0.7205882352941176,H
Chelsea,Bournemouth,M Jones,16774.0,10.0,1.588235294117647,1.0,1.0,3.0,-3.0,0.0,2.0,3.0,-7.0,6.236444843189265,125.0,123.0,6.0,7.0,61.0,82.0,18.0,24.0,267.6,279.80000000000007,657.0,580.0,908.0,784.0,3.0,5.0,7.0,10.0,36.0,45.0,1.0,5.0,46.0,60.0,114.0,101.0,160.0,135.0,62.0,73.0,107.0,98.0,84.0,84.0,12.0,17.0,0.723568281938326,0.08333333333333333,0.19444444444444445,0.021739130434782608,0.7125,0.5794392523364486,0.7397959183673469,0.1111111111111111,0.2222222222222222,0.08333333333333333,0.7481481481481481,0.7448979591836735,A
Man United,West Ham,M Clattenburg,16774.0,7.0,1.2592592592592593,2.0,3.0,0.0,3.0,1.0,2.0,2.0,-4.0,14.258431034247735,171.0,150.0,6.0,6.0,47.0,63.0,13.0,23.0,307.5000000000001,250.6,625.0,316.0,846.0,487.0,3.0,4.0,6.0,7.0,27.0,35.0,2.0,2.0,34.0,47.0,95.0,98.0,142.0,148.0,77.0,103.0,113.0,139.0,77.0,68.0,11.0,18.0,0.7387706855791962,0.1111111111111111,0.2222222222222222,0.058823529411764705,0.6690140845070423,0.6814159292035398,0.648870636550308,0.11428571428571428,0.2,0.0425531914893617,0.6621621621621622,0.7410071942446043,D
Southampton,Aston Villa,A Taylor,16774.0,10.0,1.6666666666666667,2.0,1.0,2.0,0.0,0.0,1.0,4.0,-8.0,14.90069068399157,135.0,156.0,2.0,7.0,58.0,47.0,18.0,14.0,264.0999999999999,231.80000000000004,547.0,381.0,815.0,565.0,5.0,2.0,9.0,3.0,39.0,21.0,4.0,3.0,44.0,37.0,98.0,72.0,139.0,110.0,88.0,92.0,133.0,130.0,80.0,104.0,20.0,21.0,0.6711656441717792,0.1282051282051282,0.23076923076923078,0.09090909090909091,0.7050359712230215,0.6616541353383458,0.6743362831858407,0.09523809523809523,0.14285714285714285,0.08108108108108109,0.6545454545454545,0.7076923076923077,D
Swansea,Leicester,M Oliver,16774.0,-19.0,0.5581395348837209,1.0,1.0,3.0,-4.0,4.0,1.0,0.0,6.0,-35.252031812376636,120.0,135.0,5.0,6.0,46.0,62.0,11.0,24.0,262.6,219.0,397.0,369.0,588.0,642.0,3.0,10.0,5.0,8.0,22.0,38.0,2.0,6.0,36.0,43.0,76.0,115.0,135.0,162.0,80.0,96.0,128.0,148.0,85.0,116.0,13.0,14.0,0.6751700680272109,0.13636363636363635,0.22727272727272727,0.05555555555555555,0.562962962962963,0.625,0.5747663551401869,0.2631578947368421,0.21052631578947367,0.13953488372093023,0.7098765432098766,0.6486486486486487,A
Watford,Norwich,M Dean,16774.0,11.0,1.7333333333333334,3.0,0.0,2.0,3.0,1.0,1.0,3.0,-2.0,11.924346630381116,149.0,163.0,7.0,5.0,65.0,41.0,23.0,15.0,220.9,194.2,377.0,421.0,666.0,612.0,7.0,3.0,11.0,5.0,40.0,22.0,2.0,2.0,42.0,28.0,99.0,76.0,142.0,127.0,116.0,129.0,157.0,181.0,89.0,51.0,9.0,16.0,0.566066066066066,0.175,0.275,0.047619047619047616,0.6971830985915493,0.7388535031847133,0.6879084967320261,0.13636363636363635,0.22727272727272727,0.07142857142857142,0.5984251968503937,0.712707182320442,H
West Brom,Tottenham,J Moss,16774.0,-6.0,0.8333333333333334,2.0,1.0,2.0,-1.0,3.0,2.0,0.0,9.0,-10.83289741867328,157.0,133.0,6.0,6.0,36.0,76.0,14.0,35.0,184.8,274.80000000000007,234.0,477.0,471.0,681.0,4.0,12.0,3.0,17.0,23.0,45.0,3.0,8.0,25.0,54.0,86.0,101.0,135.0,142.0,122.0,125.0,175.0,169.0,100.0,97.0,18.0,13.0,0.4968152866242038,0.17391304347826086,0.13043478260869565,0.12,0.6370370370370371,0.6971428571428572,0.7004405286343612,0.26666666666666666,0.37777777777777777,0.14814814814814814,0.7112676056338029,0.7396449704142012,D
Stoke,Man City,M Atkinson,16774.0,-17.0,0.6458333333333334,2.0,1.0,2.0,-2.0,2.0,2.0,1.0,0.0,-17.727754381331327,107.0,119.0,3.0,3.0,52.0,67.0,12.0,21.0,245.0,276.5,427.0,622.0,598.0,858.0,2.0,4.0,6.0,6.0,30.0,41.0,1.0,5.0,40.0,50.0,71.0,104.0,116.0,165.0,90.0,108.0,132.0,138.0,70.0,70.0,23.0,9.0,0.7140468227424749,0.06666666666666667,0.2,0.025,0.6120689655172413,0.6818181818181818,0.7249417249417249,0.0975609756097561,0.14634146341463414,0.1,0.6303030303030303,0.782608695652174,H
Newcastle,Liverpool,A Marriner,16775.0,-14.0,0.5172413793103449,1.0,1.0,3.0,-9.0,3.0,1.0,1.0,5.0,-22.099649463112954,129.0,160.0,8.0,3.0,54.0,77.0,18.0,24.0,244.99999999999997,277.3,370.0,589.0,564.0,837.0,2.0,8.0,8.0,11.0,37.0,52.0,2.0,7.0,40.0,63.0,103.0,134.0,153.0,189.0,72.0,88.0,107.0,131.0,68.0,88.0,22.0,14.0,0.6560283687943262,0.05405405405405406,0.21621621621621623,0.05,0.673202614379085,0.6728971962616822,0.7037037037037037,0.15384615384615385,0.21153846153846154,0.1111111111111111,0.708994708994709,0.6717557251908397,H
Everton,Crystal Palace,C Pawson,16776.0,2.0,1.0689655172413792,2.0,2.0,1.0,7.0,2.0,1.0,2.0,3.0,6.948595181801807,120.0,133.0,5.0,9.0,65.0,66.0,32.0,28.0,262.5999999999999,252.79999999999995,516.0,419.0,706.0,651.0,13.0,6.0,9.0,8.0,38.0,33.0,13.0,3.0,50.0,43.0,101.0,93.0,160.0,148.0,75.0,76.0,117.0,116.0,63.0,79.0,23.0,21.0,0.7308781869688386,0.34210526315789475,0.23684210526315788,0.26,0.63125,0.6410256410256411,0.6436251920122887,0.18181818181818182,0.24242424242424243,0.06976744186046512,0.6283783783783784,0.6551724137931034,D
Sunderland,Watford,G Scott,16781.0,-7.0,0.75,2.0,0.0,3.0,-4.0,3.0,0.0,2.0,3.0,-5.980610202978625,157.0,136.0,7.0,7.0,67.0,66.0,25.0,27.0,177.00000000000009,238.2,323.0,391.0,562.0,694.0,4.0,8.0,14.0,16.0,40.0,43.0,4.0,1.0,45.0,43.0,89.0,90.0,133.0,134.0,155.0,126.0,212.0,169.0,80.0,84.0,16.0,8.0,0.5747330960854092,0.1,0.35,0.08888888888888889,0.6691729323308271,0.7311320754716981,0.5634005763688761,0.18604651162790697,0.37209302325581395,0.023255813953488372,0.6716417910447762,0.7455621301775148,A
Norwich,Everton,M Atkinson,16781.0,-14.0,0.5172413793103449,1.0,1.0,3.0,-3.0,2.0,3.0,0.0,8.0,-14.936150149442696,163.0,105.0,7.0,4.0,31.0,74.0,13.0,31.0,182.79999999999995,281.4999999999999,338.0,619.0,567.0,835.0,3.0,14.0,3.0,8.0,18.0,41.0,2.0,13.0,23.0,57.0,77.0,89.0,134.0,144.0,122.0,78.0,179.0,121.0,53.0,57.0,18.0,18.0,0.5961199294532628,0.16666666666666666,0.16666666666666666,0.08695652173913043,0.5746268656716418,0.6815642458100558,0.7413173652694611,0.34146341463414637,0.1951219512195122,0.22807017543859648,0.6180555555555556,0.6446280991735537,D
West Ham,Stoke,A Marriner,16781.0,-3.0,0.9032258064516129,0.0,3.0,2.0,-5.0,3.0,1.0,1.0,2.0,-12.229670214550197,148.0,133.0,7.0,7.0,60.0,47.0,20.0,15.0,242.9,224.6,294.0,386.0,452.0,565.0,2.0,4.0,7.0,7.0,34.0,32.0,1.0,3.0,45.0,39.0,108.0,69.0,157.0,122.0,115.0,90.0,154.0,138.0,78.0,99.0,26.0,19.0,0.6504424778761062,0.058823529411764705,0.20588235294117646,0.022222222222222223,0.6878980891719745,0.7467532467532467,0.6831858407079646,0.125,0.21875,0.07692307692307693,0.5655737704918032,0.6521739130434783,D
Crystal Palace,Southampton,M Dean,16781.0,4.0,1.1538461538461537,2.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,5.058401547831188,124.0,122.0,4.0,7.0,71.0,73.0,29.0,20.0,238.99999999999997,287.69999999999993,404.0,584.0,619.0,838.0,7.0,5.0,10.0,8.0,39.0,49.0,4.0,4.0,48.0,54.0,103.0,94.0,160.0,127.0,96.0,68.0,147.0,108.0,88.0,67.0,24.0,18.0,0.6526655896607432,0.1794871794871795,0.2564102564102564,0.08333333333333333,0.64375,0.6530612244897959,0.6968973747016707,0.10204081632653061,0.16326530612244897,0.07407407407407407,0.7401574803149606,0.6296296296296297,H
Man City,Swansea,R Madley,16781.0,21.0,1.875,2.0,1.0,2.0,-2.0,0.0,1.0,4.0,-8.0,26.476095738533104,110.0,142.0,3.0,7.0,72.0,45.0,24.0,9.0,289.0,269.6,656.0,418.0,902.0,619.0,4.0,2.0,9.0,5.0,43.0,25.0,5.0,1.0,54.0,36.0,103.0,80.0,177.0,130.0,89.0,90.0,117.0,133.0,75.0,94.0,6.0,18.0,0.7272727272727273,0.09302325581395349,0.20930232558139536,0.09259259259259259,0.5819209039548022,0.7606837606837606,0.6752827140549273,0.08,0.2,0.027777777777777776,0.6153846153846154,0.6766917293233082,H
Bournemouth,Man United,A Taylor,16781.0,-16.0,0.5428571428571428,1.0,2.0,2.0,-2.0,2.0,3.0,0.0,3.0,-21.704691593236486,118.0,152.0,6.0,3.0,86.0,62.0,26.0,13.0,271.7000000000001,311.10000000000014,552.0,661.0,754.0,868.0,5.0,3.0,14.0,6.0,49.0,36.0,4.0,2.0,59.0,43.0,92.0,94.0,139.0,141.0,86.0,69.0,120.0,99.0,87.0,74.0,18.0,10.0,0.7320954907161804,0.10204081632653061,0.2857142857142857,0.06779661016949153,0.6618705035971223,0.7166666666666667,0.761520737327189,0.08333333333333333,0.16666666666666666,0.046511627906976744,0.6666666666666666,0.696969696969697,H
Aston Villa,Arsenal,K Friend,16782.0,-26.0,0.3333333333333333,0.0,2.0,3.0,-7.0,2.0,2.0,1.0,4.0,-26.573400484287582,154.0,122.0,8.0,3.0,47.0,64.0,13.0,22.0,220.70000000000005,309.49999999999994,350.0,742.0,535.0,983.0,2.0,9.0,3.0,7.0,20.0,42.0,3.0,7.0,36.0,49.0,70.0,94.0,109.0,138.0,102.0,81.0,151.0,119.0,107.0,85.0,27.0,9.0,0.6542056074766355,0.1,0.15,0.08333333333333333,0.6422018348623854,0.6754966887417219,0.7548321464903357,0.21428571428571427,0.16666666666666666,0.14285714285714285,0.6811594202898551,0.680672268907563,A
Liverpool,West Brom,C Pawson,16782.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,-2.0,0.8403830365037237,147.0,178.0,2.0,8.0,72.0,40.0,23.0,14.0,277.0,181.2,589.0,258.0,849.0,488.0,7.0,4.0,12.0,5.0,49.0,25.0,6.0,3.0,59.0,25.0,137.0,91.0,195.0,144.0,79.0,97.0,118.0,142.0,85.0,102.0,13.0,18.0,0.6937573616018846,0.14285714285714285,0.24489795918367346,0.1016949152542373,0.7025641025641025,0.6694915254237288,0.5286885245901639,0.16,0.2,0.12,0.6319444444444444,0.6830985915492958,D
Tottenham,Newcastle,R East,16782.0,16.0,1.8888888888888888,2.0,3.0,0.0,5.0,2.0,1.0,2.0,-4.0,13.040089938796832,143.0,141.0,2.0,6.0,71.0,39.0,29.0,11.0,284.60000000000014,224.49999999999997,496.0,338.0,703.0,554.0,8.0,3.0,14.0,4.0,40.0,28.0,8.0,3.0,54.0,29.0,94.0,110.0,133.0,165.0,124.0,83.0,173.0,125.0,86.0,76.0,14.0,20.0,0.705547652916074,0.2,0.35,0.14814814814814814,0.706766917293233,0.7167630057803468,0.6101083032490975,0.10714285714285714,0.14285714285714285,0.10344827586206896,0.6666666666666666,0.664,A
Leicester,Chelsea,M Clattenburg,16783.0,17.0,1.6538461538461537,4.0,1.0,0.0,8.0,1.0,1.0,3.0,-3.0,33.80913838115593,125.0,116.0,9.0,4.0,66.0,72.0,26.0,20.0,211.8,275.6,395.0,743.0,673.0,989.0,12.0,2.0,9.0,11.0,45.0,43.0,8.0,1.0,50.0,55.0,113.0,117.0,164.0,168.0,85.0,61.0,131.0,99.0,118.0,87.0,12.0,15.0,0.586924219910847,0.26666666666666666,0.2,0.16,0.6890243902439024,0.648854961832061,0.7512639029322548,0.046511627906976744,0.2558139534883721,0.01818181818181818,0.6964285714285714,0.6161616161616161,H
Southampton,Tottenham,K Friend,16788.0,-8.0,0.7575757575757576,1.0,1.0,3.0,-3.0,1.0,3.0,1.0,2.0,-12.434430512016725,133.0,143.0,7.0,5.0,77.0,74.0,21.0,31.0,295.69999999999993,281.2000000000001,606.0,510.0,879.0,733.0,3.0,6.0,10.0,14.0,51.0,37.0,2.0,7.0,57.0,58.0,87.0,91.0,127.0,121.0,90.0,121.0,127.0,171.0,55.0,80.0,17.0,10.0,0.689419795221843,0.058823529411764705,0.19607843137254902,0.03508771929824561,0.6850393700787402,0.7086614173228346,0.6957708049113234,0.16216216216216217,0.3783783783783784,0.1206896551724138,0.7520661157024794,0.7076023391812866,A
West Brom,Bournemouth,M Dean,16788.0,7.0,1.3333333333333333,1.0,3.0,1.0,-1.0,2.0,2.0,1.0,1.0,3.6077352845368225,164.0,127.0,5.0,6.0,30.0,81.0,10.0,29.0,163.4,263.4000000000001,238.0,517.0,471.0,705.0,4.0,6.0,4.0,14.0,20.0,48.0,4.0,5.0,18.0,56.0,88.0,101.0,152.0,162.0,113.0,97.0,155.0,134.0,113.0,89.0,22.0,16.0,0.505307855626327,0.2,0.2,0.2222222222222222,0.5789473684210527,0.7290322580645161,0.7333333333333333,0.125,0.2916666666666667,0.08928571428571429,0.6234567901234568,0.7238805970149254,A
Stoke,Crystal Palace,R Madley,16788.0,-2.0,0.9393939393939394,3.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,2.4790568580474144,150.0,112.0,7.0,7.0,50.0,73.0,16.0,29.0,230.09999999999997,238.3,359.0,396.0,532.0,617.0,4.0,8.0,8.0,8.0,33.0,38.0,3.0,5.0,41.0,52.0,74.0,100.0,127.0,159.0,96.0,120.0,144.0,174.0,103.0,80.0,24.0,26.0,0.674812030075188,0.12121212121212122,0.24242424242424243,0.07317073170731707,0.5826771653543307,0.6666666666666666,0.6418152350081038,0.21052631578947367,0.21052631578947367,0.09615384615384616,0.6289308176100629,0.6896551724137931,A
Everton,Leicester,J Moss,16788.0,-19.0,0.5869565217391305,1.0,4.0,0.0,4.0,4.0,1.0,0.0,8.0,-21.593418103742238,101.0,122.0,7.0,4.0,74.0,62.0,26.0,26.0,272.0999999999999,193.6,516.0,385.0,742.0,656.0,10.0,11.0,9.0,8.0,44.0,40.0,9.0,8.0,52.0,47.0,92.0,114.0,134.0,160.0,82.0,86.0,127.0,138.0,55.0,121.0,16.0,14.0,0.6954177897574124,0.22727272727272727,0.20454545454545456,0.17307692307692307,0.6865671641791045,0.6456692913385826,0.586890243902439,0.275,0.2,0.1702127659574468,0.7125,0.6231884057971014,A
Man United,Norwich,M Oliver,16788.0,19.0,2.1875,2.0,2.0,1.0,2.0,1.0,2.0,2.0,-2.0,12.109572730390497,137.0,148.0,6.0,7.0,68.0,35.0,17.0,12.0,312.10000000000014,195.7,671.0,391.0,882.0,626.0,4.0,3.0,10.0,2.0,43.0,19.0,2.0,2.0,42.0,27.0,94.0,80.0,145.0,138.0,61.0,124.0,91.0,178.0,69.0,47.0,8.0,15.0,0.7607709750566893,0.09302325581395349,0.23255813953488372,0.047619047619047616,0.6482758620689655,0.6703296703296703,0.6246006389776357,0.15789473684210525,0.10526315789473684,0.07407407407407407,0.5797101449275363,0.6966292134831461,A
Newcastle,Aston Villa,M Atkinson,16788.0,8.0,1.6153846153846154,3.0,0.0,2.0,-3.0,0.0,2.0,3.0,-7.0,21.163329625509824,150.0,161.0,5.0,6.0,32.0,52.0,9.0,13.0,213.89999999999992,228.1,293.0,389.0,512.0,558.0,5.0,2.0,2.0,2.0,25.0,22.0,4.0,3.0,23.0,41.0,120.0,62.0,171.0,99.0,93.0,92.0,138.0,145.0,82.0,103.0,24.0,21.0,0.572265625,0.2,0.08,0.17391304347826086,0.7017543859649122,0.6739130434782609,0.6971326164874552,0.09090909090909091,0.09090909090909091,0.07317073170731707,0.6262626262626263,0.6344827586206897,D
