home,away,Referee,time,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_Poss_Acc,A_Poss_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_interceptions_Acc,A_interceptions_Acc,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,y
Man City,West Brom,P Dowd,16181.0,4.0,9.0,72.0,60.0,25.0,24.0,253.6,199.09999999999994,897.0,662.0,665.0,390.0,86.0,86.0,166.0,110.0,28.0,2.473684210526316,2.0,2.0,1.0,5.0,2.0,2.0,1.0,0.0,21.86753201280513,0.7413600891861761,0.5891238670694864,H
Southampton,Everton,M Oliver,16186.0,7.0,6.0,62.0,82.0,25.0,28.0,294.6999999999999,266.6,773.0,748.0,537.0,535.0,65.0,61.0,141.0,133.0,-15.0,0.6428571428571429,1.0,1.0,3.0,-1.0,4.0,0.0,1.0,7.0,-24.09287904746192,0.6946959896507116,0.7152406417112299,H
Fulham,Hull,L Mason,16186.0,7.0,6.0,70.0,48.0,23.0,19.0,203.39999999999995,229.49999999999986,572.0,635.0,342.0,379.0,55.0,94.0,159.0,117.0,-2.0,0.9,2.0,0.0,3.0,-7.0,2.0,0.0,3.0,-2.0,2.5074535626006202,0.5979020979020979,0.5968503937007874,D
Stoke,Tottenham,A Marriner,16186.0,7.0,7.0,53.0,93.0,18.0,34.0,259.8,284.39999999999986,613.0,805.0,388.0,556.0,63.0,69.0,126.0,129.0,-9.0,0.7567567567567568,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,-6.611186935227856,0.632952691680261,0.6906832298136646,A
West Brom,West Ham,M Dean,16186.0,4.0,7.0,57.0,56.0,23.0,16.0,191.79999999999993,223.90000000000026,601.0,603.0,346.0,363.0,86.0,44.0,137.0,150.0,-6.0,0.76,1.0,2.0,2.0,-3.0,2.0,0.0,3.0,-2.0,-1.8881348264020161,0.5757071547420965,0.6019900497512438,H
Man United,Norwich,L Probert,16186.0,6.0,6.0,52.0,60.0,23.0,24.0,281.9000000000001,261.50000000000006,732.0,746.0,534.0,501.0,69.0,76.0,157.0,124.0,20.0,2.25,3.0,0.0,2.0,4.0,1.0,0.0,4.0,-4.0,30.190188539530645,0.7295081967213115,0.6715817694369973,H
Swansea,Aston Villa,M Clattenburg,16186.0,7.0,7.0,53.0,47.0,17.0,15.0,244.70000000000007,233.30000000000007,517.0,608.0,334.0,388.0,94.0,40.0,145.0,123.0,1.0,1.0588235294117647,2.0,1.0,2.0,2.0,0.0,1.0,4.0,-8.0,16.94097367163728,0.6460348162475822,0.6381578947368421,H
Sunderland,Cardiff,P Dowd,16187.0,7.0,8.0,76.0,52.0,23.0,20.0,226.6,229.5,531.0,543.0,352.0,323.0,64.0,73.0,195.0,139.0,5.0,1.2941176470588236,1.0,1.0,3.0,-5.0,1.0,2.0,2.0,-5.0,2.765912841500352,0.6629001883239172,0.5948434622467772,H
Crystal Palace,Man City,H Webb,16187.0,8.0,5.0,59.0,78.0,23.0,27.0,176.29999999999978,275.8,514.0,896.0,325.0,682.0,116.0,77.0,146.0,150.0,-16.0,0.6595744680851063,5.0,0.0,0.0,7.0,2.0,2.0,1.0,4.0,-1.0821161789249913,0.632295719844358,0.7611607142857143,A
Liverpool,Chelsea,M Atkinson,16187.0,7.0,4.0,73.0,117.0,30.0,39.0,287.4000000000001,296.4999999999999,742.0,929.0,549.0,694.0,66.0,53.0,156.0,128.0,5.0,1.108695652173913,5.0,0.0,0.0,8.0,3.0,0.0,2.0,8.0,22.204714229787754,0.7398921832884097,0.7470398277717977,A
Arsenal,Newcastle,N Swarbrick,16188.0,8.0,9.0,64.0,62.0,26.0,14.0,284.0,245.09999999999988,983.0,631.0,751.0,401.0,73.0,80.0,151.0,134.0,15.0,1.7142857142857142,2.0,2.0,1.0,2.0,0.0,0.0,5.0,-13.0,33.950420658096405,0.7639877924720244,0.6354992076069731,H
Man United,Sunderland,H Webb,16193.0,6.0,6.0,61.0,71.0,27.0,23.0,288.2000000000001,226.1,804.0,524.0,588.0,362.0,70.0,67.0,150.0,187.0,14.0,1.56,3.0,0.0,2.0,6.0,2.0,1.0,2.0,0.0,6.027264372302714,0.7313432835820896,0.6908396946564885,A
Newcastle,Cardiff,M Atkinson,16193.0,4.0,6.0,54.0,49.0,14.0,18.0,228.79999999999993,235.90000000000003,546.0,535.0,327.0,322.0,78.0,61.0,133.0,118.0,6.0,1.4285714285714286,0.0,0.0,5.0,-13.0,1.0,2.0,2.0,-6.0,-13.939171122994644,0.5989010989010989,0.6018691588785047,H
Stoke,Fulham,C Foy,16193.0,7.0,7.0,60.0,74.0,16.0,26.0,260.7,216.99999999999997,648.0,592.0,425.0,354.0,59.0,52.0,138.0,131.0,8.0,1.4210526315789473,2.0,1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,3.530032899598119,0.6558641975308642,0.597972972972973,H
Swansea,Southampton,A Taylor,16193.0,7.0,7.0,56.0,64.0,23.0,25.0,252.5000000000001,299.5999999999999,515.0,803.0,324.0,566.0,97.0,63.0,124.0,149.0,-9.0,0.6896551724137931,3.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,-3.963707751089256,0.629126213592233,0.7048567870485679,A
West Ham,Tottenham,P Dowd,16193.0,7.0,7.0,56.0,94.0,16.0,32.0,237.30000000000027,282.7999999999999,622.0,821.0,366.0,584.0,44.0,64.0,149.0,130.0,-16.0,0.6,1.0,0.0,4.0,-4.0,3.0,1.0,1.0,3.0,-27.487857352737834,0.5884244372990354,0.7113276492082826,H
Everton,Man City,L Probert,16193.0,7.0,6.0,77.0,79.0,23.0,29.0,251.0,277.6,741.0,887.0,537.0,672.0,60.0,77.0,145.0,142.0,-10.0,0.7959183673469388,3.0,0.0,2.0,3.0,3.0,1.0,1.0,6.0,-14.268540679548721,0.7246963562753036,0.7576099210822999,A
Aston Villa,Hull,M Dean,16193.0,7.0,7.0,46.0,44.0,15.0,18.0,235.60000000000008,240.29999999999984,620.0,660.0,392.0,392.0,46.0,80.0,115.0,116.0,-3.0,0.85,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-4.0,-10.120302092128714,0.632258064516129,0.593939393939394,H
Arsenal,West Brom,M Jones,16194.0,5.0,8.0,71.0,59.0,30.0,25.0,285.1,177.99999999999991,856.0,543.0,655.0,319.0,68.0,89.0,153.0,142.0,17.0,1.7727272727272727,3.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,11.419694339543206,0.7651869158878505,0.5874769797421732,H
Chelsea,Norwich,N Swarbrick,16194.0,3.0,7.0,107.0,55.0,32.0,18.0,269.49999999999994,245.90000000000006,910.0,710.0,674.0,468.0,59.0,86.0,138.0,135.0,31.0,3.066666666666667,3.0,0.0,2.0,4.0,0.0,0.0,5.0,-10.0,37.69063156859294,0.7406593406593407,0.6591549295774648,D
Crystal Palace,Liverpool,M Clattenburg,16195.0,8.0,8.0,48.0,78.0,21.0,31.0,189.29999999999973,300.4000000000001,587.0,794.0,368.0,565.0,106.0,56.0,144.0,177.0,-17.0,0.6458333333333334,4.0,0.0,1.0,4.0,4.0,0.0,1.0,5.0,-13.76864821008229,0.626916524701874,0.7115869017632241,D
Man United,Hull,C Pawson,16196.0,3.0,3.0,68.0,41.0,25.0,17.0,299.4000000000001,239.59999999999985,900.0,671.0,673.0,414.0,53.0,81.0,127.0,111.0,17.0,1.894736842105263,3.0,0.0,2.0,8.0,1.0,1.0,3.0,-5.0,19.27266106442577,0.7477777777777778,0.61698956780924,H
Man City,Aston Villa,M Oliver,16197.0,3.0,4.0,82.0,51.0,27.0,23.0,274.7,235.80000000000007,865.0,640.0,660.0,398.0,85.0,56.0,154.0,103.0,29.0,2.45,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-3.0,36.133902116277646,0.7630057803468208,0.621875,H
Sunderland,West Brom,L Mason,16197.0,4.0,3.0,71.0,54.0,20.0,20.0,222.9,176.19999999999993,535.0,516.0,370.0,311.0,68.0,83.0,189.0,167.0,5.0,1.2272727272727273,3.0,1.0,1.0,5.0,2.0,1.0,2.0,-1.0,13.180744248026073,0.6915887850467289,0.6027131782945736,H
Norwich,Arsenal,L Mason,16201.0,7.0,7.0,53.0,76.0,17.0,31.0,232.60000000000008,297.4000000000001,691.0,869.0,443.0,668.0,83.0,71.0,162.0,124.0,-26.0,0.36585365853658536,0.0,1.0,4.0,-7.0,4.0,0.0,1.0,6.0,-37.38155924658794,0.6410998552821997,0.7686996547756041,A
West Brom,Stoke,L Probert,16201.0,3.0,8.0,59.0,68.0,18.0,21.0,196.89999999999992,269.0,597.0,668.0,380.0,458.0,90.0,52.0,172.0,137.0,-6.0,0.7777777777777778,1.0,1.0,3.0,-4.0,2.0,1.0,2.0,0.0,-6.354998795560654,0.6365159128978225,0.6856287425149701,A
Tottenham,Aston Villa,J Moss,16201.0,8.0,3.0,91.0,44.0,31.0,17.0,294.19999999999993,211.50000000000009,811.0,597.0,567.0,367.0,66.0,66.0,108.0,137.0,17.0,1.85,3.0,1.0,1.0,5.0,1.0,1.0,3.0,-6.0,19.46851109411923,0.6991368680641183,0.6147403685092128,H
Southampton,Man United,M Dean,16201.0,8.0,4.0,59.0,77.0,18.0,26.0,309.4999999999999,299.0000000000001,844.0,979.0,592.0,757.0,66.0,58.0,139.0,122.0,-4.0,0.8888888888888888,2.0,1.0,2.0,-1.0,3.0,0.0,2.0,7.0,-1.9184592304354666,0.7014218009478673,0.7732379979570991,D
Liverpool,Newcastle,P Dowd,16201.0,5.0,8.0,93.0,71.0,35.0,18.0,307.6,235.09999999999994,817.0,564.0,598.0,344.0,57.0,81.0,171.0,123.0,26.0,2.3,3.0,1.0,1.0,1.0,1.0,0.0,4.0,-6.0,38.34999847765192,0.7319461444308446,0.6099290780141844,H
Fulham,Crystal Palace,K Friend,16201.0,8.0,5.0,61.0,45.0,20.0,19.0,214.59999999999997,186.5999999999998,574.0,584.0,332.0,368.0,64.0,96.0,119.0,178.0,-13.0,0.59375,2.0,1.0,2.0,-3.0,3.0,1.0,1.0,1.0,-16.62920203270237,0.578397212543554,0.6301369863013698,D
Cardiff,Chelsea,M Oliver,16201.0,8.0,7.0,54.0,109.0,16.0,34.0,223.80000000000004,274.49999999999994,520.0,972.0,308.0,756.0,61.0,54.0,122.0,127.0,-32.0,0.30434782608695654,1.0,1.0,3.0,-9.0,3.0,1.0,1.0,5.0,-29.71170094207852,0.5923076923076923,0.7777777777777778,A
Man City,West Ham,M Atkinson,16201.0,3.0,8.0,87.0,65.0,31.0,18.0,295.4,245.20000000000027,938.0,648.0,744.0,383.0,72.0,48.0,123.0,167.0,22.0,1.8148148148148149,4.0,1.0,0.0,9.0,1.0,0.0,4.0,-3.0,34.514094974405616,0.7931769722814499,0.5910493827160493,H
Hull,Everton,H Webb,16201.0,4.0,7.0,38.0,72.0,16.0,19.0,239.99999999999986,267.5,627.0,762.0,386.0,556.0,81.0,59.0,119.0,157.0,-18.0,0.5,1.0,1.0,3.0,-6.0,2.0,0.0,3.0,-1.0,-13.937320284452866,0.6156299840510366,0.7296587926509186,A
Sunderland,Swansea,C Foy,16201.0,3.0,8.0,57.0,52.0,18.0,19.0,224.3,231.40000000000012,506.0,440.0,344.0,257.0,71.0,103.0,168.0,131.0,9.0,1.45,4.0,1.0,0.0,8.0,2.0,0.0,3.0,1.0,27.109494144474816,0.6798418972332015,0.5840909090909091,A
QPR,Hull,C Pawson,16298.0,7.0,6.0,72.0,42.0,28.0,15.0,233.70000000000007,240.0999999999998,558.0,619.0,336.0,404.0,70.0,71.0,133.0,136.0,-2.0,0.8888888888888888,0.0,1.0,4.0,-5.0,0.0,1.0,4.0,-9.0,-2.2901812451348036,0.6021505376344086,0.6526655896607432,A
Man United,Swansea,M Dean,16298.0,3.0,7.0,77.0,48.0,24.0,21.0,284.2000000000002,220.30000000000013,957.0,405.0,736.0,248.0,52.0,99.0,127.0,140.0,11.0,1.4782608695652173,2.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,-0.9496818257537853,0.7690700104493208,0.6123456790123457,A
Arsenal,Crystal Palace,J Moss,16298.0,6.0,14.0,75.0,46.0,34.0,21.0,303.00000000000006,177.0999999999998,883.0,546.0,682.0,334.0,69.0,86.0,98.0,177.0,11.0,1.3666666666666667,5.0,0.0,0.0,11.0,2.0,2.0,1.0,0.0,12.766398049402376,0.7723669309173273,0.6117216117216118,H
Stoke,Aston Villa,A Taylor,16298.0,7.0,7.0,79.0,41.0,23.0,14.0,277.1,199.60000000000008,725.0,639.0,504.0,409.0,53.0,75.0,112.0,146.0,10.0,1.5,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-8.0,16.00791643352457,0.6951724137931035,0.6400625978090767,A
West Ham,Tottenham,C Foy,16298.0,7.0,6.0,57.0,74.0,17.0,26.0,240.00000000000026,287.7999999999999,594.0,746.0,353.0,504.0,40.0,75.0,168.0,106.0,-12.0,0.6923076923076923,1.0,0.0,4.0,-4.0,3.0,1.0,1.0,4.0,-18.281799893326337,0.5942760942760943,0.675603217158177,A
West Brom,Sunderland,N Swarbrick,16298.0,7.0,13.0,70.0,66.0,17.0,19.0,208.59999999999994,235.7,657.0,552.0,444.0,371.0,97.0,69.0,160.0,139.0,-6.0,0.7692307692307693,1.0,0.0,4.0,-5.0,4.0,0.0,1.0,6.0,-22.091267163842755,0.6757990867579908,0.6721014492753623,D
Liverpool,Southampton,M Clattenburg,16299.0,7.0,7.0,89.0,69.0,32.0,23.0,310.6,311.4999999999999,856.0,855.0,633.0,598.0,58.0,60.0,163.0,126.0,19.0,1.6333333333333333,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,19.021943189236374,0.7394859813084113,0.6994152046783626,H
Newcastle,Man City,M Atkinson,16299.0,7.0,7.0,65.0,99.0,16.0,34.0,224.69999999999987,307.2,526.0,1004.0,314.0,822.0,79.0,71.0,135.0,131.0,-32.0,0.3469387755102041,1.0,0.0,4.0,-3.0,5.0,0.0,0.0,11.0,-48.48257188166663,0.596958174904943,0.8187250996015937,A
Southampton,West Brom,R East,16305.0,6.0,7.0,62.0,70.0,22.0,19.0,287.2999999999999,236.09999999999994,726.0,730.0,484.0,503.0,67.0,86.0,161.0,139.0,10.0,1.5,2.0,2.0,1.0,2.0,1.0,1.0,3.0,-3.0,17.95031824276704,0.6666666666666666,0.689041095890411,D
Aston Villa,Newcastle,M Dean,16305.0,7.0,6.0,42.0,64.0,15.0,15.0,204.10000000000008,217.59999999999985,643.0,524.0,409.0,320.0,79.0,82.0,149.0,156.0,5.0,1.2941176470588236,2.0,0.0,3.0,-7.0,1.0,0.0,4.0,-4.0,13.845131166450127,0.6360808709175739,0.6106870229007634,D
Crystal Palace,West Ham,M Clattenburg,16305.0,6.0,7.0,43.0,63.0,19.0,19.0,169.5999999999998,249.20000000000027,497.0,603.0,291.0,376.0,83.0,47.0,175.0,173.0,4.0,1.1538461538461537,1.0,2.0,2.0,-2.0,1.0,0.0,4.0,-3.0,9.484354141184212,0.5855130784708249,0.6235489220563848,A
Everton,Arsenal,K Friend,16305.0,7.0,3.0,59.0,75.0,18.0,32.0,264.40000000000003,319.50000000000006,711.0,937.0,513.0,723.0,51.0,70.0,146.0,103.0,-4.0,0.9024390243902439,2.0,1.0,2.0,1.0,5.0,0.0,0.0,10.0,-14.815656731735846,0.7215189873417721,0.7716115261472786,D
Hull,Stoke,J Moss,16306.0,2.0,8.0,40.0,81.0,15.0,22.0,246.19999999999982,292.9,585.0,722.0,379.0,506.0,63.0,59.0,118.0,108.0,-12.0,0.6,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,2.0,-13.253585938880057,0.6478632478632479,0.7008310249307479,D
Tottenham,QPR,A Taylor,16306.0,2.0,8.0,64.0,66.0,22.0,23.0,271.2,236.10000000000008,678.0,585.0,459.0,350.0,70.0,80.0,115.0,132.0,23.0,2.4375,4.0,0.0,1.0,5.0,0.0,1.0,4.0,-4.0,32.79002709002709,0.6769911504424779,0.5982905982905983,H
Sunderland,Man United,M Atkinson,16306.0,8.0,8.0,66.0,82.0,18.0,27.0,240.2,283.10000000000014,540.0,896.0,370.0,686.0,83.0,57.0,113.0,110.0,-5.0,0.8387096774193549,3.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,6.171084084997133,0.6851851851851852,0.765625,D
Man City,Liverpool,M Oliver,16307.0,8.0,8.0,93.0,91.0,33.0,33.0,293.4,320.1,953.0,885.0,759.0,653.0,70.0,61.0,129.0,141.0,-3.0,0.9423076923076923,5.0,0.0,0.0,11.0,3.0,1.0,1.0,1.0,3.706369897635284,0.7964323189926548,0.7378531073446327,H
QPR,Sunderland,R Madley,16312.0,2.0,2.0,60.0,56.0,19.0,14.0,216.00000000000009,224.1,520.0,460.0,309.0,296.0,83.0,84.0,155.0,127.0,-11.0,0.5925925925925926,0.0,0.0,5.0,-8.0,2.0,2.0,1.0,1.0,-24.885261555261557,0.5942307692307692,0.6434782608695652,H
Newcastle,Crystal Palace,M Jones,16312.0,3.0,3.0,61.0,41.0,15.0,20.0,230.09999999999985,181.29999999999973,493.0,531.0,306.0,322.0,67.0,81.0,162.0,176.0,-11.0,0.6206896551724138,1.0,1.0,3.0,-3.0,0.0,2.0,3.0,-5.0,-6.207799785319629,0.6206896551724138,0.6064030131826742,D
Everton,Chelsea,J Moss,16312.0,6.0,7.0,50.0,100.0,15.0,28.0,270.40000000000003,287.2999999999998,702.0,933.0,492.0,745.0,49.0,50.0,151.0,117.0,-9.0,0.8043478260869565,1.0,2.0,2.0,-1.0,4.0,1.0,0.0,7.0,-20.212199948224793,0.7008547008547008,0.7984994640943194,A
West Ham,Southampton,M Dean,16312.0,3.0,3.0,67.0,67.0,23.0,22.0,237.50000000000026,276.2999999999999,563.0,728.0,348.0,501.0,52.0,77.0,172.0,162.0,-2.0,0.9354838709677419,2.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,-7.906378417624207,0.6181172291296625,0.6881868131868132,A
Man City,Stoke,L Mason,16312.0,4.0,2.0,86.0,86.0,31.0,20.0,292.2,293.4,963.0,748.0,782.0,527.0,63.0,56.0,150.0,110.0,19.0,1.6333333333333333,5.0,0.0,0.0,11.0,2.0,1.0,2.0,2.0,30.21562174419317,0.8120456905503635,0.7045454545454546,A
Swansea,West Brom,P Tierney,16312.0,3.0,3.0,46.0,59.0,24.0,15.0,225.1000000000001,235.39999999999992,364.0,719.0,240.0,484.0,89.0,85.0,124.0,144.0,10.0,1.5555555555555556,4.0,0.0,1.0,6.0,0.0,2.0,3.0,-4.0,25.61923589487307,0.6593406593406593,0.6731571627260083,H
Tottenham,Liverpool,P Dowd,16313.0,2.0,5.0,68.0,88.0,22.0,30.0,275.0,309.9000000000001,623.0,938.0,433.0,694.0,70.0,57.0,110.0,171.0,-10.0,0.7959183673469388,4.0,0.0,1.0,7.0,2.0,1.0,2.0,-2.0,-5.07757122780415,0.695024077046549,0.7398720682302772,A
Aston Villa,Hull,M Clattenburg,16313.0,3.0,2.0,40.0,41.0,12.0,13.0,191.20000000000007,234.5999999999998,581.0,565.0,364.0,357.0,76.0,65.0,148.0,130.0,1.0,1.0526315789473684,2.0,1.0,2.0,-4.0,1.0,1.0,3.0,-5.0,9.23543938459905,0.6265060240963856,0.631858407079646,H
Arsenal,Man City,M Clattenburg,16326.0,13.0,14.0,80.0,84.0,27.0,27.0,325.0,325.2,1061.0,1096.0,828.0,894.0,70.0,60.0,119.0,141.0,-9.0,0.8043478260869565,3.0,2.0,0.0,4.0,4.0,0.0,1.0,9.0,-4.801790659978813,0.7803958529688972,0.8156934306569343,D
Sunderland,Tottenham,C Pawson,16326.0,14.0,13.0,64.0,59.0,19.0,19.0,248.7,286.3,515.0,634.0,348.0,449.0,71.0,76.0,104.0,131.0,-12.0,0.6666666666666666,1.0,2.0,2.0,-1.0,3.0,0.0,2.0,3.0,-14.548075921290206,0.6757281553398058,0.7082018927444795,D
West Brom,Everton,A Taylor,16326.0,14.0,13.0,64.0,58.0,16.0,20.0,239.49999999999997,286.00000000000006,722.0,772.0,488.0,550.0,85.0,51.0,133.0,170.0,-16.0,0.5294117647058824,0.0,2.0,3.0,-6.0,1.0,2.0,2.0,-2.0,-18.25212027261717,0.6759002770083102,0.7124352331606217,A
Chelsea,Swansea,K Friend,16326.0,13.0,14.0,101.0,50.0,32.0,24.0,299.5999999999998,233.80000000000013,953.0,360.0,763.0,246.0,48.0,86.0,103.0,125.0,15.0,1.4838709677419355,4.0,1.0,0.0,8.0,4.0,0.0,1.0,6.0,10.346915827800387,0.8006295907660022,0.6833333333333333,H
Liverpool,Aston Villa,L Mason,16326.0,13.0,13.0,79.0,36.0,30.0,7.0,275.0,191.10000000000008,766.0,545.0,554.0,335.0,66.0,67.0,164.0,147.0,26.0,2.130434782608696,3.0,1.0,1.0,3.0,2.0,1.0,2.0,-5.0,23.71438163076362,0.7232375979112271,0.6146788990825688,A
Southampton,Newcastle,C Foy,16326.0,14.0,14.0,71.0,71.0,26.0,16.0,286.3999999999998,256.99999999999994,740.0,583.0,526.0,390.0,67.0,66.0,149.0,155.0,12.0,1.631578947368421,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,14.170284497381353,0.7108108108108108,0.6689536878216124,H
Man United,QPR,P Dowd,16327.0,15.0,15.0,57.0,64.0,19.0,18.0,277.9000000000001,214.30000000000013,771.0,510.0,585.0,308.0,77.0,75.0,114.0,138.0,14.0,1.875,1.0,3.0,1.0,1.0,1.0,0.0,4.0,-6.0,16.19304157658821,0.7587548638132295,0.6039215686274509,H
Hull,West Ham,M Atkinson,16328.0,15.0,16.0,43.0,62.0,14.0,22.0,234.69999999999985,216.60000000000028,554.0,539.0,349.0,330.0,71.0,58.0,133.0,184.0,-7.0,0.7307692307692307,1.0,1.0,3.0,-4.0,2.0,0.0,3.0,-1.0,-10.525102547222364,0.6299638989169675,0.6122448979591837,D
West Ham,Liverpool,C Pawson,16333.0,4.0,3.0,58.0,71.0,18.0,22.0,228.60000000000028,284.6,538.0,807.0,335.0,576.0,56.0,63.0,163.0,156.0,-21.0,0.5625,1.0,1.0,3.0,-3.0,3.0,0.0,2.0,2.0,-19.297988026799885,0.6226765799256505,0.7137546468401487,H
Swansea,Southampton,J Moss,16333.0,7.0,7.0,49.0,63.0,23.0,29.0,240.20000000000007,274.39999999999986,337.0,670.0,232.0,463.0,73.0,70.0,142.0,148.0,-2.0,0.9393939393939394,4.0,0.0,1.0,5.0,2.0,2.0,1.0,5.0,4.491521643720596,0.6884272997032641,0.691044776119403,A
Aston Villa,Arsenal,M Jones,16333.0,6.0,3.0,36.0,80.0,8.0,29.0,189.90000000000006,310.2,565.0,1057.0,349.0,815.0,69.0,82.0,147.0,143.0,-10.0,0.7142857142857143,3.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0,-3.0587757083515292,0.6176991150442478,0.771050141911069,A
Newcastle,Hull,N Swarbrick,16333.0,7.0,4.0,58.0,52.0,14.0,18.0,252.79999999999993,230.99999999999986,571.0,581.0,383.0,362.0,67.0,88.0,172.0,123.0,-4.0,0.8,0.0,2.0,3.0,-7.0,1.0,2.0,2.0,-2.0,-6.630399457831894,0.670753064798599,0.6230636833046471,D
QPR,Stoke,M Atkinson,16333.0,6.0,7.0,65.0,77.0,17.0,15.0,188.1000000000001,264.7,473.0,677.0,292.0,465.0,88.0,81.0,146.0,123.0,-18.0,0.45454545454545453,1.0,0.0,4.0,-9.0,2.0,1.0,2.0,0.0,-18.11556652806653,0.6173361522198731,0.6868537666174298,D
Tottenham,West Brom,K Friend,16334.0,2.0,8.0,62.0,62.0,22.0,14.0,295.6,233.09999999999997,736.0,670.0,551.0,441.0,84.0,82.0,131.0,140.0,17.0,2.0,3.0,1.0,1.0,5.0,0.0,2.0,3.0,-6.0,23.258365549962193,0.748641304347826,0.6582089552238806,A
Everton,Crystal Palace,M Oliver,16334.0,2.0,8.0,60.0,54.0,20.0,22.0,281.20000000000005,180.49999999999974,755.0,455.0,537.0,267.0,44.0,73.0,139.0,118.0,8.0,1.2857142857142858,2.0,2.0,1.0,1.0,0.0,3.0,2.0,-3.0,14.130648886678657,0.7112582781456953,0.5868131868131868,A
Man City,Chelsea,M Dean,16334.0,3.0,3.0,81.0,107.0,26.0,37.0,305.7,283.5999999999998,1020.0,949.0,817.0,769.0,71.0,53.0,158.0,119.0,-2.0,0.9565217391304348,3.0,1.0,1.0,5.0,5.0,0.0,0.0,10.0,-8.305057675244008,0.8009803921568628,0.8103266596417281,D
Sunderland,Swansea,C Foy,16340.0,3.0,3.0,54.0,46.0,18.0,21.0,240.3,237.60000000000008,482.0,326.0,343.0,211.0,68.0,76.0,117.0,146.0,-6.0,0.7857142857142857,0.0,4.0,1.0,-1.0,3.0,0.0,2.0,2.0,-10.732727960445349,0.7116182572614108,0.647239263803681,D
Chelsea,Aston Villa,P Dowd,16340.0,2.0,7.0,85.0,38.0,32.0,9.0,260.69999999999993,172.70000000000007,818.0,462.0,649.0,262.0,57.0,59.0,149.0,145.0,24.0,2.090909090909091,4.0,1.0,0.0,9.0,3.0,1.0,1.0,0.0,19.759260304912473,0.793398533007335,0.5670995670995671,H
Liverpool,Everton,M Atkinson,16340.0,3.0,3.0,69.0,66.0,22.0,22.0,280.5,301.1,715.0,870.0,492.0,626.0,64.0,42.0,163.0,149.0,9.0,1.25,2.0,0.0,3.0,-1.0,1.0,2.0,2.0,-2.0,1.3515600400876266,0.6881118881118881,0.7195402298850575,D
Crystal Palace,Leicester,K Stroud,16340.0,2.0,6.0,49.0,49.0,19.0,16.0,170.69999999999982,186.09999999999994,439.0,556.0,254.0,340.0,82.0,80.0,135.0,185.0,4.0,1.1666666666666667,1.0,2.0,2.0,-2.0,2.0,2.0,1.0,1.0,-8.43307220686093,0.5785876993166287,0.6115107913669064,H
Arsenal,Tottenham,M Oliver,16340.0,3.0,2.0,75.0,57.0,24.0,17.0,319.1,304.2000000000001,1045.0,755.0,796.0,557.0,92.0,81.0,153.0,128.0,3.0,1.088235294117647,2.0,3.0,0.0,4.0,2.0,1.0,2.0,1.0,14.409878002212494,0.7617224880382775,0.7377483443708609,D
Man United,West Ham,L Mason,16340.0,6.0,6.0,66.0,68.0,24.0,25.0,308.4000000000001,234.90000000000026,792.0,591.0,599.0,360.0,102.0,65.0,101.0,162.0,1.0,1.0344827586206897,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,-9.54458926709102,0.7563131313131313,0.6091370558375635,H
Southampton,QPR,M Clattenburg,16340.0,3.0,7.0,59.0,76.0,27.0,19.0,272.7999999999999,207.80000000000013,699.0,548.0,491.0,344.0,77.0,69.0,143.0,142.0,20.0,2.3333333333333335,3.0,1.0,1.0,6.0,1.0,1.0,3.0,-8.0,24.528210978729412,0.7024320457796852,0.6277372262773723,H
Hull,Man City,A Taylor,16340.0,2.0,2.0,50.0,69.0,18.0,23.0,223.79999999999984,295.7,528.0,965.0,315.0,752.0,94.0,69.0,103.0,177.0,-21.0,0.5,1.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,-18.52253778149496,0.5965909090909091,0.7792746113989637,A
West Brom,Burnley,J Moss,16341.0,3.0,8.0,55.0,58.0,14.0,15.0,226.89999999999992,218.6,642.0,697.0,410.0,406.0,74.0,61.0,147.0,152.0,1.0,1.0526315789473684,1.0,2.0,2.0,-4.0,0.0,3.0,2.0,-3.0,5.526442705228547,0.6386292834890965,0.5824964131994261,H
