home,away,Referee,time,prevTimeDiff,HAccP,AAccP,hw,hd,hl,H goal Diff,aw,ad,al,A goal diff,y
West Brom,Hull,N Swarbrick,16445.0,7.0,18.0,19.0,1.0,1.0,3.0,-4.0,2.0,0.0,3.0,0.0,H
Arsenal,Stoke,J Moss,16446.0,6.0,33.0,26.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,H
Man United,Southampton,P Dowd,16446.0,7.0,37.0,36.0,2.0,3.0,0.0,5.0,3.0,1.0,1.0,6.0,A
Aston Villa,Liverpool,M Clattenburg,16452.0,7.0,19.0,29.0,0.0,3.0,2.0,-2.0,3.0,2.0,0.0,5.0,A
Burnley,Crystal Palace,P Dowd,16452.0,2.0,20.0,20.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-4.0,A
Leicester,Stoke,A Marriner,16452.0,7.0,16.0,26.0,2.0,1.0,2.0,-1.0,2.0,1.0,2.0,-2.0,A
Newcastle,Southampton,R Madley,16452.0,7.0,27.0,39.0,1.0,1.0,3.0,-4.0,4.0,1.0,0.0,8.0,A
Tottenham,Sunderland,C Foy,16452.0,2.0,31.0,19.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-3.0,H
QPR,Man United,N Swarbrick,16452.0,7.0,19.0,37.0,1.0,2.0,2.0,-1.0,1.0,3.0,1.0,1.0,A
Swansea,Chelsea,J Moss,16452.0,7.0,27.0,46.0,2.0,2.0,1.0,-1.0,3.0,1.0,1.0,4.0,A
Man City,Arsenal,M Dean,16453.0,8.0,44.0,33.0,3.0,2.0,0.0,6.0,3.0,1.0,1.0,3.0,A
West Ham,Hull,M Atkinson,16453.0,4.0,33.0,16.0,1.0,2.0,2.0,-1.0,2.0,0.0,3.0,1.0,H
Everton,West Brom,M Oliver,16454.0,5.0,21.0,20.0,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-4.0,D
Chelsea,Man City,M Clattenburg,16466.0,3.0,46.0,41.0,3.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,D
Crystal Palace,Everton,R East,16466.0,7.0,23.0,21.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,-4.0,A
Man United,Leicester,M Atkinson,16466.0,7.0,39.0,16.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,H
Liverpool,West Ham,A Marriner,16466.0,3.0,32.0,33.0,4.0,1.0,0.0,7.0,1.0,2.0,2.0,0.0,H
Sunderland,Burnley,L Mason,16466.0,7.0,18.0,20.0,0.0,1.0,4.0,-5.0,1.0,2.0,2.0,-1.0,H
Stoke,QPR,M Dean,16466.0,4.0,28.0,19.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,-4.0,H
Hull,Newcastle,P Dowd,16466.0,13.0,15.0,26.0,2.0,0.0,3.0,-1.0,1.0,1.0,3.0,-4.0,A
West Brom,Tottenham,K Friend,16466.0,7.0,20.0,31.0,1.0,2.0,2.0,-3.0,3.0,1.0,1.0,3.0,A
Arsenal,Aston Villa,A Taylor,16467.0,6.0,35.0,18.0,4.0,0.0,1.0,5.0,0.0,2.0,3.0,-4.0,H
Southampton,Swansea,M Oliver,16467.0,8.0,41.0,24.0,4.0,1.0,0.0,6.0,1.0,2.0,2.0,-7.0,A
Man City,Hull,J Moss,16473.0,6.0,42.0,15.0,1.0,3.0,1.0,-1.0,1.0,0.0,4.0,-6.0,D
Everton,Liverpool,A Taylor,16473.0,7.0,24.0,32.0,1.0,2.0,2.0,-2.0,4.0,1.0,0.0,8.0,D
Aston Villa,Chelsea,N Swarbrick,16473.0,6.0,15.0,44.0,0.0,2.0,3.0,-8.0,2.0,2.0,1.0,5.0,A
Swansea,Sunderland,P Dowd,16473.0,5.0,24.0,21.0,1.0,2.0,2.0,-7.0,1.0,1.0,3.0,-1.0,D
QPR,Southampton,R East,16473.0,7.0,16.0,38.0,0.0,2.0,3.0,-5.0,3.0,1.0,1.0,3.0,A
Tottenham,Arsenal,M Atkinson,16473.0,7.0,34.0,37.0,3.0,1.0,1.0,5.0,4.0,0.0,1.0,9.0,H
Leicester,Crystal Palace,L Mason,16473.0,7.0,15.0,22.0,2.0,1.0,2.0,-1.0,2.0,2.0,1.0,1.0,A
West Ham,Man United,M Clattenburg,16474.0,8.0,33.0,41.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,D
Burnley,West Brom,M Dean,16474.0,1.0,19.0,20.0,1.0,2.0,2.0,-2.0,1.0,2.0,2.0,-4.0,D
Newcastle,Stoke,K Friend,16474.0,8.0,28.0,28.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,D
Arsenal,Leicester,M Jones,16476.0,3.0,36.0,12.0,3.0,0.0,2.0,7.0,1.0,1.0,3.0,-3.0,H
Hull,Aston Villa,M Oliver,16476.0,3.0,15.0,12.0,1.0,1.0,3.0,-5.0,0.0,1.0,4.0,-9.0,H
Liverpool,Tottenham,P Dowd,16476.0,2.0,33.0,36.0,3.0,2.0,0.0,5.0,4.0,0.0,1.0,6.0,H
Sunderland,QPR,M Atkinson,16476.0,3.0,21.0,16.0,1.0,1.0,3.0,-1.0,0.0,1.0,4.0,-6.0,A
Chelsea,Everton,J Moss,16477.0,4.0,44.0,22.0,3.0,1.0,1.0,6.0,1.0,3.0,1.0,-1.0,H
Man United,Burnley,K Friend,16477.0,2.0,39.0,19.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,-2.0,H
Crystal Palace,Newcastle,A Marriner,16477.0,4.0,24.0,29.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,D
West Brom,Swansea,R Madley,16477.0,3.0,21.0,25.0,1.0,3.0,1.0,-2.0,1.0,3.0,1.0,-4.0,H
Stoke,Man City,L Mason,16477.0,3.0,29.0,42.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,-1.0,A
Southampton,West Ham,C Pawson,16477.0,4.0,38.0,33.0,4.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,D
Aston Villa,Stoke,R East,16487.0,6.0,12.0,28.0,0.0,0.0,5.0,-11.0,2.0,1.0,2.0,-3.0,A
Chelsea,Burnley,M Atkinson,16487.0,3.0,46.0,18.0,4.0,1.0,0.0,9.0,1.0,1.0,3.0,-4.0,D
Crystal Palace,Arsenal,M Clattenburg,16487.0,6.0,22.0,36.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,10.0,A
Hull,QPR,A Taylor,16487.0,10.0,17.0,18.0,1.0,1.0,3.0,-5.0,1.0,0.0,4.0,-4.0,H
Man City,Newcastle,C Foy,16487.0,9.0,44.0,29.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,H
Sunderland,West Brom,M Jones,16487.0,6.0,20.0,21.0,1.0,1.0,3.0,-2.0,2.0,2.0,1.0,0.0,D
Swansea,Man United,N Swarbrick,16487.0,9.0,25.0,42.0,1.0,2.0,2.0,-6.0,3.0,1.0,1.0,5.0,H
Everton,Leicester,P Dowd,16488.0,2.0,22.0,9.0,1.0,3.0,1.0,0.0,1.0,0.0,4.0,-4.0,D
Southampton,Liverpool,K Friend,16488.0,10.0,36.0,36.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0,6.0,A
Tottenham,West Ham,J Moss,16488.0,2.0,36.0,31.0,3.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,D
Burnley,Swansea,J Moss,16494.0,3.0,19.0,27.0,0.0,2.0,3.0,-5.0,2.0,1.0,2.0,-5.0,A
Man United,Sunderland,R East,16494.0,7.0,39.0,20.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,-1.0,H
Newcastle,Aston Villa,L Mason,16494.0,6.0,29.0,12.0,1.0,2.0,2.0,-3.0,0.0,0.0,5.0,-11.0,H
Stoke,Hull,N Swarbrick,16494.0,7.0,28.0,20.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,-3.0,H
West Brom,Southampton,P Dowd,16494.0,7.0,19.0,33.0,1.0,3.0,1.0,-1.0,2.0,1.0,2.0,-1.0,H
West Ham,Crystal Palace,M Dean,16494.0,6.0,32.0,19.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,A
Arsenal,Everton,A Marriner,16495.0,3.0,38.0,22.0,4.0,0.0,1.0,8.0,1.0,3.0,1.0,0.0,H
Liverpool,Man City,M Clattenburg,16495.0,2.0,38.0,44.0,4.0,1.0,0.0,7.0,2.0,2.0,1.0,6.0,H
Hull,Sunderland,M Dean,16497.0,3.0,17.0,17.0,2.0,1.0,2.0,-1.0,1.0,2.0,2.0,-2.0,D
Southampton,Crystal Palace,M Atkinson,16497.0,3.0,33.0,22.0,1.0,1.0,3.0,-3.0,2.0,1.0,2.0,1.0,H
Aston Villa,West Brom,J Moss,16497.0,3.0,12.0,22.0,0.0,0.0,5.0,-10.0,2.0,2.0,1.0,0.0,H
Liverpool,Burnley,L Mason,16498.0,3.0,38.0,18.0,4.0,1.0,0.0,6.0,0.0,2.0,3.0,-5.0,H
Man City,Leicester,R Madley,16498.0,3.0,41.0,10.0,2.0,2.0,1.0,7.0,0.0,1.0,4.0,-5.0,H
Newcastle,Man United,A Taylor,16498.0,4.0,31.0,39.0,2.0,2.0,1.0,-1.0,3.0,1.0,1.0,5.0,A
QPR,Arsenal,K Friend,16498.0,11.0,18.0,41.0,1.0,0.0,4.0,-4.0,4.0,0.0,1.0,8.0,A
Stoke,Everton,M Clattenburg,16498.0,4.0,31.0,22.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,-2.0,H
Tottenham,Swansea,M Oliver,16498.0,2.0,36.0,29.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,H
West Ham,Chelsea,A Marriner,16498.0,4.0,29.0,44.0,0.0,3.0,2.0,-4.0,3.0,2.0,0.0,7.0,A
QPR,Tottenham,C Pawson,16501.0,2.0,18.0,36.0,1.0,0.0,4.0,-3.0,3.0,1.0,1.0,4.0,A
Leicester,Hull,J Moss,16508.0,9.0,9.0,17.0,0.0,1.0,4.0,-6.0,2.0,2.0,1.0,2.0,D
Arsenal,West Ham,A Taylor,16508.0,4.0,43.0,26.0,4.0,0.0,1.0,4.0,0.0,3.0,2.0,-3.0,H
Crystal Palace,QPR,L Mason,16508.0,10.0,22.0,18.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,-2.0,H
Sunderland,Aston Villa,N Swarbrick,16508.0,10.0,18.0,15.0,0.0,3.0,2.0,-4.0,1.0,0.0,4.0,-4.0,A
West Brom,Stoke,M Oliver,16508.0,6.0,21.0,31.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,H
Burnley,Man City,A Marriner,16508.0,7.0,18.0,41.0,0.0,2.0,3.0,-5.0,3.0,1.0,1.0,9.0,H
Chelsea,Southampton,M Dean,16509.0,3.0,44.0,33.0,3.0,2.0,0.0,3.0,2.0,1.0,2.0,-1.0,D
Everton,Newcastle,M Atkinson,16509.0,2.0,19.0,28.0,0.0,2.0,3.0,-5.0,1.0,2.0,2.0,-5.0,H
Man United,Tottenham,M Clattenburg,16509.0,5.0,41.0,39.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,H
Swansea,Liverpool,R East,16510.0,11.0,29.0,38.0,2.0,1.0,2.0,-1.0,4.0,1.0,0.0,6.0,A
Southampton,Burnley,R East,16515.0,6.0,31.0,21.0,1.0,2.0,2.0,-2.0,1.0,1.0,3.0,-4.0,H
Aston Villa,Swansea,R Madley,16515.0,7.0,18.0,26.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,-2.0,A
Man City,West Brom,N Swarbrick,16515.0,2.0,41.0,23.0,3.0,0.0,2.0,8.0,3.0,1.0,1.0,3.0,H
Stoke,Crystal Palace,A Marriner,16515.0,7.0,31.0,24.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,A
Tottenham,Leicester,M Dean,16515.0,5.0,39.0,10.0,2.0,1.0,2.0,-2.0,0.0,2.0,3.0,-4.0,H
West Ham,Sunderland,L Mason,16515.0,7.0,23.0,18.0,0.0,2.0,3.0,-6.0,0.0,2.0,3.0,-8.0,H
Newcastle,Arsenal,M Jones,16515.0,5.0,25.0,43.0,1.0,1.0,3.0,-8.0,5.0,0.0,0.0,8.0,A
Hull,Chelsea,M Oliver,16516.0,8.0,17.0,42.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,A
Liverpool,Man United,M Atkinson,16516.0,5.0,40.0,43.0,5.0,0.0,0.0,7.0,4.0,0.0,1.0,7.0,A
QPR,Everton,J Moss,16516.0,8.0,15.0,19.0,1.0,0.0,4.0,-3.0,1.0,1.0,3.0,-2.0,A
Leicester,West Ham,M Clattenburg,16529.0,14.0,10.0,25.0,0.0,2.0,3.0,-4.0,1.0,1.0,3.0,-5.0,H
Arsenal,Liverpool,A Taylor,16529.0,14.0,43.0,40.0,5.0,0.0,0.0,8.0,4.0,0.0,1.0,5.0,H
Chelsea,Stoke,J Moss,16529.0,12.0,44.0,30.0,3.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0,H
Man United,Aston Villa,R East,16529.0,13.0,46.0,18.0,4.0,0.0,1.0,6.0,2.0,0.0,3.0,2.0,H
Swansea,Hull,A Marriner,16529.0,14.0,28.0,17.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,-1.0,H
West Brom,QPR,L Probert,16529.0,14.0,20.0,15.0,2.0,1.0,2.0,-2.0,0.0,0.0,5.0,-6.0,A
Everton,Southampton,L Mason,16529.0,12.0,21.0,31.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,H
Burnley,Tottenham,M Atkinson,16530.0,1.0,21.0,39.0,1.0,1.0,3.0,-4.0,3.0,1.0,1.0,0.0,D
Sunderland,Newcastle,M Dean,16530.0,14.0,15.0,22.0,0.0,2.0,3.0,-7.0,1.0,0.0,4.0,-9.0,H
Crystal Palace,Man City,M Oliver,16531.0,16.0,27.0,41.0,3.0,0.0,2.0,3.0,3.0,0.0,2.0,8.0,H
Aston Villa,QPR,C Pawson,16532.0,3.0,17.0,17.0,2.0,0.0,3.0,1.0,1.0,0.0,4.0,-2.0,D
Southampton,Hull,K Friend,16536.0,7.0,28.0,17.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,-4.0,H
Burnley,Arsenal,M Dean,16536.0,5.0,19.0,46.0,1.0,1.0,3.0,-4.0,5.0,0.0,0.0,10.0,A
Swansea,Everton,M Oliver,16536.0,7.0,28.0,23.0,3.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,D
West Brom,Leicester,M Atkinson,16536.0,7.0,20.0,13.0,2.0,0.0,3.0,-5.0,1.0,2.0,2.0,-2.0,A
West Ham,Stoke,R East,16536.0,7.0,24.0,27.0,1.0,0.0,4.0,-6.0,2.0,0.0,3.0,0.0,D
Sunderland,Crystal Palace,A Taylor,16536.0,6.0,17.0,30.0,1.0,1.0,3.0,-6.0,4.0,0.0,1.0,5.0,A
Tottenham,Aston Villa,L Probert,16536.0,6.0,40.0,17.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,A
Man United,Man City,M Clattenburg,16537.0,8.0,46.0,40.0,5.0,0.0,0.0,9.0,2.0,0.0,3.0,2.0,H
QPR,Chelsea,A Marriner,16537.0,4.0,18.0,44.0,1.0,1.0,3.0,-1.0,3.0,2.0,0.0,3.0,A
Liverpool,Newcastle,L Mason,16538.0,4.0,40.0,19.0,3.0,0.0,2.0,0.0,1.0,0.0,4.0,-5.0,H
Chelsea,Man United,M Dean,16543.0,6.0,44.0,46.0,4.0,1.0,0.0,4.0,5.0,0.0,0.0,9.0,H
Crystal Palace,West Brom,J Moss,16543.0,7.0,30.0,20.0,4.0,0.0,1.0,6.0,1.0,0.0,4.0,-7.0,A
Everton,Burnley,M Jones,16543.0,7.0,21.0,16.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-4.0,H
Leicester,Swansea,L Probert,16543.0,7.0,16.0,29.0,2.0,1.0,2.0,-1.0,2.0,1.0,2.0,1.0,H
Stoke,Southampton,M Clattenburg,16543.0,7.0,28.0,30.0,1.0,1.0,3.0,-1.0,3.0,1.0,1.0,4.0,H
Man City,West Ham,A Taylor,16544.0,7.0,37.0,25.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,-4.0,H
Newcastle,Tottenham,K Friend,16544.0,5.0,16.0,37.0,0.0,0.0,5.0,-8.0,2.0,1.0,2.0,-2.0,A
QPR,West Ham,M Jones,16550.0,13.0,15.0,22.0,1.0,1.0,3.0,-1.0,1.0,1.0,3.0,-5.0,D
Burnley,Leicester,A Taylor,16550.0,7.0,15.0,18.0,1.0,1.0,3.0,-3.0,3.0,1.0,1.0,3.0,A
Crystal Palace,Hull,M Clattenburg,16550.0,7.0,29.0,17.0,4.0,0.0,1.0,5.0,0.0,2.0,3.0,-5.0,A
Southampton,Tottenham,J Moss,16550.0,7.0,30.0,37.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,-1.0,D
Man City,Aston Villa,M Dean,16550.0,6.0,37.0,19.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,H
Stoke,Sunderland,M Atkinson,16550.0,7.0,31.0,16.0,1.0,1.0,3.0,-2.0,1.0,1.0,3.0,-7.0,D
West Brom,Liverpool,R East,16550.0,7.0,23.0,43.0,2.0,0.0,3.0,-4.0,3.0,0.0,2.0,1.0,D
Newcastle,Swansea,N Swarbrick,16550.0,6.0,16.0,28.0,0.0,0.0,5.0,-9.0,2.0,1.0,2.0,0.0,A
Arsenal,Chelsea,M Oliver,16551.0,7.0,49.0,44.0,5.0,0.0,0.0,9.0,4.0,1.0,0.0,4.0,D
Everton,Man United,A Marriner,16551.0,8.0,24.0,43.0,4.0,1.0,0.0,6.0,4.0,0.0,1.0,7.0,H
Hull,Liverpool,L Probert,16553.0,3.0,20.0,41.0,1.0,1.0,3.0,-3.0,2.0,1.0,2.0,-1.0,H
Leicester,Chelsea,M Clattenburg,16554.0,4.0,21.0,44.0,4.0,0.0,1.0,4.0,4.0,1.0,0.0,4.0,A
Leicester,Newcastle,M Dean,16557.0,2.0,21.0,15.0,4.0,0.0,1.0,3.0,0.0,0.0,5.0,-7.0,H
Man United,West Brom,A Taylor,16557.0,6.0,40.0,24.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,-5.0,A
Liverpool,QPR,M Atkinson,16557.0,3.0,38.0,16.0,1.0,1.0,3.0,-3.0,1.0,2.0,2.0,1.0,H
Swansea,Stoke,C Pawson,16557.0,7.0,28.0,32.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,H
Sunderland,Southampton,M Jones,16557.0,7.0,16.0,31.0,1.0,1.0,3.0,-7.0,2.0,1.0,2.0,2.0,H
West Ham,Burnley,J Moss,16557.0,7.0,20.0,14.0,1.0,2.0,2.0,-2.0,0.0,1.0,4.0,-5.0,H
Aston Villa,Everton,M Clattenburg,16557.0,6.0,16.0,26.0,1.0,1.0,3.0,-3.0,4.0,1.0,0.0,6.0,H
Chelsea,Crystal Palace,K Friend,16558.0,3.0,44.0,29.0,4.0,1.0,0.0,5.0,3.0,0.0,2.0,1.0,H
Tottenham,Man City,A Marriner,16558.0,8.0,38.0,37.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,A
Hull,Arsenal,L Mason,16559.0,5.0,22.0,47.0,2.0,0.0,3.0,-2.0,4.0,1.0,0.0,8.0,A
Hull,Burnley,M Atkinson,16564.0,4.0,21.0,14.0,2.0,0.0,3.0,-3.0,0.0,1.0,4.0,-4.0,A
Aston Villa,West Ham,L Mason,16564.0,7.0,16.0,20.0,2.0,1.0,2.0,-1.0,1.0,2.0,2.0,-2.0,H
Crystal Palace,Man United,M Oliver,16564.0,6.0,28.0,37.0,2.0,0.0,3.0,-1.0,2.0,0.0,3.0,-1.0,A
Leicester,Southampton,R East,16564.0,7.0,24.0,31.0,4.0,0.0,1.0,5.0,1.0,1.0,3.0,-1.0,H
Newcastle,West Brom,C Foy,16564.0,7.0,12.0,26.0,0.0,0.0,5.0,-9.0,2.0,1.0,2.0,-1.0,D
Stoke,Tottenham,M Clattenburg,16564.0,7.0,29.0,37.0,1.0,2.0,2.0,-2.0,1.0,2.0,2.0,0.0,H
Everton,Sunderland,L Probert,16564.0,7.0,26.0,19.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,-2.0,A
Chelsea,Liverpool,A Marriner,16565.0,7.0,47.0,40.0,4.0,1.0,0.0,5.0,2.0,1.0,2.0,-1.0,D
Man City,QPR,M Dean,16565.0,7.0,37.0,13.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,H
Arsenal,Swansea,K Friend,16566.0,6.0,47.0,31.0,4.0,1.0,0.0,7.0,3.0,1.0,1.0,3.0,A
Southampton,Aston Villa,R Madley,16571.0,7.0,31.0,19.0,1.0,1.0,3.0,-2.0,3.0,1.0,1.0,2.0,H
Liverpool,Crystal Palace,J Moss,16571.0,6.0,41.0,27.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0,-3.0,A
QPR,Newcastle,L Probert,16571.0,6.0,13.0,13.0,0.0,2.0,3.0,-8.0,0.0,1.0,4.0,-8.0,H
Tottenham,Hull,A Taylor,16571.0,7.0,34.0,21.0,1.0,1.0,3.0,-3.0,2.0,0.0,3.0,-2.0,H
Sunderland,Leicester,M Atkinson,16571.0,7.0,21.0,27.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,6.0,D
Burnley,Stoke,M Oliver,16571.0,7.0,14.0,31.0,1.0,0.0,4.0,-3.0,2.0,2.0,1.0,2.0,D
West Ham,Everton,K Friend,16571.0,7.0,19.0,23.0,1.0,2.0,2.0,-2.0,2.0,1.0,2.0,1.0,A
Man United,Arsenal,M Dean,16572.0,7.0,37.0,47.0,2.0,0.0,3.0,-2.0,3.0,1.0,1.0,5.0,D
Swansea,Man City,M Clattenburg,16572.0,5.0,34.0,37.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,8.0,A
West Brom,Chelsea,M Jones,16573.0,9.0,24.0,45.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,4.0,H
Arsenal,Sunderland,A Taylor,16575.0,3.0,45.0,21.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,D
Crystal Palace,Swansea,C Pawson,16579.0,7.0,30.0,31.0,1.0,0.0,4.0,-4.0,3.0,0.0,2.0,0.0,H
Hull,Man United,L Probert,16579.0,8.0,21.0,37.0,2.0,0.0,3.0,-2.0,1.0,1.0,3.0,-4.0,D
Arsenal,West Brom,R Madley,16579.0,3.0,45.0,27.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,6.0,H
Aston Villa,Burnley,M Jones,16579.0,8.0,18.0,15.0,3.0,0.0,2.0,-3.0,1.0,1.0,3.0,-2.0,A
Everton,Tottenham,J Moss,16579.0,8.0,26.0,34.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,A
Man City,Southampton,C Foy,16579.0,7.0,37.0,31.0,5.0,0.0,0.0,12.0,1.0,1.0,3.0,1.0,H
Newcastle,West Ham,M Atkinson,16579.0,8.0,13.0,16.0,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-3.0,H
Stoke,Liverpool,A Taylor,16579.0,8.0,32.0,40.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,-2.0,H
Chelsea,Sunderland,L Mason,16579.0,5.0,42.0,19.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,3.0,H
Leicester,QPR,M Oliver,16579.0,8.0,28.0,13.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-7.0,H
Leicester,Sunderland,L Mason,16655.0,7.0,31.0,19.0,3.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,H
Norwich,Crystal Palace,S Hooper,16655.0,7.0,14.0,33.0,0.0,1.0,4.0,-8.0,2.0,0.0,3.0,-1.0,A
Man United,Tottenham,J Moss,16655.0,9.0,35.0,34.0,1.0,2.0,2.0,-3.0,2.0,1.0,2.0,-1.0,H
Chelsea,Swansea,M Oliver,16655.0,2.0,42.0,28.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,D
Arsenal,West Ham,M Atkinson,16656.0,7.0,45.0,16.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,-3.0,A
Newcastle,Southampton,C Pawson,16656.0,8.0,16.0,28.0,1.0,1.0,3.0,-3.0,1.0,1.0,3.0,0.0,D
Stoke,Liverpool,A Taylor,16656.0,7.0,32.0,37.0,2.0,2.0,1.0,6.0,1.0,1.0,3.0,-7.0,A
West Brom,Man City,M Dean,16657.0,9.0,27.0,37.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,12.0,A
Aston Villa,Man United,M Dean,16661.0,6.0,20.0,37.0,3.0,0.0,2.0,-3.0,2.0,2.0,1.0,1.0,A
Tottenham,Stoke,R Madley,16662.0,7.0,33.0,29.0,2.0,0.0,3.0,-2.0,2.0,1.0,2.0,5.0,D
Southampton,Everton,M Oliver,16662.0,6.0,28.0,27.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,-3.0,A
Sunderland,Norwich,K Friend,16662.0,7.0,18.0,14.0,1.0,2.0,2.0,-2.0,0.0,1.0,4.0,-9.0,A
West Ham,Leicester,A Taylor,16662.0,6.0,19.0,31.0,2.0,0.0,3.0,-1.0,4.0,1.0,0.0,11.0,A
Swansea,Newcastle,M Jones,16662.0,6.0,29.0,14.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,-2.0,H
Crystal Palace,Arsenal,L Mason,16663.0,8.0,35.0,42.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,A
Man City,Chelsea,M Atkinson,16663.0,5.0,39.0,42.0,5.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,H
Man United,Newcastle,C Pawson,16669.0,3.0,39.0,13.0,3.0,2.0,0.0,3.0,1.0,2.0,2.0,-1.0,D
Leicester,Tottenham,M Atkinson,16669.0,7.0,33.0,31.0,4.0,1.0,0.0,9.0,2.0,1.0,2.0,-1.0,D
Crystal Palace,Aston Villa,K Stroud,16669.0,6.0,34.0,19.0,3.0,0.0,2.0,3.0,2.0,0.0,3.0,-5.0,H
Sunderland,Swansea,N Swarbrick,16669.0,7.0,18.0,31.0,0.0,2.0,3.0,-6.0,2.0,1.0,2.0,0.0,D
Norwich,Stoke,M Dean,16669.0,7.0,16.0,29.0,1.0,1.0,3.0,-6.0,2.0,2.0,1.0,7.0,D
Everton,Man City,A Taylor,16670.0,8.0,30.0,39.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,16.0,A
West Brom,Chelsea,M Clattenburg,16670.0,8.0,27.0,42.0,1.0,2.0,2.0,-3.0,1.0,2.0,2.0,-4.0,A
Arsenal,Liverpool,M Oliver,16671.0,8.0,45.0,39.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-5.0,D
Aston Villa,Sunderland,R Madley,16676.0,3.0,19.0,19.0,1.0,0.0,4.0,-7.0,0.0,2.0,3.0,-6.0,D
Chelsea,Crystal Palace,C Pawson,16676.0,6.0,42.0,34.0,2.0,1.0,2.0,-3.0,4.0,0.0,1.0,5.0,A
Liverpool,West Ham,K Friend,16676.0,4.0,37.0,17.0,2.0,1.0,2.0,-5.0,1.0,0.0,4.0,-3.0,A
Newcastle,Arsenal,A Marriner,16676.0,3.0,14.0,43.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,2.0,A
Stoke,West Brom,M Oliver,16676.0,3.0,30.0,24.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,-4.0,A
Tottenham,Everton,M Jones,16676.0,7.0,32.0,29.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,D
